county_fips,county_name,cdc_year,cdc_population,rate_range,rate_midpoint,acs_year,acs_total_pop,acs_female_pop,female_share
18011,"Boone County, Indiana",2012,59062,8.1-10,9.05,2023,72827,36518,0.5014349073832507
18013,"Brown County, Indiana",2012,15054,14.1-16,15.05,2023,15543,7767,0.49971048060220036
18015,"Carroll County, Indiana",2012,20122,10.1-12,11.05,2023,20443,10045,0.4913662378320207
18017,"Cass County, Indiana",2012,38697,6.1-8,7.05,2023,37703,18870,0.5004906771344455
18019,"Clark County, Indiana",2012,111908,16.1-18,17.05,2023,122800,62470,0.50871335504886
18021,"Clay County, Indiana",2012,26827,12.1-14,13.05,2023,26431,13339,0.5046725436041013
18023,"Clinton County, Indiana",2012,32944,12.1-14,13.05,2023,32967,16506,0.5006825006825006
18025,"Crawford County, Indiana",2012,10649,18.1-20,19.05,2023,10494,5199,0.4954259576901086
18027,"Daviess County, Indiana",2012,32150,10.1-12,11.05,2023,33442,16762,0.501226003229472
18033,"DeKalb County, Indiana",2012,42303,10.1-12,11.05,2023,43584,21831,0.5008948237885462
18029,"Dearborn County, Indiana",2012,49754,14.1-16,15.05,2023,50828,25461,0.5009246871802944
18031,"Decatur County, Indiana",2012,26058,14.1-16,15.05,2023,26411,13198,0.4997160274128204
18035,"Delaware County, Indiana",2012,117364,16.1-18,17.05,2023,112109,57908,0.5165330169745516
18037,"Dubois County, Indiana",2012,42098,6.1-8,7.05,2023,43563,21639,0.4967288754218029
18039,"Elkhart County, Indiana",2012,199229,8.1-10,9.05,2023,206868,104237,0.5038817023415898
18041,"Fayette County, Indiana",2012,23957,20.1-22,21.05,2023,23390,11831,0.505814450619923
18043,"Floyd County, Indiana",2012,75355,12.1-14,13.05,2023,80512,41142,0.5110045707472178
18045,"Fountain County, Indiana",2012,17108,10.1-12,11.05,2023,16546,8252,0.49873081107216244
18047,"Franklin County, Indiana",2012,22984,16.1-18,17.05,2023,22929,11530,0.5028566444240917
18049,"Fulton County, Indiana",2012,20653,10.1-12,11.05,2023,20411,10085,0.494096320611435
18051,"Gibson County, Indiana",2012,33577,8.1-10,9.05,2023,32986,16243,0.4924210271024071
18053,"Grant County, Indiana",2012,69228,18.1-20,19.05,2023,66377,34476,0.5193967790047758
18055,"Greene County, Indiana",2012,33012,14.1-16,15.05,2023,30954,15227,0.49192349938618596
18057,"Hamilton County, Indiana",2012,289761,6.1-8,7.05,2023,357176,181604,0.5084440163952785
18059,"Hancock County, Indiana",2012,70669,12.1-14,13.05,2023,82013,41090,0.5010181312718716
18061,"Harrison County, Indiana",2012,39068,8.1-10,9.05,2023,39785,19766,0.496820409702149
18063,"Hendricks County, Indiana",2012,150707,8.1-10,9.05,2023,179379,89272,0.4976725257694602
18065,"Henry County, Indiana",2012,49262,24.1-26,25.05,2023,48896,23105,0.47253354057591623
18067,"Howard County, Indiana",2012,82900,20.1-22,21.05,2023,83610,43009,0.5144001913646693
18069,"Huntington County, Indiana",2012,36993,12.1-14,13.05,2023,36757,18330,0.4986805234377125
18071,"Jackson County, Indiana",2012,43032,14.1-16,15.05,2023,46319,22697,0.4900148966946609
18073,"Jasper County, Indiana",2012,33478,10.1-12,11.05,2023,33198,16662,0.5018977046810049
18075,"Jay County, Indiana",2012,21363,14.1-16,15.05,2023,20281,10076,0.4968196834475618
18077,"Jefferson County, Indiana",2012,32518,10.1-12,11.05,2023,33074,17168,0.5190784301868537
18079,"Jennings County, Indiana",2012,28189,14.1-16,15.05,2023,27584,13569,0.49191560324825984
18081,"Johnson County, Indiana",2012,143579,10.1-12,11.05,2023,163983,82751,0.5046315776635383
18083,"Knox County, Indiana",2012,38046,12.1-14,13.05,2023,36108,17760,0.49185776005317383
18085,"Kosciusko County, Indiana",2012,77610,8.1-10,9.05,2023,80357,40150,0.4996453327028137
18087,"LaGrange County, Indiana",2012,37618,4.1-6,5.05,2023,40596,19959,0.49164942358853087
18091,"LaPorte County, Indiana",2012,111223,10.1-12,11.05,2023,112141,54005,0.48158122363809847
18089,"Lake County, Indiana",2012,493192,6.1-8,7.05,2023,498990,256128,0.5132928515601515
18093,"Lawrence County, Indiana",2012,46036,12.1-14,13.05,2023,45077,22823,0.5063114226767531
18095,"Madison County, Indiana",2012,130259,24.1-26,25.05,2023,130949,64907,0.4956662517468633
18097,"Marion County, Indiana",2012,918748,14.1-16,15.05,2023,971822,501089,0.5156180864396978
18099,"Marshall County, Indiana",2012,46992,8.1-10,9.05,2023,46225,22835,0.4939967550027042
18101,"Martin County, Indiana",2012,10318,10.1-12,11.05,2023,9854,4782,0.48528516338542727
18103,"Miami County, Indiana",2012,36499,8.1-10,9.05,2023,35772,16377,0.4578161690707816
18105,"Monroe County, Indiana",2012,141324,12.1-14,13.05,2023,139822,70119,0.5014876056700662
18107,"Montgomery County, Indiana",2012,38168,14.1-16,15.05,2023,38155,18725,0.4907613681037872
18109,"Morgan County, Indiana",2012,69195,14.1-16,15.05,2023,72202,36221,0.5016620038226088
18111,"Newton County, Indiana",2012,14062,10.1-12,11.05,2023,13859,6782,0.4893570964716069
18113,"Noble County, Indiana",2012,47434,8.1-10,9.05,2023,47417,23457,0.49469599510724
18115,"Ohio County, Indiana",2012,6107,18.1-20,19.05,2023,5993,3017,0.5034206574336726
18117,"Orange County, Indiana",2012,19692,10.1-12,11.05,2023,19746,9840,0.49832877544819204
18119,"Owen County, Indiana",2012,21363,12.1-14,13.05,2023,21434,10585,0.4938415601380983
18121,"Parke County, Indiana",2012,17097,10.1-12,11.05,2023,16346,8485,0.5190872384681268
18123,"Perry County, Indiana",2012,19419,10.1-12,11.05,2023,19218,8729,0.4542095951711937
18125,"Pike County, Indiana",2012,12779,8.1-10,9.05,2023,12187,6124,0.5025026667760729
18127,"Porter County, Indiana",2012,165765,12.1-14,13.05,2023,174150,87928,0.5048980763709446
18129,"Posey County, Indiana",2012,25620,8.1-10,9.05,2023,25163,12527,0.4978341215276398
18131,"Pulaski County, Indiana",2012,13063,16.1-18,17.05,2023,12441,6259,0.5030946065428824
18133,"Putnam County, Indiana",2012,37647,8.1-10,9.05,2023,37091,17516,0.472243940578577
18135,"Randolph County, Indiana",2012,25850,12.1-14,13.05,2023,24425,12214,0.5000614124872057
18137,"Ripley County, Indiana",2012,28569,12.1-14,13.05,2023,29039,14505,0.49950067151072697
18139,"Rush County, Indiana",2012,17134,12.1-14,13.05,2023,16734,8399,0.501912274411378
18143,"Scott County, Indiana",2012,23765,28.1-30,29.05,2023,24468,12356,0.5049861042994932
18145,"Shelby County, Indiana",2012,44371,12.1-14,13.05,2023,45104,22710,0.503503015253636
18147,"Spencer County, Indiana",2012,20863,8.1-10,9.05,2023,19871,9713,0.4888027779175683
18141,"St. Joseph County, Indiana",2012,266524,10.1-12,11.05,2023,272574,139102,0.510327470705203
18149,"Starke County, Indiana",2012,23193,>30,,2023,23300,11553,0.4958369098712446
18151,"Steuben County, Indiana",2012,34164,6.1-8,7.05,2023,34648,16661,0.48086469637497115
18153,"Sullivan County, Indiana",2012,21215,18.1-20,19.05,2023,20766,9472,0.4561302128479245
18155,"Switzerland County, Indiana",2012,10397,16.1-18,17.05,2023,9914,4876,0.4918297357272544
18157,"Tippecanoe County, Indiana",2012,178426,12.1-14,13.05,2023,187399,91425,0.4878627954258027
18159,"Tipton County, Indiana",2012,15728,16.1-18,17.05,2023,15329,7607,0.49624893991780283
18161,"Union County, Indiana",2012,7334,18.1-20,19.05,2023,7028,3553,0.5055492316448492
18163,"Vanderburgh County, Indiana",2012,180854,18.1-20,19.05,2023,179908,92059,0.5117004246614937
18165,"Vermillion County, Indiana",2012,15950,12.1-14,13.05,2023,15452,7668,0.49624644059021483
18167,"Vigo County, Indiana",2012,108594,14.1-16,15.05,2023,106201,52585,0.4951459967420269
18169,"Wabash County, Indiana",2012,32435,16.1-18,17.05,2023,30901,15739,0.5093362674347108
18171,"Warren County, Indiana",2012,8386,10.1-12,11.05,2023,8469,4250,0.5018302042744126
18173,"Warrick County, Indiana",2012,60481,6.1-8,7.05,2023,64650,32886,0.508677494199536
18175,"Washington County, Indiana",2012,27928,12.1-14,13.05,2023,28167,14166,0.5029289594205986
18177,"Wayne County, Indiana",2012,68287,18.1-20,19.05,2023,66377,33981,0.5119393765912892
18179,"Wells County, Indiana",2012,27705,10.1-12,11.05,2023,28261,14265,0.5047592088036517
18181,"White County, Indiana",2012,24395,12.1-14,13.05,2023,24709,12249,0.49573030070014973
18183,"Whitley County, Indiana",2012,33287,8.1-10,9.05,2023,34388,17168,0.4992439222984762
18001,"Adams County, Indiana",2011,34374,8.1-10,9.05,2023,35995,17987,0.49970829281844703
18003,"Allen County, Indiana",2011,358782,8.1-10,9.05,2023,388791,197503,0.5079927261690729
18005,"Bartholomew County, Indiana",2011,77630,12.1-14,13.05,2023,82881,40949,0.4940698109337484
18007,"Benton County, Indiana",2011,8856,14.1-16,15.05,2023,8708,4244,0.4873679375287092
18009,"Blackford County, Indiana",2011,12668,18.1-20,19.05,2023,12007,6132,0.5107020904472391
18011,"Boone County, Indiana",2011,57884,8.1-10,9.05,2023,72827,36518,0.5014349073832507
18013,"Brown County, Indiana",2011,15064,12.1-14,13.05,2023,15543,7767,0.49971048060220036
18015,"Carroll County, Indiana",2011,20088,8.1-10,9.05,2023,20443,10045,0.4913662378320207
18017,"Cass County, Indiana",2011,38879,4.1-6,5.05,2023,37703,18870,0.5004906771344455
18019,"Clark County, Indiana",2011,111553,14.1-16,15.05,2023,122800,62470,0.50871335504886
18021,"Clay County, Indiana",2011,26881,10.1-12,11.05,2023,26431,13339,0.5046725436041013
18023,"Clinton County, Indiana",2011,33035,12.1-14,13.05,2023,32967,16506,0.5006825006825006
18025,"Crawford County, Indiana",2011,10608,16.1-18,17.05,2023,10494,5199,0.4954259576901086
18027,"Daviess County, Indiana",2011,31951,10.1-12,11.05,2023,33442,16762,0.501226003229472
18033,"DeKalb County, Indiana",2011,42457,10.1-12,11.05,2023,43584,21831,0.5008948237885462
18029,"Dearborn County, Indiana",2011,50009,14.1-16,15.05,2023,50828,25461,0.5009246871802944
18031,"Decatur County, Indiana",2011,25886,12.1-14,13.05,2023,26411,13198,0.4997160274128204
18035,"Delaware County, Indiana",2011,117824,16.1-18,17.05,2023,112109,57908,0.5165330169745516
18037,"Dubois County, Indiana",2011,42197,6.1-8,7.05,2023,43563,21639,0.4967288754218029
18039,"Elkhart County, Indiana",2011,198509,6.1-8,7.05,2023,206868,104237,0.5038817023415898
18041,"Fayette County, Indiana",2011,24157,18.1-20,19.05,2023,23390,11831,0.505814450619923
18043,"Floyd County, Indiana",2011,75037,12.1-14,13.05,2023,80512,41142,0.5110045707472178
18045,"Fountain County, Indiana",2011,17139,8.1-10,9.05,2023,16546,8252,0.49873081107216244
18047,"Franklin County, Indiana",2011,23000,14.1-16,15.05,2023,22929,11530,0.5028566444240917
18049,"Fulton County, Indiana",2011,20750,10.1-12,11.05,2023,20411,10085,0.494096320611435
18051,"Gibson County, Indiana",2011,33567,8.1-10,9.05,2023,32986,16243,0.4924210271024071
18053,"Grant County, Indiana",2011,69609,16.1-18,17.05,2023,66377,34476,0.5193967790047758
18055,"Greene County, Indiana",2011,33090,14.1-16,15.05,2023,30954,15227,0.49192349938618596
18057,"Hamilton County, Indiana",2011,283340,6.1-8,7.05,2023,357176,181604,0.5084440163952785
18059,"Hancock County, Indiana",2011,70396,12.1-14,13.05,2023,82013,41090,0.5010181312718716
18061,"Harrison County, Indiana",2011,39215,8.1-10,9.05,2023,39785,19766,0.496820409702149
18063,"Hendricks County, Indiana",2011,148607,6.1-8,7.05,2023,179379,89272,0.4976725257694602
18065,"Henry County, Indiana",2011,49360,22.1-24,23.05,2023,48896,23105,0.47253354057591623
18067,"Howard County, Indiana",2011,82851,20.1-22,21.05,2023,83610,43009,0.5144001913646693
18069,"Huntington County, Indiana",2011,37187,10.1-12,11.05,2023,36757,18330,0.4986805234377125
18071,"Jackson County, Indiana",2011,42935,12.1-14,13.05,2023,46319,22697,0.4900148966946609
18073,"Jasper County, Indiana",2011,33415,10.1-12,11.05,2023,33198,16662,0.5018977046810049
18075,"Jay County, Indiana",2011,21370,12.1-14,13.05,2023,20281,10076,0.4968196834475618
18077,"Jefferson County, Indiana",2011,32302,10.1-12,11.05,2023,33074,17168,0.5190784301868537
18079,"Jennings County, Indiana",2011,28204,14.1-16,15.05,2023,27584,13569,0.49191560324825984
18081,"Johnson County, Indiana",2011,141766,10.1-12,11.05,2023,163983,82751,0.5046315776635383
18083,"Knox County, Indiana",2011,38467,10.1-12,11.05,2023,36108,17760,0.49185776005317383
18085,"Kosciusko County, Indiana",2011,77363,8.1-10,9.05,2023,80357,40150,0.4996453327028137
18087,"LaGrange County, Indiana",2011,37480,4.1-6,5.05,2023,40596,19959,0.49164942358853087
18091,"LaPorte County, Indiana",2011,111223,10.1-12,11.05,2023,112141,54005,0.48158122363809847
18089,"Lake County, Indiana",2011,494788,6.1-8,7.05,2023,498990,256128,0.5132928515601515
18093,"Lawrence County, Indiana",2011,46079,12.1-14,13.05,2023,45077,22823,0.5063114226767531
18095,"Madison County, Indiana",2011,131018,22.1-24,23.05,2023,130949,64907,0.4956662517468633
18097,"Marion County, Indiana",2011,910861,14.1-16,15.05,2023,971822,501089,0.5156180864396978
18099,"Marshall County, Indiana",2011,46960,8.1-10,9.05,2023,46225,22835,0.4939967550027042
18101,"Martin County, Indiana",2011,10332,8.1-10,9.05,2023,9854,4782,0.48528516338542727
18103,"Miami County, Indiana",2011,36587,8.1-10,9.05,2023,35772,16377,0.4578161690707816
18105,"Monroe County, Indiana",2011,140322,12.1-14,13.05,2023,139822,70119,0.5014876056700662
18107,"Montgomery County, Indiana",2011,38321,14.1-16,15.05,2023,38155,18725,0.4907613681037872
18109,"Morgan County, Indiana",2011,69201,14.1-16,15.05,2023,72202,36221,0.5016620038226088
18111,"Newton County, Indiana",2011,14115,10.1-12,11.05,2023,13859,6782,0.4893570964716069
18113,"Noble County, Indiana",2011,47466,8.1-10,9.05,2023,47417,23457,0.49469599510724
18115,"Ohio County, Indiana",2011,6086,16.1-18,17.05,2023,5993,3017,0.5034206574336726
18117,"Orange County, Indiana",2011,19905,8.1-10,9.05,2023,19746,9840,0.49832877544819204
18119,"Owen County, Indiana",2011,21516,10.1-12,11.05,2023,21434,10585,0.4938415601380983
18121,"Parke County, Indiana",2011,17110,10.1-12,11.05,2023,16346,8485,0.5190872384681268
18123,"Perry County, Indiana",2011,19467,8.1-10,9.05,2023,19218,8729,0.4542095951711937
18125,"Pike County, Indiana",2011,12759,8.1-10,9.05,2023,12187,6124,0.5025026667760729
18127,"Porter County, Indiana",2011,165510,12.1-14,13.05,2023,174150,87928,0.5048980763709446
18129,"Posey County, Indiana",2011,25686,8.1-10,9.05,2023,25163,12527,0.4978341215276398
18131,"Pulaski County, Indiana",2011,13291,14.1-16,15.05,2023,12441,6259,0.5030946065428824
18133,"Putnam County, Indiana",2011,37850,8.1-10,9.05,2023,37091,17516,0.472243940578577
18135,"Randolph County, Indiana",2011,26017,10.1-12,11.05,2023,24425,12214,0.5000614124872057
18137,"Ripley County, Indiana",2011,28749,12.1-14,13.05,2023,29039,14505,0.49950067151072697
18139,"Rush County, Indiana",2011,17316,10.1-12,11.05,2023,16734,8399,0.501912274411378
18143,"Scott County, Indiana",2011,23928,26.1-28,27.05,2023,24468,12356,0.5049861042994932
18145,"Shelby County, Indiana",2011,44368,12.1-14,13.05,2023,45104,22710,0.503503015253636
18147,"Spencer County, Indiana",2011,21045,8.1-10,9.05,2023,19871,9713,0.4888027779175683
18141,"St. Joseph County, Indiana",2011,266701,10.1-12,11.05,2023,272574,139102,0.510327470705203
18149,"Starke County, Indiana",2011,23207,28.1-30,29.05,2023,23300,11553,0.4958369098712446
18151,"Steuben County, Indiana",2011,34064,6.1-8,7.05,2023,34648,16661,0.48086469637497115
18153,"Sullivan County, Indiana",2011,21237,18.1-20,19.05,2023,20766,9472,0.4561302128479245
18155,"Switzerland County, Indiana",2011,10565,16.1-18,17.05,2023,9914,4876,0.4918297357272544
18157,"Tippecanoe County, Indiana",2011,175549,10.1-12,11.05,2023,187399,91425,0.4878627954258027
18159,"Tipton County, Indiana",2011,15851,16.1-18,17.05,2023,15329,7607,0.49624893991780283
18161,"Union County, Indiana",2011,7472,16.1-18,17.05,2023,7028,3553,0.5055492316448492
18163,"Vanderburgh County, Indiana",2011,180357,18.1-20,19.05,2023,179908,92059,0.5117004246614937
18165,"Vermillion County, Indiana",2011,16107,12.1-14,13.05,2023,15452,7668,0.49624644059021483
18167,"Vigo County, Indiana",2011,108323,12.1-14,13.05,2023,106201,52585,0.4951459967420269
18169,"Wabash County, Indiana",2011,32585,14.1-16,15.05,2023,30901,15739,0.5093362674347108
18171,"Warren County, Indiana",2011,8474,10.1-12,11.05,2023,8469,4250,0.5018302042744126
18173,"Warrick County, Indiana",2011,60241,6.1-8,7.05,2023,64650,32886,0.508677494199536
18175,"Washington County, Indiana",2011,28178,12.1-14,13.05,2023,28167,14166,0.5029289594205986
18177,"Wayne County, Indiana",2011,68754,16.1-18,17.05,2023,66377,33981,0.5119393765912892
18179,"Wells County, Indiana",2011,27751,10.1-12,11.05,2023,28261,14265,0.5047592088036517
18181,"White County, Indiana",2011,24506,10.1-12,11.05,2023,24709,12249,0.49573030070014973
18183,"Whitley County, Indiana",2011,33305,8.1-10,9.05,2023,34388,17168,0.4992439222984762
18001,"Adams County, Indiana",2010,34455,6.1-8,7.05,2023,35995,17987,0.49970829281844703
18003,"Allen County, Indiana",2010,355890,8.1-10,9.05,2023,388791,197503,0.5079927261690729
18005,"Bartholomew County, Indiana",2010,76846,10.1-12,11.05,2023,82881,40949,0.4940698109337484
18007,"Benton County, Indiana",2010,8856,12.1-14,13.05,2023,8708,4244,0.4873679375287092
18009,"Blackford County, Indiana",2010,12750,16.1-18,17.05,2023,12007,6132,0.5107020904472391
18011,"Boone County, Indiana",2010,56845,8.1-10,9.05,2023,72827,36518,0.5014349073832507
18013,"Brown County, Indiana",2010,15200,12.1-14,13.05,2023,15543,7767,0.49971048060220036
18015,"Carroll County, Indiana",2010,20183,8.1-10,9.05,2023,20443,10045,0.4913662378320207
18017,"Cass County, Indiana",2010,38974,4.1-6,5.05,2023,37703,18870,0.5004906771344455
18019,"Clark County, Indiana",2010,110557,14.1-16,15.05,2023,122800,62470,0.50871335504886
18021,"Clay County, Indiana",2010,26853,10.1-12,11.05,2023,26431,13339,0.5046725436041013
18023,"Clinton County, Indiana",2010,33203,10.1-12,11.05,2023,32967,16506,0.5006825006825006
18025,"Crawford County, Indiana",2010,10716,14.1-16,15.05,2023,10494,5199,0.4954259576901086
18027,"Daviess County, Indiana",2010,31744,8.1-10,9.05,2023,33442,16762,0.501226003229472
18033,"DeKalb County, Indiana",2010,42293,8.1-10,9.05,2023,43584,21831,0.5008948237885462
18029,"Dearborn County, Indiana",2010,50099,12.1-14,13.05,2023,50828,25461,0.5009246871802944
18031,"Decatur County, Indiana",2010,25791,12.1-14,13.05,2023,26411,13198,0.4997160274128204
18035,"Delaware County, Indiana",2010,117692,14.1-16,15.05,2023,112109,57908,0.5165330169745516
18037,"Dubois County, Indiana",2010,41906,6.1-8,7.05,2023,43563,21639,0.4967288754218029
18039,"Elkhart County, Indiana",2010,197471,6.1-8,7.05,2023,206868,104237,0.5038817023415898
18041,"Fayette County, Indiana",2010,24333,18.1-20,19.05,2023,23390,11831,0.505814450619923
18043,"Floyd County, Indiana",2010,74708,10.1-12,11.05,2023,80512,41142,0.5110045707472178
18045,"Fountain County, Indiana",2010,17271,8.1-10,9.05,2023,16546,8252,0.49873081107216244
18047,"Franklin County, Indiana",2010,23062,14.1-16,15.05,2023,22929,11530,0.5028566444240917
18049,"Fulton County, Indiana",2010,20818,8.1-10,9.05,2023,20411,10085,0.494096320611435
18051,"Gibson County, Indiana",2010,33554,8.1-10,9.05,2023,32986,16243,0.4924210271024071
18053,"Grant County, Indiana",2010,69935,16.1-18,17.05,2023,66377,34476,0.5193967790047758
18055,"Greene County, Indiana",2010,33166,14.1-16,15.05,2023,30954,15227,0.49192349938618596
18057,"Hamilton County, Indiana",2010,276501,6.1-8,7.05,2023,357176,181604,0.5084440163952785
18059,"Hancock County, Indiana",2010,70223,10.1-12,11.05,2023,82013,41090,0.5010181312718716
18061,"Harrison County, Indiana",2010,39352,8.1-10,9.05,2023,39785,19766,0.496820409702149
18063,"Hendricks County, Indiana",2010,145863,6.1-8,7.05,2023,179379,89272,0.4976725257694602
18065,"Henry County, Indiana",2010,49488,20.1-22,21.05,2023,48896,23105,0.47253354057591623
18067,"Howard County, Indiana",2010,82731,18.1-20,19.05,2023,83610,43009,0.5144001913646693
18069,"Huntington County, Indiana",2010,37116,10.1-12,11.05,2023,36757,18330,0.4986805234377125
18071,"Jackson County, Indiana",2010,42578,12.1-14,13.05,2023,46319,22697,0.4900148966946609
18073,"Jasper County, Indiana",2010,33514,8.1-10,9.05,2023,33198,16662,0.5018977046810049
18075,"Jay County, Indiana",2010,21172,12.1-14,13.05,2023,20281,10076,0.4968196834475618
18077,"Jefferson County, Indiana",2010,32423,10.1-12,11.05,2023,33074,17168,0.5190784301868537
18079,"Jennings County, Indiana",2010,28475,12.1-14,13.05,2023,27584,13569,0.49191560324825984
18081,"Johnson County, Indiana",2010,140281,10.1-12,11.05,2023,163983,82751,0.5046315776635383
18083,"Knox County, Indiana",2010,38389,10.1-12,11.05,2023,36108,17760,0.49185776005317383
18085,"Kosciusko County, Indiana",2010,77340,8.1-10,9.05,2023,80357,40150,0.4996453327028137
18087,"LaGrange County, Indiana",2010,37156,2.1-4,3.05,2023,40596,19959,0.49164942358853087
18091,"LaPorte County, Indiana",2010,111454,8.1-10,9.05,2023,112141,54005,0.48158122363809847
18089,"Lake County, Indiana",2010,495987,4.1-6,5.05,2023,498990,256128,0.5132928515601515
18093,"Lawrence County, Indiana",2010,46124,10.1-12,11.05,2023,45077,22823,0.5063114226767531
18095,"Madison County, Indiana",2010,131637,20.1-22,21.05,2023,130949,64907,0.4956662517468633
18097,"Marion County, Indiana",2010,904668,12.1-14,13.05,2023,971822,501089,0.5156180864396978
18099,"Marshall County, Indiana",2010,47009,6.1-8,7.05,2023,46225,22835,0.4939967550027042
18101,"Martin County, Indiana",2010,10368,8.1-10,9.05,2023,9854,4782,0.48528516338542727
18103,"Miami County, Indiana",2010,36797,8.1-10,9.05,2023,35772,16377,0.4578161690707816
18105,"Monroe County, Indiana",2010,138557,12.1-14,13.05,2023,139822,70119,0.5014876056700662
18107,"Montgomery County, Indiana",2010,38087,12.1-14,13.05,2023,38155,18725,0.4907613681037872
18109,"Morgan County, Indiana",2010,69169,12.1-14,13.05,2023,72202,36221,0.5016620038226088
18111,"Newton County, Indiana",2010,14240,8.1-10,9.05,2023,13859,6782,0.4893570964716069
18113,"Noble County, Indiana",2010,47476,8.1-10,9.05,2023,47417,23457,0.49469599510724
18115,"Ohio County, Indiana",2010,6110,14.1-16,15.05,2023,5993,3017,0.5034206574336726
18117,"Orange County, Indiana",2010,19802,8.1-10,9.05,2023,19746,9840,0.49832877544819204
18119,"Owen County, Indiana",2010,21582,10.1-12,11.05,2023,21434,10585,0.4938415601380983
18121,"Parke County, Indiana",2010,17285,8.1-10,9.05,2023,16346,8485,0.5190872384681268
18123,"Perry County, Indiana",2010,19417,8.1-10,9.05,2023,19218,8729,0.4542095951711937
18125,"Pike County, Indiana",2010,12850,6.1-8,7.05,2023,12187,6124,0.5025026667760729
18127,"Porter County, Indiana",2010,164550,10.1-12,11.05,2023,174150,87928,0.5048980763709446
18129,"Posey County, Indiana",2010,25857,8.1-10,9.05,2023,25163,12527,0.4978341215276398
18131,"Pulaski County, Indiana",2010,13356,14.1-16,15.05,2023,12441,6259,0.5030946065428824
18133,"Putnam County, Indiana",2010,37908,8.1-10,9.05,2023,37091,17516,0.472243940578577
18135,"Randolph County, Indiana",2010,26180,10.1-12,11.05,2023,24425,12214,0.5000614124872057
18137,"Ripley County, Indiana",2010,28835,10.1-12,11.05,2023,29039,14505,0.49950067151072697
18139,"Rush County, Indiana",2010,17367,10.1-12,11.05,2023,16734,8399,0.501912274411378
18143,"Scott County, Indiana",2010,24173,24.1-26,25.05,2023,24468,12356,0.5049861042994932
18145,"Shelby County, Indiana",2010,44319,12.1-14,13.05,2023,45104,22710,0.503503015253636
18147,"Spencer County, Indiana",2010,20880,8.1-10,9.05,2023,19871,9713,0.4888027779175683
18141,"St. Joseph County, Indiana",2010,266797,8.1-10,9.05,2023,272574,139102,0.510327470705203
18149,"Starke County, Indiana",2010,23357,26.1-28,27.05,2023,23300,11553,0.4958369098712446
18151,"Steuben County, Indiana",2010,34137,6.1-8,7.05,2023,34648,16661,0.48086469637497115
18153,"Sullivan County, Indiana",2010,21411,16.1-18,17.05,2023,20766,9472,0.4561302128479245
18155,"Switzerland County, Indiana",2010,10625,14.1-16,15.05,2023,9914,4876,0.4918297357272544
18157,"Tippecanoe County, Indiana",2010,173048,10.1-12,11.05,2023,187399,91425,0.4878627954258027
18159,"Tipton County, Indiana",2010,15879,14.1-16,15.05,2023,15329,7607,0.49624893991780283
18161,"Union County, Indiana",2010,7532,14.1-16,15.05,2023,7028,3553,0.5055492316448492
18163,"Vanderburgh County, Indiana",2010,179856,16.1-18,17.05,2023,179908,92059,0.5117004246614937
18165,"Vermillion County, Indiana",2010,16140,10.1-12,11.05,2023,15452,7668,0.49624644059021483
18167,"Vigo County, Indiana",2010,107896,12.1-14,13.05,2023,106201,52585,0.4951459967420269
18169,"Wabash County, Indiana",2010,32854,14.1-16,15.05,2023,30901,15739,0.5093362674347108
18171,"Warren County, Indiana",2010,8501,8.1-10,9.05,2023,8469,4250,0.5018302042744126
18173,"Warrick County, Indiana",2010,59850,4.1-6,5.05,2023,64650,32886,0.508677494199536
18175,"Washington County, Indiana",2010,28284,10.1-12,11.05,2023,28167,14166,0.5029289594205986
18177,"Wayne County, Indiana",2010,68900,16.1-18,17.05,2023,66377,33981,0.5119393765912892
18179,"Wells County, Indiana",2010,27674,8.1-10,9.05,2023,28261,14265,0.5047592088036517
18181,"White County, Indiana",2010,24684,10.1-12,11.05,2023,24709,12249,0.49573030070014973
18183,"Whitley County, Indiana",2010,33348,6.1-8,7.05,2023,34388,17168,0.4992439222984762
18001,"Adams County, Indiana",2009,34351,6.1-8,7.05,2023,35995,17987,0.49970829281844703
18003,"Allen County, Indiana",2009,353693,8.1-10,9.05,2023,388791,197503,0.5079927261690729
18005,"Bartholomew County, Indiana",2009,76566,10.1-12,11.05,2023,82881,40949,0.4940698109337484
18007,"Benton County, Indiana",2009,8735,12.1-14,13.05,2023,8708,4244,0.4873679375287092
18009,"Blackford County, Indiana",2009,12844,16.1-18,17.05,2023,12007,6132,0.5107020904472391
18011,"Boone County, Indiana",2009,55915,6.1-8,7.05,2023,72827,36518,0.5014349073832507
18013,"Brown County, Indiana",2009,15261,12.1-14,13.05,2023,15543,7767,0.49971048060220036
18015,"Carroll County, Indiana",2009,20103,8.1-10,9.05,2023,20443,10045,0.4913662378320207
18017,"Cass County, Indiana",2009,38968,4.1-6,5.05,2023,37703,18870,0.5004906771344455
18019,"Clark County, Indiana",2009,109067,12.1-14,13.05,2023,122800,62470,0.50871335504886
18021,"Clay County, Indiana",2009,26901,8.1-10,9.05,2023,26431,13339,0.5046725436041013
18023,"Clinton County, Indiana",2009,33280,10.1-12,11.05,2023,32967,16506,0.5006825006825006
18025,"Crawford County, Indiana",2009,10664,12.1-14,13.05,2023,10494,5199,0.4954259576901086
18027,"Daviess County, Indiana",2009,31389,8.1-10,9.05,2023,33442,16762,0.501226003229472
18033,"DeKalb County, Indiana",2009,42053,8.1-10,9.05,2023,43584,21831,0.5008948237885462
