county_fips,county_name,cdc_year,cdc_population,rate_range,rate_midpoint,acs_year,acs_total_pop,acs_female_pop,female_share
18049,"Fulton County, Indiana",2006,20563,6.1-8,7.05,2023,20411,10085,0.494096320611435
18051,"Gibson County, Indiana",2006,33429,6.1-8,7.05,2023,32986,16243,0.4924210271024071
18053,"Grant County, Indiana",2006,70448,12.1-14,13.05,2023,66377,34476,0.5193967790047758
18055,"Greene County, Indiana",2006,33223,10.1-12,11.05,2023,30954,15227,0.49192349938618596
18057,"Hamilton County, Indiana",2006,244738,4.1-6,5.05,2023,357176,181604,0.5084440163952785
18059,"Hancock County, Indiana",2006,65402,8.1-10,9.05,2023,82013,41090,0.5010181312718716
18061,"Harrison County, Indiana",2006,37766,6.1-8,7.05,2023,39785,19766,0.496820409702149
18063,"Hendricks County, Indiana",2006,132350,4.1-6,5.05,2023,179379,89272,0.4976725257694602
18065,"Henry County, Indiana",2006,48375,16.1-18,17.05,2023,48896,23105,0.47253354057591623
18067,"Howard County, Indiana",2006,83943,14.1-16,15.05,2023,83610,43009,0.5144001913646693
18069,"Huntington County, Indiana",2006,37601,6.1-8,7.05,2023,36757,18330,0.4986805234377125
18071,"Jackson County, Indiana",2006,41725,8.1-10,9.05,2023,46319,22697,0.4900148966946609
18073,"Jasper County, Indiana",2006,32419,6.1-8,7.05,2023,33198,16662,0.5018977046810049
18075,"Jay County, Indiana",2006,21564,8.1-10,9.05,2023,20281,10076,0.4968196834475618
18077,"Jefferson County, Indiana",2006,32287,6.1-8,7.05,2023,33074,17168,0.5190784301868537
18079,"Jennings County, Indiana",2006,28320,10.1-12,11.05,2023,27584,13569,0.49191560324825984
18081,"Johnson County, Indiana",2006,130512,8.1-10,9.05,2023,163983,82751,0.5046315776635383
18083,"Knox County, Indiana",2006,38399,8.1-10,9.05,2023,36108,17760,0.49185776005317383
18085,"Kosciusko County, Indiana",2006,76358,6.1-8,7.05,2023,80357,40150,0.4996453327028137
18087,"LaGrange County, Indiana",2006,36613,2.1-4,3.05,2023,40596,19959,0.49164942358853087
18091,"LaPorte County, Indiana",2006,109641,6.1-8,7.05,2023,112141,54005,0.48158122363809847
18089,"Lake County, Indiana",2006,491432,4.1-6,5.05,2023,498990,256128,0.5132928515601515
18093,"Lawrence County, Indiana",2006,46165,8.1-10,9.05,2023,45077,22823,0.5063114226767531
18095,"Madison County, Indiana",2006,131240,16.1-18,17.05,2023,130949,64907,0.4956662517468633
18097,"Marion County, Indiana",2006,878515,10.1-12,11.05,2023,971822,501089,0.5156180864396978
18099,"Marshall County, Indiana",2006,46851,4.1-6,5.05,2023,46225,22835,0.4939967550027042
18101,"Martin County, Indiana",2006,10344,4.1-6,5.05,2023,9854,4782,0.48528516338542727
18103,"Miami County, Indiana",2006,37745,6.1-8,7.05,2023,35772,16377,0.4578161690707816
18105,"Monroe County, Indiana",2006,130677,8.1-10,9.05,2023,139822,70119,0.5014876056700662
18107,"Montgomery County, Indiana",2006,38040,10.1-12,11.05,2023,38155,18725,0.4907613681037872
18109,"Morgan County, Indiana",2006,68308,10.1-12,11.05,2023,72202,36221,0.5016620038226088
18111,"Newton County, Indiana",2006,14326,6.1-8,7.05,2023,13859,6782,0.4893570964716069
18113,"Noble County, Indiana",2006,47470,6.1-8,7.05,2023,47417,23457,0.49469599510724
18115,"Ohio County, Indiana",2006,6022,8.1-10,9.05,2023,5993,3017,0.5034206574336726
18117,"Orange County, Indiana",2006,19666,6.1-8,7.05,2023,19746,9840,0.49832877544819204
18119,"Owen County, Indiana",2006,21871,8.1-10,9.05,2023,21434,10585,0.4938415601380983
18121,"Parke County, Indiana",2006,17376,6.1-8,7.05,2023,16346,8485,0.5190872384681268
18123,"Perry County, Indiana",2006,19202,6.1-8,7.05,2023,19218,8729,0.4542095951711937
18125,"Pike County, Indiana",2006,13016,4.1-6,5.05,2023,12187,6124,0.5025026667760729
18127,"Porter County, Indiana",2006,158595,8.1-10,9.05,2023,174150,87928,0.5048980763709446
18129,"Posey County, Indiana",2006,26348,6.1-8,7.05,2023,25163,12527,0.4978341215276398
18131,"Pulaski County, Indiana",2006,13713,8.1-10,9.05,2023,12441,6259,0.5030946065428824
18133,"Putnam County, Indiana",2006,37768,6.1-8,7.05,2023,37091,17516,0.472243940578577
18135,"Randolph County, Indiana",2006,26415,6.1-8,7.05,2023,24425,12214,0.5000614124872057
18137,"Ripley County, Indiana",2006,28352,8.1-10,9.05,2023,29039,14505,0.49950067151072697
18139,"Rush County, Indiana",2006,17723,6.1-8,7.05,2023,16734,8399,0.501912274411378
18143,"Scott County, Indiana",2006,23982,18.1-20,19.05,2023,24468,12356,0.5049861042994932
18145,"Shelby County, Indiana",2006,43812,8.1-10,9.05,2023,45104,22710,0.503503015253636
18147,"Spencer County, Indiana",2006,20977,6.1-8,7.05,2023,19871,9713,0.4888027779175683
18141,"St. Joseph County, Indiana",2006,265496,6.1-8,7.05,2023,272574,139102,0.510327470705203
18149,"Starke County, Indiana",2006,23362,20.1-22,21.05,2023,23300,11553,0.4958369098712446
18151,"Steuben County, Indiana",2006,34044,4.1-6,5.05,2023,34648,16661,0.48086469637497115
18153,"Sullivan County, Indiana",2006,21540,12.1-14,13.05,2023,20766,9472,0.4561302128479245
18155,"Switzerland County, Indiana",2006,10151,8.1-10,9.05,2023,9914,4876,0.4918297357272544
18157,"Tippecanoe County, Indiana",2006,163010,8.1-10,9.05,2023,187399,91425,0.4878627954258027
18159,"Tipton County, Indiana",2006,16326,10.1-12,11.05,2023,15329,7607,0.49624893991780283
18161,"Union County, Indiana",2006,7432,8.1-10,9.05,2023,7028,3553,0.5055492316448492
18163,"Vanderburgh County, Indiana",2006,176822,12.1-14,13.05,2023,179908,92059,0.5117004246614937
18165,"Vermillion County, Indiana",2006,16585,8.1-10,9.05,2023,15452,7668,0.49624644059021483
18167,"Vigo County, Indiana",2006,106509,8.1-10,9.05,2023,106201,52585,0.4951459967420269
18169,"Wabash County, Indiana",2006,33665,10.1-12,11.05,2023,30901,15739,0.5093362674347108
18171,"Warren County, Indiana",2006,8625,4.1-6,5.05,2023,8469,4250,0.5018302042744126
18173,"Warrick County, Indiana",2006,56746,4.1-6,5.05,2023,64650,32886,0.508677494199536
18175,"Washington County, Indiana",2006,28164,8.1-10,9.05,2023,28167,14166,0.5029289594205986
18177,"Wayne County, Indiana",2006,69642,12.1-14,13.05,2023,66377,33981,0.5119393765912892
18179,"Wells County, Indiana",2006,27872,6.1-8,7.05,2023,28261,14265,0.5047592088036517
18181,"White County, Indiana",2006,24830,8.1-10,9.05,2023,24709,12249,0.49573030070014973
18183,"Whitley County, Indiana",2006,32597,4.1-6,5.05,2023,34388,17168,0.4992439222984762
18001,"Adams County, Indiana",2005,33867,4.1-6,5.05,2023,35995,17987,0.49970829281844703
18003,"Allen County, Indiana",2005,343238,6.1-8,7.05,2023,388791,197503,0.5079927261690729
18005,"Bartholomew County, Indiana",2005,73660,8.1-10,9.05,2023,82881,40949,0.4940698109337484
18007,"Benton County, Indiana",2005,8915,8.1-10,9.05,2023,8708,4244,0.4873679375287092
18009,"Blackford County, Indiana",2005,13392,10.1-12,11.05,2023,12007,6132,0.5107020904472391
18011,"Boone County, Indiana",2005,51261,6.1-8,7.05,2023,72827,36518,0.5014349073832507
18013,"Brown County, Indiana",2005,15283,8.1-10,9.05,2023,15543,7767,0.49971048060220036
18015,"Carroll County, Indiana",2005,20274,4.1-6,5.05,2023,20443,10045,0.4913662378320207
18017,"Cass County, Indiana",2005,39637,2.1-4,3.05,2023,37703,18870,0.5004906771344455
18019,"Clark County, Indiana",2005,101781,10.1-12,11.05,2023,122800,62470,0.50871335504886
18021,"Clay County, Indiana",2005,27097,6.1-8,7.05,2023,26431,13339,0.5046725436041013
18023,"Clinton County, Indiana",2005,33237,6.1-8,7.05,2023,32967,16506,0.5006825006825006
18025,"Crawford County, Indiana",2005,11012,8.1-10,9.05,2023,10494,5199,0.4954259576901086
18027,"Daviess County, Indiana",2005,30452,6.1-8,7.05,2023,33442,16762,0.501226003229472
18033,"DeKalb County, Indiana",2005,41494,6.1-8,7.05,2023,43584,21831,0.5008948237885462
18029,"Dearborn County, Indiana",2005,48421,10.1-12,11.05,2023,50828,25461,0.5009246871802944
18031,"Decatur County, Indiana",2005,25374,8.1-10,9.05,2023,26411,13198,0.4997160274128204
18035,"Delaware County, Indiana",2005,118170,10.1-12,11.05,2023,112109,57908,0.5165330169745516
18037,"Dubois County, Indiana",2005,41265,4.1-6,5.05,2023,43563,21639,0.4967288754218029
18039,"Elkhart County, Indiana",2005,192242,4.1-6,5.05,2023,206868,104237,0.5038817023415898
18041,"Fayette County, Indiana",2005,24700,12.1-14,13.05,2023,23390,11831,0.505814450619923
18043,"Floyd County, Indiana",2005,71905,8.1-10,9.05,2023,80512,41142,0.5110045707472178
18045,"Fountain County, Indiana",2005,17436,4.1-6,5.05,2023,16546,8252,0.49873081107216244
18047,"Franklin County, Indiana",2005,23049,8.1-10,9.05,2023,22929,11530,0.5028566444240917
18049,"Fulton County, Indiana",2005,20540,6.1-8,7.05,2023,20411,10085,0.494096320611435
18051,"Gibson County, Indiana",2005,33268,6.1-8,7.05,2023,32986,16243,0.4924210271024071
18053,"Grant County, Indiana",2005,70803,12.1-14,13.05,2023,66377,34476,0.5193967790047758
18055,"Greene County, Indiana",2005,33320,8.1-10,9.05,2023,30954,15227,0.49192349938618596
18057,"Hamilton County, Indiana",2005,235039,4.1-6,5.05,2023,357176,181604,0.5084440163952785
18059,"Hancock County, Indiana",2005,63045,8.1-10,9.05,2023,82013,41090,0.5010181312718716
18061,"Harrison County, Indiana",2005,37354,4.1-6,5.05,2023,39785,19766,0.496820409702149
18063,"Hendricks County, Indiana",2005,128082,4.1-6,5.05,2023,179379,89272,0.4976725257694602
18065,"Henry County, Indiana",2005,48064,14.1-16,15.05,2023,48896,23105,0.47253354057591623
18067,"Howard County, Indiana",2005,84382,14.1-16,15.05,2023,83610,43009,0.5144001913646693
18069,"Huntington County, Indiana",2005,37650,6.1-8,7.05,2023,36757,18330,0.4986805234377125
18071,"Jackson County, Indiana",2005,41683,8.1-10,9.05,2023,46319,22697,0.4900148966946609
18073,"Jasper County, Indiana",2005,31763,6.1-8,7.05,2023,33198,16662,0.5018977046810049
18075,"Jay County, Indiana",2005,21595,8.1-10,9.05,2023,20281,10076,0.4968196834475618
18077,"Jefferson County, Indiana",2005,31998,6.1-8,7.05,2023,33074,17168,0.5190784301868537
18079,"Jennings County, Indiana",2005,28352,8.1-10,9.05,2023,27584,13569,0.49191560324825984
18081,"Johnson County, Indiana",2005,126769,6.1-8,7.05,2023,163983,82751,0.5046315776635383
18083,"Knox County, Indiana",2005,38543,6.1-8,7.05,2023,36108,17760,0.49185776005317383
18085,"Kosciusko County, Indiana",2005,75934,4.1-6,5.05,2023,80357,40150,0.4996453327028137
18087,"LaGrange County, Indiana",2005,36283,2.1-4,3.05,2023,40596,19959,0.49164942358853087
18091,"LaPorte County, Indiana",2005,109541,6.1-8,7.05,2023,112141,54005,0.48158122363809847
18089,"Lake County, Indiana",2005,489530,4.1-6,5.05,2023,498990,256128,0.5132928515601515
18093,"Lawrence County, Indiana",2005,46233,8.1-10,9.05,2023,45077,22823,0.5063114226767531
18095,"Madison County, Indiana",2005,130871,14.1-16,15.05,2023,130949,64907,0.4956662517468633
18097,"Marion County, Indiana",2005,873310,10.1-12,11.05,2023,971822,501089,0.5156180864396978
18099,"Marshall County, Indiana",2005,46549,4.1-6,5.05,2023,46225,22835,0.4939967550027042
18101,"Martin County, Indiana",2005,10323,4.1-6,5.05,2023,9854,4782,0.48528516338542727
18103,"Miami County, Indiana",2005,37445,4.1-6,5.05,2023,35772,16377,0.4578161690707816
18105,"Monroe County, Indiana",2005,128121,8.1-10,9.05,2023,139822,70119,0.5014876056700662
18107,"Montgomery County, Indiana",2005,38105,8.1-10,9.05,2023,38155,18725,0.4907613681037872
18109,"Morgan County, Indiana",2005,68037,8.1-10,9.05,2023,72202,36221,0.5016620038226088
18111,"Newton County, Indiana",2005,14485,4.1-6,5.05,2023,13859,6782,0.4893570964716069
18113,"Noble County, Indiana",2005,47292,4.1-6,5.05,2023,47417,23457,0.49469599510724
18115,"Ohio County, Indiana",2005,5943,6.1-8,7.05,2023,5993,3017,0.5034206574336726
18117,"Orange County, Indiana",2005,19744,4.1-6,5.05,2023,19746,9840,0.49832877544819204
18119,"Owen County, Indiana",2005,21975,6.1-8,7.05,2023,21434,10585,0.4938415601380983
18121,"Parke County, Indiana",2005,17396,6.1-8,7.05,2023,16346,8485,0.5190872384681268
18123,"Perry County, Indiana",2005,19260,4.1-6,5.05,2023,19218,8729,0.4542095951711937
18125,"Pike County, Indiana",2005,12879,4.1-6,5.05,2023,12187,6124,0.5025026667760729
18127,"Porter County, Indiana",2005,156024,8.1-10,9.05,2023,174150,87928,0.5048980763709446
18129,"Posey County, Indiana",2005,26488,4.1-6,5.05,2023,25163,12527,0.4978341215276398
18131,"Pulaski County, Indiana",2005,13682,8.1-10,9.05,2023,12441,6259,0.5030946065428824
18133,"Putnam County, Indiana",2005,37780,4.1-6,5.05,2023,37091,17516,0.472243940578577
18135,"Randolph County, Indiana",2005,26517,6.1-8,7.05,2023,24425,12214,0.5000614124872057
18137,"Ripley County, Indiana",2005,28040,8.1-10,9.05,2023,29039,14505,0.49950067151072697
18139,"Rush County, Indiana",2005,17826,6.1-8,7.05,2023,16734,8399,0.501912274411378
18143,"Scott County, Indiana",2005,23889,18.1-20,19.05,2023,24468,12356,0.5049861042994932
18145,"Shelby County, Indiana",2005,43482,8.1-10,9.05,2023,45104,22710,0.503503015253636
18147,"Spencer County, Indiana",2005,20896,4.1-6,5.05,2023,19871,9713,0.4888027779175683
18141,"St. Joseph County, Indiana",2005,264863,6.1-8,7.05,2023,272574,139102,0.510327470705203
18149,"Starke County, Indiana",2005,23394,18.1-20,19.05,2023,23300,11553,0.4958369098712446
18151,"Steuben County, Indiana",2005,33926,4.1-6,5.05,2023,34648,16661,0.48086469637497115
18153,"Sullivan County, Indiana",2005,21689,12.1-14,13.05,2023,20766,9472,0.4561302128479245
18155,"Switzerland County, Indiana",2005,10165,8.1-10,9.05,2023,9914,4876,0.4918297357272544
18157,"Tippecanoe County, Indiana",2005,158834,8.1-10,9.05,2023,187399,91425,0.4878627954258027
18159,"Tipton County, Indiana",2005,16411,10.1-12,11.05,2023,15329,7607,0.49624893991780283
18161,"Union County, Indiana",2005,7378,8.1-10,9.05,2023,7028,3553,0.5055492316448492
18163,"Vanderburgh County, Indiana",2005,175769,12.1-14,13.05,2023,179908,92059,0.5117004246614937
18165,"Vermillion County, Indiana",2005,16603,6.1-8,7.05,2023,15452,7668,0.49624644059021483
18167,"Vigo County, Indiana",2005,105245,8.1-10,9.05,2023,106201,52585,0.4951459967420269
18169,"Wabash County, Indiana",2005,33806,10.1-12,11.05,2023,30901,15739,0.5093362674347108
18171,"Warren County, Indiana",2005,8626,4.1-6,5.05,2023,8469,4250,0.5018302042744126
18173,"Warrick County, Indiana",2005,56066,4.1-6,5.05,2023,64650,32886,0.508677494199536
18175,"Washington County, Indiana",2005,27893,8.1-10,9.05,2023,28167,14166,0.5029289594205986
18177,"Wayne County, Indiana",2005,69793,12.1-14,13.05,2023,66377,33981,0.5119393765912892
18179,"Wells County, Indiana",2005,27820,6.1-8,7.05,2023,28261,14265,0.5047592088036517
18181,"White County, Indiana",2005,24861,6.1-8,7.05,2023,24709,12249,0.49573030070014973
18183,"Whitley County, Indiana",2005,32182,4.1-6,5.05,2023,34388,17168,0.4992439222984762
18001,"Adams County, Indiana",2004,33822,4.1-6,5.05,2023,35995,17987,0.49970829281844703
18003,"Allen County, Indiana",2004,340916,6.1-8,7.05,2023,388791,197503,0.5079927261690729
18005,"Bartholomew County, Indiana",2004,72882,8.1-10,9.05,2023,82881,40949,0.4940698109337484
18007,"Benton County, Indiana",2004,9016,6.1-8,7.05,2023,8708,4244,0.4873679375287092
18009,"Blackford County, Indiana",2004,13496,10.1-12,11.05,2023,12007,6132,0.5107020904472391
18011,"Boone County, Indiana",2004,50158,4.1-6,5.05,2023,72827,36518,0.5014349073832507
18013,"Brown County, Indiana",2004,15390,8.1-10,9.05,2023,15543,7767,0.49971048060220036
18015,"Carroll County, Indiana",2004,20148,4.1-6,5.05,2023,20443,10045,0.4913662378320207
18017,"Cass County, Indiana",2004,39921,2.1-4,3.05,2023,37703,18870,0.5004906771344455
18019,"Clark County, Indiana",2004,100435,10.1-12,11.05,2023,122800,62470,0.50871335504886
18021,"Clay County, Indiana",2004,27015,6.1-8,7.05,2023,26431,13339,0.5046725436041013
18023,"Clinton County, Indiana",2004,33342,6.1-8,7.05,2023,32967,16506,0.5006825006825006
18025,"Crawford County, Indiana",2004,11029,6.1-8,7.05,2023,10494,5199,0.4954259576901086
18027,"Daviess County, Indiana",2004,30300,6.1-8,7.05,2023,33442,16762,0.501226003229472
18033,"DeKalb County, Indiana",2004,41283,6.1-8,7.05,2023,43584,21831,0.5008948237885462
18029,"Dearborn County, Indiana",2004,48135,8.1-10,9.05,2023,50828,25461,0.5009246871802944
18031,"Decatur County, Indiana",2004,25208,8.1-10,9.05,2023,26411,13198,0.4997160274128204
18035,"Delaware County, Indiana",2004,118938,10.1-12,11.05,2023,112109,57908,0.5165330169745516
18037,"Dubois County, Indiana",2004,40950,4.1-6,5.05,2023,43563,21639,0.4967288754218029
18039,"Elkhart County, Indiana",2004,189316,4.1-6,5.05,2023,206868,104237,0.5038817023415898
18041,"Fayette County, Indiana",2004,24844,12.1-14,13.05,2023,23390,11831,0.505814450619923
18043,"Floyd County, Indiana",2004,71465,8.1-10,9.05,2023,80512,41142,0.5110045707472178
18045,"Fountain County, Indiana",2004,17578,4.1-6,5.05,2023,16546,8252,0.49873081107216244
18047,"Franklin County, Indiana",2004,22852,8.1-10,9.05,2023,22929,11530,0.5028566444240917
18049,"Fulton County, Indiana",2004,20466,6.1-8,7.05,2023,20411,10085,0.494096320611435
18051,"Gibson County, Indiana",2004,33198,4.1-6,5.05,2023,32986,16243,0.4924210271024071
18053,"Grant County, Indiana",2004,71479,10.1-12,11.05,2023,66377,34476,0.5193967790047758
18055,"Greene County, Indiana",2004,33384,8.1-10,9.05,2023,30954,15227,0.49192349938618596
18057,"Hamilton County, Indiana",2004,225319,4.1-6,5.05,2023,357176,181604,0.5084440163952785
18059,"Hancock County, Indiana",2004,60922,6.1-8,7.05,2023,82013,41090,0.5010181312718716
18061,"Harrison County, Indiana",2004,36736,4.1-6,5.05,2023,39785,19766,0.496820409702149
18063,"Hendricks County, Indiana",2004,124115,4.1-6,5.05,2023,179379,89272,0.4976725257694602
18065,"Henry County, Indiana",2004,48184,14.1-16,15.05,2023,48896,23105,0.47253354057591623
18067,"Howard County, Indiana",2004,84291,12.1-14,13.05,2023,83610,43009,0.5144001913646693
18069,"Huntington County, Indiana",2004,37768,6.1-8,7.05,2023,36757,18330,0.4986805234377125
18071,"Jackson County, Indiana",2004,41417,6.1-8,7.05,2023,46319,22697,0.4900148966946609
18073,"Jasper County, Indiana",2004,31503,6.1-8,7.05,2023,33198,16662,0.5018977046810049
18075,"Jay County, Indiana",2004,21651,8.1-10,9.05,2023,20281,10076,0.4968196834475618
18077,"Jefferson County, Indiana",2004,31787,6.1-8,7.05,2023,33074,17168,0.5190784301868537
18079,"Jennings County, Indiana",2004,28202,8.1-10,9.05,2023,27584,13569,0.49191560324825984
18081,"Johnson County, Indiana",2004,124192,6.1-8,7.05,2023,163983,82751,0.5046315776635383
18083,"Knox County, Indiana",2004,38712,6.1-8,7.05,2023,36108,17760,0.49185776005317383
18085,"Kosciusko County, Indiana",2004,75447,4.1-6,5.05,2023,80357,40150,0.4996453327028137
18087,"LaGrange County, Indiana",2004,36017,0-2,1.0,2023,40596,19959,0.49164942358853087
18091,"LaPorte County, Indiana",2004,108914,6.1-8,7.05,2023,112141,54005,0.48158122363809847
18089,"Lake County, Indiana",2004,487405,4.1-6,5.05,2023,498990,256128,0.5132928515601515
18093,"Lawrence County, Indiana",2004,46106,6.1-8,7.05,2023,45077,22823,0.5063114226767531
18095,"Madison County, Indiana",2004,131366,14.1-16,15.05,2023,130949,64907,0.4956662517468633
18097,"Marion County, Indiana",2004,870378,8.1-10,9.05,2023,971822,501089,0.5156180864396978
18099,"Marshall County, Indiana",2004,46288,4.1-6,5.05,2023,46225,22835,0.4939967550027042
18101,"Martin County, Indiana",2004,10361,2.1-4,3.05,2023,9854,4782,0.48528516338542727
18103,"Miami County, Indiana",2004,37120,4.1-6,5.05,2023,35772,16377,0.4578161690707816
18105,"Monroe County, Indiana",2004,126359,8.1-10,9.05,2023,139822,70119,0.5014876056700662
18107,"Montgomery County, Indiana",2004,37795,8.1-10,9.05,2023,38155,18725,0.4907613681037872
18109,"Morgan County, Indiana",2004,67795,8.1-10,9.05,2023,72202,36221,0.5016620038226088
18111,"Newton County, Indiana",2004,14386,4.1-6,5.05,2023,13859,6782,0.4893570964716069
18113,"Noble County, Indiana",2004,46996,4.1-6,5.05,2023,47417,23457,0.49469599510724
18115,"Ohio County, Indiana",2004,5868,6.1-8,7.05,2023,5993,3017,0.5034206574336726
18117,"Orange County, Indiana",2004,19624,4.1-6,5.05,2023,19746,9840,0.49832877544819204
18119,"Owen County, Indiana",2004,22190,6.1-8,7.05,2023,21434,10585,0.4938415601380983
18121,"Parke County, Indiana",2004,17460,6.1-8,7.05,2023,16346,8485,0.5190872384681268
18123,"Perry County, Indiana",2004,19148,4.1-6,5.05,2023,19218,8729,0.4542095951711937
18125,"Pike County, Indiana",2004,13047,4.1-6,5.05,2023,12187,6124,0.5025026667760729
18127,"Porter County, Indiana",2004,153664,8.1-10,9.05,2023,174150,87928,0.5048980763709446
18129,"Posey County, Indiana",2004,26664,4.1-6,5.05,2023,25163,12527,0.4978341215276398
18131,"Pulaski County, Indiana",2004,13667,8.1-10,9.05,2023,12441,6259,0.5030946065428824
18133,"Putnam County, Indiana",2004,37516,4.1-6,5.05,2023,37091,17516,0.472243940578577
18135,"Randolph County, Indiana",2004,26582,6.1-8,7.05,2023,24425,12214,0.5000614124872057
18137,"Ripley County, Indiana",2004,27849,6.1-8,7.05,2023,29039,14505,0.49950067151072697
18139,"Rush County, Indiana",2004,17869,4.1-6,5.05,2023,16734,8399,0.501912274411378
18143,"Scott County, Indiana",2004,23626,16.1-18,17.05,2023,24468,12356,0.5049861042994932
18145,"Shelby County, Indiana",2004,43488,8.1-10,9.05,2023,45104,22710,0.503503015253636
18147,"Spencer County, Indiana",2004,20605,4.1-6,5.05,2023,19871,9713,0.4888027779175683
18141,"St. Joseph County, Indiana",2004,264541,6.1-8,7.05,2023,272574,139102,0.510327470705203
18149,"Starke County, Indiana",2004,23310,18.1-20,19.05,2023,23300,11553,0.4958369098712446
18151,"Steuben County, Indiana",2004,33718,4.1-6,5.05,2023,34648,16661,0.48086469637497115
18153,"Sullivan County, Indiana",2004,21809,10.1-12,11.05,2023,20766,9472,0.4561302128479245
18155,"Switzerland County, Indiana",2004,9863,6.1-8,7.05,2023,9914,4876,0.4918297357272544
18157,"Tippecanoe County, Indiana",2004,155832,6.1-8,7.05,2023,187399,91425,0.4878627954258027
18159,"Tipton County, Indiana",2004,16510,8.1-10,9.05,2023,15329,7607,0.49624893991780283
18161,"Union County, Indiana",2004,7291,6.1-8,7.05,2023,7028,3553,0.5055492316448492
18163,"Vanderburgh County, Indiana",2004,175113,12.1-14,13.05,2023,179908,92059,0.5117004246614937
18165,"Vermillion County, Indiana",2004,16515,6.1-8,7.05,2023,15452,7668,0.49624644059021483
18167,"Vigo County, Indiana",2004,104662,8.1-10,9.05,2023,106201,52585,0.4951459967420269
18169,"Wabash County, Indiana",2004,34131,8.1-10,9.05,2023,30901,15739,0.5093362674347108
18171,"Warren County, Indiana",2004,8609,4.1-6,5.05,2023,8469,4250,0.5018302042744126
18173,"Warrick County, Indiana",2004,55171,4.1-6,5.05,2023,64650,32886,0.508677494199536
18175,"Washington County, Indiana",2004,27854,6.1-8,7.05,2023,28167,14166,0.5029289594205986
18177,"Wayne County, Indiana",2004,70070,10.1-12,11.05,2023,66377,33981,0.5119393765912892
18179,"Wells County, Indiana",2004,27826,6.1-8,7.05,2023,28261,14265,0.5047592088036517
18181,"White County, Indiana",2004,24976,6.1-8,7.05,2023,24709,12249,0.49573030070014973
18183,"Whitley County, Indiana",2004,31841,4.1-6,5.05,2023,34388,17168,0.4992439222984762
18001,"Adams County, Indiana",2003,33746,4.1-6,5.05,2023,35995,17987,0.49970829281844703
18003,"Allen County, Indiana",2003,339569,4.1-6,5.05,2023,388791,197503,0.5079927261690729
18005,"Bartholomew County, Indiana",2003,72299,6.1-8,7.05,2023,82881,40949,0.4940698109337484
18007,"Benton County, Indiana",2003,9148,6.1-8,7.05,2023,8708,4244,0.4873679375287092
18009,"Blackford County, Indiana",2003,13642,8.1-10,9.05,2023,12007,6132,0.5107020904472391
18011,"Boone County, Indiana",2003,49047,4.1-6,5.05,2023,72827,36518,0.5014349073832507
18013,"Brown County, Indiana",2003,15375,6.1-8,7.05,2023,15543,7767,0.49971048060220036
18015,"Carroll County, Indiana",2003,20433,4.1-6,5.05,2023,20443,10045,0.4913662378320207
18017,"Cass County, Indiana",2003,40218,2.1-4,3.05,2023,37703,18870,0.5004906771344455
18019,"Clark County, Indiana",2003,99349,8.1-10,9.05,2023,122800,62470,0.50871335504886
18021,"Clay County, Indiana",2003,26788,6.1-8,7.05,2023,26431,13339,0.5046725436041013
18023,"Clinton County, Indiana",2003,33383,4.1-6,5.05,2023,32967,16506,0.5006825006825006
18025,"Crawford County, Indiana",2003,11007,6.1-8,7.05,2023,10494,5199,0.4954259576901086
18027,"Daviess County, Indiana",2003,30108,4.1-6,5.05,2023,33442,16762,0.501226003229472
18033,"DeKalb County, Indiana",2003,41047,4.1-6,5.05,2023,43584,21831,0.5008948237885462
18029,"Dearborn County, Indiana",2003,47631,8.1-10,9.05,2023,50828,25461,0.5009246871802944
18031,"Decatur County, Indiana",2003,24946,6.1-8,7.05,2023,26411,13198,0.4997160274128204
18035,"Delaware County, Indiana",2003,119935,10.1-12,11.05,2023,112109,57908,0.5165330169745516
18037,"Dubois County, Indiana",2003,40547,2.1-4,3.05,2023,43563,21639,0.4967288754218029
18039,"Elkhart County, Indiana",2003,187149,4.1-6,5.05,2023,206868,104237,0.5038817023415898
18041,"Fayette County, Indiana",2003,24953,10.1-12,11.05,2023,23390,11831,0.505814450619923
18043,"Floyd County, Indiana",2003,71219,6.1-8,7.05,2023,80512,41142,0.5110045707472178
18045,"Fountain County, Indiana",2003,17738,4.1-6,5.05,2023,16546,8252,0.49873081107216244
18047,"Franklin County, Indiana",2003,22700,8.1-10,9.05,2023,22929,11530,0.5028566444240917
18049,"Fulton County, Indiana",2003,20379,4.1-6,5.05,2023,20411,10085,0.494096320611435
18051,"Gibson County, Indiana",2003,32934,4.1-6,5.05,2023,32986,16243,0.4924210271024071
18053,"Grant County, Indiana",2003,72113,10.1-12,11.05,2023,66377,34476,0.5193967790047758
18055,"Greene County, Indiana",2003,33287,8.1-10,9.05,2023,30954,15227,0.49192349938618596
18057,"Hamilton County, Indiana",2003,215152,4.1-6,5.05,2023,357176,181604,0.5084440163952785
18059,"Hancock County, Indiana",2003,59606,6.1-8,7.05,2023,82013,41090,0.5010181312718716
18061,"Harrison County, Indiana",2003,35934,4.1-6,5.05,2023,39785,19766,0.496820409702149
18063,"Hendricks County, Indiana",2003,119340,4.1-6,5.05,2023,179379,89272,0.4976725257694602
18065,"Henry County, Indiana",2003,48145,14.1-16,15.05,2023,48896,23105,0.47253354057591623
18067,"Howard County, Indiana",2003,84538,12.1-14,13.05,2023,83610,43009,0.5144001913646693
