county_fips,year,county,rate_range,cdc_population,county_name_acs,total_pop_acs,female_pop_acs,female_share
18099,2001,"Marshall County, IN",2.1-4,45534,"Marshall County, Indiana",46225,22835,0.4939967550027042
18101,2001,"Martin County, IN",2.1-4,10311,"Martin County, Indiana",9854,4782,0.48528516338542727
18103,2001,"Miami County, IN",2.1-4,36475,"Miami County, Indiana",35772,16377,0.4578161690707816
18105,2001,"Monroe County, IN",6.1-8,121696,"Monroe County, Indiana",139822,70119,0.5014876056700662
18107,2001,"Montgomery County, IN",6.1-8,37793,"Montgomery County, Indiana",38155,18725,0.4907613681037872
18109,2001,"Morgan County, IN",6.1-8,66884,"Morgan County, Indiana",72202,36221,0.5016620038226088
18111,2001,"Newton County, IN",2.1-4,14358,"Newton County, Indiana",13859,6782,0.4893570964716069
18113,2001,"Noble County, IN",4.1-6,47110,"Noble County, Indiana",47417,23457,0.49469599510724
18115,2001,"Ohio County, IN",2.1-4,5633,"Ohio County, Indiana",5993,3017,0.5034206574336726
18117,2001,"Orange County, IN",2.1-4,19373,"Orange County, Indiana",19746,9840,0.49832877544819204
18119,2001,"Owen County, IN",4.1-6,21954,"Owen County, Indiana",21434,10585,0.4938415601380983
18121,2001,"Parke County, IN",4.1-6,17202,"Parke County, Indiana",16346,8485,0.5190872384681268
18123,2001,"Perry County, IN",2.1-4,18893,"Perry County, Indiana",19218,8729,0.4542095951711937
18125,2001,"Pike County, IN",2.1-4,12905,"Pike County, Indiana",12187,6124,0.5025026667760729
18127,2001,"Porter County, IN",6.1-8,148372,"Porter County, Indiana",174150,87928,0.5048980763709446
18129,2001,"Posey County, IN",4.1-6,26933,"Posey County, Indiana",25163,12527,0.4978341215276398
18131,2001,"Pulaski County, IN",4.1-6,13627,"Pulaski County, Indiana",12441,6259,0.5030946065428824
18133,2001,"Putnam County, IN",2.1-4,36382,"Putnam County, Indiana",37091,17516,0.472243940578577
18135,2001,"Randolph County, IN",4.1-6,27166,"Randolph County, Indiana",24425,12214,0.5000614124872057
18137,2001,"Ripley County, IN",4.1-6,27130,"Ripley County, Indiana",29039,14505,0.49950067151072697
18139,2001,"Rush County, IN",4.1-6,18145,"Rush County, Indiana",16734,8399,0.501912274411378
18143,2001,"Scott County, IN",12.1-14,23332,"Scott County, Indiana",24468,12356,0.5049861042994932
18145,2001,"Shelby County, IN",6.1-8,43746,"Shelby County, Indiana",45104,22710,0.503503015253636
18147,2001,"Spencer County, IN",2.1-4,20465,"Spencer County, Indiana",19871,9713,0.4888027779175683
18141,2001,"St. Joseph County, IN",4.1-6,265502,"St. Joseph County, Indiana",272574,139102,0.510327470705203
18149,2001,"Starke County, IN",14.1-16,23217,"Starke County, Indiana",23300,11553,0.4958369098712446
18151,2001,"Steuben County, IN",2.1-4,33556,"Steuben County, Indiana",34648,16661,0.48086469637497115
18153,2001,"Sullivan County, IN",8.1-10,21771,"Sullivan County, Indiana",20766,9472,0.4561302128479245
18155,2001,"Switzerland County, IN",4.1-6,9465,"Switzerland County, Indiana",9914,4876,0.4918297357272544
18157,2001,"Tippecanoe County, IN",6.1-8,151095,"Tippecanoe County, Indiana",187399,91425,0.4878627954258027
18159,2001,"Tipton County, IN",6.1-8,16508,"Tipton County, Indiana",15329,7607,0.49624893991780283
18161,2001,"Union County, IN",4.1-6,7323,"Union County, Indiana",7028,3553,0.5055492316448492
18163,2001,"Vanderburgh County, IN",8.1-10,172449,"Vanderburgh County, Indiana",179908,92059,0.5117004246614937
18165,2001,"Vermillion County, IN",4.1-6,16639,"Vermillion County, Indiana",15452,7668,0.49624644059021483
18167,2001,"Vigo County, IN",6.1-8,105482,"Vigo County, Indiana",106201,52585,0.4951459967420269
18169,2001,"Wabash County, IN",6.1-8,34700,"Wabash County, Indiana",30901,15739,0.5093362674347108
18171,2001,"Warren County, IN",2.1-4,8553,"Warren County, Indiana",8469,4250,0.5018302042744126
18173,2001,"Warrick County, IN",2.1-4,52780,"Warrick County, Indiana",64650,32886,0.508677494199536
18175,2001,"Washington County, IN",4.1-6,27484,"Washington County, Indiana",28167,14166,0.5029289594205986
18177,2001,"Wayne County, IN",8.1-10,70712,"Wayne County, Indiana",66377,33981,0.5119393765912892
18179,2001,"Wells County, IN",4.1-6,27626,"Wells County, Indiana",28261,14265,0.5047592088036517
18181,2001,"White County, IN",4.1-6,25351,"White County, Indiana",24709,12249,0.49573030070014973
18183,2001,"Whitley County, IN",2.1-4,30998,"Whitley County, Indiana",34388,17168,0.4992439222984762
18001,2000,"Adams County, IN",2.1-4,33597,"Adams County, Indiana",35995,17987,0.49970829281844703
18003,2000,"Allen County, IN",4.1-6,332786,"Allen County, Indiana",388791,197503,0.5079927261690729
18005,2000,"Bartholomew County, IN",6.1-8,71763,"Bartholomew County, Indiana",82881,40949,0.4940698109337484
18007,2000,"Benton County, IN",4.1-6,9412,"Benton County, Indiana",8708,4244,0.4873679375287092
18009,2000,"Blackford County, IN",6.1-8,13988,"Blackford County, Indiana",12007,6132,0.5107020904472391
18011,2000,"Boone County, IN",4.1-6,46390,"Boone County, Indiana",72827,36518,0.5014349073832507
18013,2000,"Brown County, IN",4.1-6,14998,"Brown County, Indiana",15543,7767,0.49971048060220036
18015,2000,"Carroll County, IN",2.1-4,20150,"Carroll County, Indiana",20443,10045,0.4913662378320207
18017,2000,"Cass County, IN",2.1-4,40939,"Cass County, Indiana",37703,18870,0.5004906771344455
18019,2000,"Clark County, IN",6.1-8,96714,"Clark County, Indiana",122800,62470,0.50871335504886
18021,2000,"Clay County, IN",4.1-6,26565,"Clay County, Indiana",26431,13339,0.5046725436041013
18023,2000,"Clinton County, IN",4.1-6,33942,"Clinton County, Indiana",32967,16506,0.5006825006825006
18025,2000,"Crawford County, IN",4.1-6,10786,"Crawford County, Indiana",10494,5199,0.4954259576901086
18027,2000,"Daviess County, IN",4.1-6,29882,"Daviess County, Indiana",33442,16762,0.501226003229472
18033,2000,"De Kalb County, IN",4.1-6,40537,"DeKalb County, Indiana",43584,21831,0.5008948237885462
18029,2000,"Dearborn County, IN",6.1-8,46349,"Dearborn County, Indiana",50828,25461,0.5009246871802944
18031,2000,"Decatur County, IN",6.1-8,24572,"Decatur County, Indiana",26411,13198,0.4997160274128204
18035,2000,"Delaware County, IN",8.1-10,118776,"Delaware County, Indiana",112109,57908,0.5165330169745516
18037,2000,"Dubois County, IN",2.1-4,39892,"Dubois County, Indiana",43563,21639,0.4967288754218029
18039,2000,"Elkhart County, IN",4.1-6,183412,"Elkhart County, Indiana",206868,104237,0.5038817023415898
18041,2000,"Fayette County, IN",8.1-10,25556,"Fayette County, Indiana",23390,11831,0.505814450619923
18043,2000,"Floyd County, IN",6.1-8,70879,"Floyd County, Indiana",80512,41142,0.5110045707472178
18045,2000,"Fountain County, IN",2.1-4,17929,"Fountain County, Indiana",16546,8252,0.49873081107216244
18047,2000,"Franklin County, IN",6.1-8,22252,"Franklin County, Indiana",22929,11530,0.5028566444240917
18049,2000,"Fulton County, IN",4.1-6,20549,"Fulton County, Indiana",20411,10085,0.494096320611435
18051,2000,"Gibson County, IN",4.1-6,32491,"Gibson County, Indiana",32986,16243,0.4924210271024071
18053,2000,"Grant County, IN",8.1-10,73325,"Grant County, Indiana",66377,34476,0.5193967790047758
18055,2000,"Greene County, IN",6.1-8,33191,"Greene County, Indiana",30954,15227,0.49192349938618596
18057,2000,"Hamilton County, IN",2.1-4,185221,"Hamilton County, Indiana",357176,181604,0.5084440163952785
18059,2000,"Hancock County, IN",4.1-6,55710,"Hancock County, Indiana",82013,41090,0.5010181312718716
18061,2000,"Harrison County, IN",4.1-6,34569,"Harrison County, Indiana",39785,19766,0.496820409702149
18063,2000,"Hendricks County, IN",4.1-6,105378,"Hendricks County, Indiana",179379,89272,0.4976725257694602
18065,2000,"Henry County, IN",10.1-12,48469,"Henry County, Indiana",48896,23105,0.47253354057591623
18067,2000,"Howard County, IN",10.1-12,84940,"Howard County, Indiana",83610,43009,0.5144001913646693
18069,2000,"Huntington County, IN",4.1-6,38068,"Huntington County, Indiana",36757,18330,0.4986805234377125
18071,2000,"Jackson County, IN",4.1-6,41428,"Jackson County, Indiana",46319,22697,0.4900148966946609
18073,2000,"Jasper County, IN",4.1-6,30334,"Jasper County, Indiana",33198,16662,0.5018977046810049
18075,2000,"Jay County, IN",6.1-8,21792,"Jay County, Indiana",20281,10076,0.4968196834475618
18077,2000,"Jefferson County, IN",4.1-6,31706,"Jefferson County, Indiana",33074,17168,0.5190784301868537
18079,2000,"Jennings County, IN",6.1-8,27747,"Jennings County, Indiana",27584,13569,0.49191560324825984
18081,2000,"Johnson County, IN",4.1-6,115756,"Johnson County, Indiana",163983,82751,0.5046315776635383
18083,2000,"Knox County, IN",4.1-6,39195,"Knox County, Indiana",36108,17760,0.49185776005317383
18085,2000,"Kosciusko County, IN",4.1-6,74211,"Kosciusko County, Indiana",80357,40150,0.4996453327028137
18091,2000,"La Porte County, IN",4.1-6,110121,"LaPorte County, Indiana",112141,54005,0.48158122363809847
18087,2000,"Lagrange County, IN",0-2,34892,"LaGrange County, Indiana",40596,19959,0.49164942358853087
18089,2000,"Lake County, IN",2.1-4,484514,"Lake County, Indiana",498990,256128,0.5132928515601515
18093,2000,"Lawrence County, IN",4.1-6,45915,"Lawrence County, Indiana",45077,22823,0.5063114226767531
18095,2000,"Madison County, IN",10.1-12,133213,"Madison County, Indiana",130949,64907,0.4956662517468633
18097,2000,"Marion County, IN",6.1-8,860832,"Marion County, Indiana",971822,501089,0.5156180864396978
18099,2000,"Marshall County, IN",2.1-4,45243,"Marshall County, Indiana",46225,22835,0.4939967550027042
18101,2000,"Martin County, IN",2.1-4,10360,"Martin County, Indiana",9854,4782,0.48528516338542727
18103,2000,"Miami County, IN",2.1-4,36184,"Miami County, Indiana",35772,16377,0.4578161690707816
18105,2000,"Monroe County, IN",6.1-8,120872,"Monroe County, Indiana",139822,70119,0.5014876056700662
18107,2000,"Montgomery County, IN",6.1-8,37601,"Montgomery County, Indiana",38155,18725,0.4907613681037872
18109,2000,"Morgan County, IN",6.1-8,66838,"Morgan County, Indiana",72202,36221,0.5016620038226088
18111,2000,"Newton County, IN",2.1-4,14525,"Newton County, Indiana",13859,6782,0.4893570964716069
18113,2000,"Noble County, IN",4.1-6,46640,"Noble County, Indiana",47417,23457,0.49469599510724
18115,2000,"Ohio County, IN",2.1-4,5582,"Ohio County, Indiana",5993,3017,0.5034206574336726
18117,2000,"Orange County, IN",2.1-4,19316,"Orange County, Indiana",19746,9840,0.49832877544819204
18119,2000,"Owen County, IN",4.1-6,21837,"Owen County, Indiana",21434,10585,0.4938415601380983
18121,2000,"Parke County, IN",4.1-6,17179,"Parke County, Indiana",16346,8485,0.5190872384681268
18123,2000,"Perry County, IN",2.1-4,18865,"Perry County, Indiana",19218,8729,0.4542095951711937
18125,2000,"Pike County, IN",2.1-4,12826,"Pike County, Indiana",12187,6124,0.5025026667760729
18127,2000,"Porter County, IN",6.1-8,147137,"Porter County, Indiana",174150,87928,0.5048980763709446
18129,2000,"Posey County, IN",2.1-4,27070,"Posey County, Indiana",25163,12527,0.4978341215276398
18131,2000,"Pulaski County, IN",4.1-6,13605,"Pulaski County, Indiana",12441,6259,0.5030946065428824
18133,2000,"Putnam County, IN",2.1-4,36180,"Putnam County, Indiana",37091,17516,0.472243940578577
18135,2000,"Randolph County, IN",4.1-6,27363,"Randolph County, Indiana",24425,12214,0.5000614124872057
18137,2000,"Ripley County, IN",4.1-6,26654,"Ripley County, Indiana",29039,14505,0.49950067151072697
18139,2000,"Rush County, IN",2.1-4,18194,"Rush County, Indiana",16734,8399,0.501912274411378
18143,2000,"Scott County, IN",12.1-14,23049,"Scott County, Indiana",24468,12356,0.5049861042994932
18145,2000,"Shelby County, IN",6.1-8,43479,"Shelby County, Indiana",45104,22710,0.503503015253636
18147,2000,"Spencer County, IN",2.1-4,20432,"Spencer County, Indiana",19871,9713,0.4888027779175683
18141,2000,"St. Joseph County, IN",4.1-6,265845,"St. Joseph County, Indiana",272574,139102,0.510327470705203
18149,2000,"Starke County, IN",12.1-14,23525,"Starke County, Indiana",23300,11553,0.4958369098712446
18151,2000,"Steuben County, IN",2.1-4,33339,"Steuben County, Indiana",34648,16661,0.48086469637497115
18153,2000,"Sullivan County, IN",8.1-10,21756,"Sullivan County, Indiana",20766,9472,0.4561302128479245
18155,2000,"Switzerland County, IN",4.1-6,9129,"Switzerland County, Indiana",9914,4876,0.4918297357272544
18157,2000,"Tippecanoe County, IN",6.1-8,149359,"Tippecanoe County, Indiana",187399,91425,0.4878627954258027
18159,2000,"Tipton County, IN",6.1-8,16582,"Tipton County, Indiana",15329,7607,0.49624893991780283
18161,2000,"Union County, IN",4.1-6,7343,"Union County, Indiana",7028,3553,0.5055492316448492
18163,2000,"Vanderburgh County, IN",8.1-10,172052,"Vanderburgh County, Indiana",179908,92059,0.5117004246614937
18165,2000,"Vermillion County, IN",4.1-6,16772,"Vermillion County, Indiana",15452,7668,0.49624644059021483
18167,2000,"Vigo County, IN",6.1-8,105762,"Vigo County, Indiana",106201,52585,0.4951459967420269
18169,2000,"Wabash County, IN",6.1-8,34993,"Wabash County, Indiana",30901,15739,0.5093362674347108
18171,2000,"Warren County, IN",2.1-4,8435,"Warren County, Indiana",8469,4250,0.5018302042744126
18173,2000,"Warrick County, IN",2.1-4,52531,"Warrick County, Indiana",64650,32886,0.508677494199536
18175,2000,"Washington County, IN",4.1-6,27247,"Washington County, Indiana",28167,14166,0.5029289594205986
18177,2000,"Wayne County, IN",8.1-10,71033,"Wayne County, Indiana",66377,33981,0.5119393765912892
18179,2000,"Wells County, IN",4.1-6,27619,"Wells County, Indiana",28261,14265,0.5047592088036517
18181,2000,"White County, IN",4.1-6,25246,"White County, Indiana",24709,12249,0.49573030070014973
18183,2000,"Whitley County, IN",2.1-4,30634,"Whitley County, Indiana",34388,17168,0.4992439222984762
18001,1999,"Adams County, IN",2.1-4,33544,"Adams County, Indiana",35995,17987,0.49970829281844703
18003,1999,"Allen County, IN",4.1-6,328699,"Allen County, Indiana",388791,197503,0.5079927261690729
18005,1999,"Bartholomew County, IN",6.1-8,70639,"Bartholomew County, Indiana",82881,40949,0.4940698109337484
18007,1999,"Benton County, IN",4.1-6,9483,"Benton County, Indiana",8708,4244,0.4873679375287092
18009,1999,"Blackford County, IN",4.1-6,14084,"Blackford County, Indiana",12007,6132,0.5107020904472391
18011,1999,"Boone County, IN",4.1-6,45163,"Boone County, Indiana",72827,36518,0.5014349073832507
18013,1999,"Brown County, IN",4.1-6,14857,"Brown County, Indiana",15543,7767,0.49971048060220036
18015,1999,"Carroll County, IN",2.1-4,20084,"Carroll County, Indiana",20443,10045,0.4913662378320207
18017,1999,"Cass County, IN",2.1-4,40729,"Cass County, Indiana",37703,18870,0.5004906771344455
18019,1999,"Clark County, IN",6.1-8,95651,"Clark County, Indiana",122800,62470,0.50871335504886
18021,1999,"Clay County, IN",4.1-6,26496,"Clay County, Indiana",26431,13339,0.5046725436041013
18023,1999,"Clinton County, IN",2.1-4,33642,"Clinton County, Indiana",32967,16506,0.5006825006825006
18025,1999,"Crawford County, IN",4.1-6,10608,"Crawford County, Indiana",10494,5199,0.4954259576901086
18027,1999,"Daviess County, IN",4.1-6,29840,"Daviess County, Indiana",33442,16762,0.501226003229472
18033,1999,"De Kalb County, IN",4.1-6,39915,"DeKalb County, Indiana",43584,21831,0.5008948237885462
18029,1999,"Dearborn County, IN",6.1-8,45678,"Dearborn County, Indiana",50828,25461,0.5009246871802944
18031,1999,"Decatur County, IN",4.1-6,24627,"Decatur County, Indiana",26411,13198,0.4997160274128204
18035,1999,"Delaware County, IN",8.1-10,118772,"Delaware County, Indiana",112109,57908,0.5165330169745516
18037,1999,"Dubois County, IN",2.1-4,39592,"Dubois County, Indiana",43563,21639,0.4967288754218029
18039,1999,"Elkhart County, IN",2.1-4,180645,"Elkhart County, Indiana",206868,104237,0.5038817023415898
18041,1999,"Fayette County, IN",8.1-10,25730,"Fayette County, Indiana",23390,11831,0.505814450619923
18043,1999,"Floyd County, IN",6.1-8,70792,"Floyd County, Indiana",80512,41142,0.5110045707472178
18045,1999,"Fountain County, IN",2.1-4,18019,"Fountain County, Indiana",16546,8252,0.49873081107216244
18047,1999,"Franklin County, IN",4.1-6,21981,"Franklin County, Indiana",22929,11530,0.5028566444240917
18049,1999,"Fulton County, IN",4.1-6,20448,"Fulton County, Indiana",20411,10085,0.494096320611435
18051,1999,"Gibson County, IN",2.1-4,32294,"Gibson County, Indiana",32986,16243,0.4924210271024071
18053,1999,"Grant County, IN",8.1-10,73740,"Grant County, Indiana",66377,34476,0.5193967790047758
18055,1999,"Greene County, IN",6.1-8,33035,"Greene County, Indiana",30954,15227,0.49192349938618596
18057,1999,"Hamilton County, IN",2.1-4,175348,"Hamilton County, Indiana",357176,181604,0.5084440163952785
18059,1999,"Hancock County, IN",4.1-6,54745,"Hancock County, Indiana",82013,41090,0.5010181312718716
18061,1999,"Harrison County, IN",4.1-6,33984,"Harrison County, Indiana",39785,19766,0.496820409702149
18063,1999,"Hendricks County, IN",2.1-4,100514,"Hendricks County, Indiana",179379,89272,0.4976725257694602
18065,1999,"Henry County, IN",10.1-12,48529,"Henry County, Indiana",48896,23105,0.47253354057591623
18067,1999,"Howard County, IN",10.1-12,84772,"Howard County, Indiana",83610,43009,0.5144001913646693
18069,1999,"Huntington County, IN",4.1-6,38025,"Huntington County, Indiana",36757,18330,0.4986805234377125
18071,1999,"Jackson County, IN",4.1-6,41159,"Jackson County, Indiana",46319,22697,0.4900148966946609
18073,1999,"Jasper County, IN",4.1-6,29607,"Jasper County, Indiana",33198,16662,0.5018977046810049
18075,1999,"Jay County, IN",4.1-6,21806,"Jay County, Indiana",20281,10076,0.4968196834475618
18077,1999,"Jefferson County, IN",4.1-6,31590,"Jefferson County, Indiana",33074,17168,0.5190784301868537
18079,1999,"Jennings County, IN",6.1-8,27196,"Jennings County, Indiana",27584,13569,0.49191560324825984
18081,1999,"Johnson County, IN",4.1-6,113173,"Johnson County, Indiana",163983,82751,0.5046315776635383
18083,1999,"Knox County, IN",4.1-6,39438,"Knox County, Indiana",36108,17760,0.49185776005317383
18085,1999,"Kosciusko County, IN",4.1-6,73276,"Kosciusko County, Indiana",80357,40150,0.4996453327028137
18091,1999,"La Porte County, IN",4.1-6,110028,"LaPorte County, Indiana",112141,54005,0.48158122363809847
18087,1999,"Lagrange County, IN",0-2,34706,"LaGrange County, Indiana",40596,19959,0.49164942358853087
18089,1999,"Lake County, IN",2.1-4,484793,"Lake County, Indiana",498990,256128,0.5132928515601515
18093,1999,"Lawrence County, IN",4.1-6,45840,"Lawrence County, Indiana",45077,22823,0.5063114226767531
18095,1999,"Madison County, IN",10.1-12,133334,"Madison County, Indiana",130949,64907,0.4956662517468633
18097,1999,"Marion County, IN",6.1-8,857461,"Marion County, Indiana",971822,501089,0.5156180864396978
18099,1999,"Marshall County, IN",2.1-4,44922,"Marshall County, Indiana",46225,22835,0.4939967550027042
18101,1999,"Martin County, IN",0-2,10394,"Martin County, Indiana",9854,4782,0.48528516338542727
18103,1999,"Miami County, IN",2.1-4,35559,"Miami County, Indiana",35772,16377,0.4578161690707816
18105,1999,"Monroe County, IN",6.1-8,120325,"Monroe County, Indiana",139822,70119,0.5014876056700662
18107,1999,"Montgomery County, IN",6.1-8,37545,"Montgomery County, Indiana",38155,18725,0.4907613681037872
18109,1999,"Morgan County, IN",6.1-8,66098,"Morgan County, Indiana",72202,36221,0.5016620038226088
18111,1999,"Newton County, IN",2.1-4,14596,"Newton County, Indiana",13859,6782,0.4893570964716069
18113,1999,"Noble County, IN",2.1-4,45733,"Noble County, Indiana",47417,23457,0.49469599510724
18115,1999,"Ohio County, IN",2.1-4,5579,"Ohio County, Indiana",5993,3017,0.5034206574336726
18117,1999,"Orange County, IN",2.1-4,19308,"Orange County, Indiana",19746,9840,0.49832877544819204
18119,1999,"Owen County, IN",4.1-6,21445,"Owen County, Indiana",21434,10585,0.4938415601380983
18121,1999,"Parke County, IN",4.1-6,17253,"Parke County, Indiana",16346,8485,0.5190872384681268
18123,1999,"Perry County, IN",2.1-4,18939,"Perry County, Indiana",19218,8729,0.4542095951711937
18125,1999,"Pike County, IN",2.1-4,12896,"Pike County, Indiana",12187,6124,0.5025026667760729
18127,1999,"Porter County, IN",6.1-8,145815,"Porter County, Indiana",174150,87928,0.5048980763709446
18129,1999,"Posey County, IN",2.1-4,26924,"Posey County, Indiana",25163,12527,0.4978341215276398
18131,1999,"Pulaski County, IN",4.1-6,13754,"Pulaski County, Indiana",12441,6259,0.5030946065428824
18133,1999,"Putnam County, IN",2.1-4,35657,"Putnam County, Indiana",37091,17516,0.472243940578577
18135,1999,"Randolph County, IN",4.1-6,27427,"Randolph County, Indiana",24425,12214,0.5000614124872057
18137,1999,"Ripley County, IN",4.1-6,26329,"Ripley County, Indiana",29039,14505,0.49950067151072697
18139,1999,"Rush County, IN",2.1-4,18352,"Rush County, Indiana",16734,8399,0.501912274411378
18143,1999,"Scott County, IN",12.1-14,22693,"Scott County, Indiana",24468,12356,0.5049861042994932
18145,1999,"Shelby County, IN",6.1-8,43159,"Shelby County, Indiana",45104,22710,0.503503015253636
18147,1999,"Spencer County, IN",2.1-4,20378,"Spencer County, Indiana",19871,9713,0.4888027779175683
18141,1999,"St. Joseph County, IN",4.1-6,264952,"St. Joseph County, Indiana",272574,139102,0.510327470705203
18149,1999,"Starke County, IN",12.1-14,23538,"Starke County, Indiana",23300,11553,0.4958369098712446
18151,1999,"Steuben County, IN",2.1-4,32867,"Steuben County, Indiana",34648,16661,0.48086469637497115
18153,1999,"Sullivan County, IN",8.1-10,21758,"Sullivan County, Indiana",20766,9472,0.4561302128479245
18155,1999,"Switzerland County, IN",2.1-4,8965,"Switzerland County, Indiana",9914,4876,0.4918297357272544
18157,1999,"Tippecanoe County, IN",4.1-6,147779,"Tippecanoe County, Indiana",187399,91425,0.4878627954258027
18159,1999,"Tipton County, IN",4.1-6,16559,"Tipton County, Indiana",15329,7607,0.49624893991780283
18161,1999,"Union County, IN",2.1-4,7348,"Union County, Indiana",7028,3553,0.5055492316448492
18163,1999,"Vanderburgh County, IN",8.1-10,171966,"Vanderburgh County, Indiana",179908,92059,0.5117004246614937
18165,1999,"Vermillion County, IN",4.1-6,16750,"Vermillion County, Indiana",15452,7668,0.49624644059021483
18167,1999,"Vigo County, IN",6.1-8,106231,"Vigo County, Indiana",106201,52585,0.4951459967420269
18169,1999,"Wabash County, IN",6.1-8,34947,"Wabash County, Indiana",30901,15739,0.5093362674347108
18171,1999,"Warren County, IN",0-2,8346,"Warren County, Indiana",8469,4250,0.5018302042744126
18173,1999,"Warrick County, IN",2.1-4,51919,"Warrick County, Indiana",64650,32886,0.508677494199536
18175,1999,"Washington County, IN",4.1-6,27152,"Washington County, Indiana",28167,14166,0.5029289594205986
18177,1999,"Wayne County, IN",8.1-10,71244,"Wayne County, Indiana",66377,33981,0.5119393765912892
18179,1999,"Wells County, IN",4.1-6,27521,"Wells County, Indiana",28261,14265,0.5047592088036517
18181,1999,"White County, IN",4.1-6,25332,"White County, Indiana",24709,12249,0.49573030070014973
18183,1999,"Whitley County, IN",2.1-4,30607,"Whitley County, Indiana",34388,17168,0.4992439222984762
