HOSPITAL_ID,PAYOR1,PATS,TC,TD,PAYER_TYPE,SUBSTANCE_CATEGORY,AVG_CHARGE,AVG_LOS
162,7,52,2844120,284,,Alcohol Disorders; Opioid Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,54694.61538461538,5.461538461538462
162,8,69,4140969,376,,Alcohol Disorders; Sedative Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,60014.04347826087,5.449275362318841
162,11,11,935608,70,,Alcohol Disorders; Other Substance Related; Drug Overdose,85055.27272727272,6.363636363636363
170,1,6,239219,25,Government (Medicare),Alcohol Disorders; Opioid Overdose; Drug Overdose,39869.833333333336,4.166666666666667
170,2,1,14360,1,Government (Medicaid),Alcohol Disorders,14360.0,1.0
170,7,5,255116,28,,Alcohol Disorders; Drug Overdose,51023.2,5.6
170,8,4,272990,32,,Alcohol Disorders; Other Substance Related,68247.5,8.0
171,1,2,37305,3,Government (Medicare),Alcohol Disorders; Drug Overdose,18652.5,1.5
171,2,2,45831,3,Government (Medicaid),Other Substance Related,22915.5,1.5
171,5,1,33747,3,,Alcohol Disorders,33747.0,3.0
171,6,1,16593,1,,Alcohol Disorders,16593.0,1.0
171,7,6,96430,12,,Alcohol Disorders,16071.666666666666,2.0
171,8,5,115474,9,,Alcohol Disorders; Other Substance Related,23094.8,1.8
171,11,2,25418,3,,Alcohol Disorders,12709.0,1.5
176,1,6,131736,15,Government (Medicare),Alcohol Disorders; Other Substance Related; Drug Overdose,21956.0,2.5
176,2,5,121029,14,Government (Medicaid),Alcohol Disorders; Opioid Disorders; Opioid Overdose; Drug Overdose,24205.8,2.8
176,3,4,85499,9,Private (Commercial),Alcohol Disorders; Drug Overdose,21374.75,2.25
176,4,1,9308,1,Self-Pay,Drug Overdose,9308.0,1.0
176,5,17,331250,48,,Alcohol Disorders; Other Substance Related; Drug Overdose,19485.29411764706,2.823529411764706
176,7,4,100268,14,,Alcohol Disorders,25067.0,3.5
176,8,15,268373,38,,Alcohol Disorders; Other Substance Related; Drug Overdose,17891.533333333333,2.533333333333333
176,11,5,103323,11,,Alcohol Disorders,20664.6,2.2
419,8,1,44696,9,,Alcohol Disorders,44696.0,9.0
441,1,6,144305,41,Government (Medicare),Alcohol Disorders; Stimulant Disorders; Other Psychoactive Substances,24050.833333333332,6.833333333333333
441,2,6,76640,23,Government (Medicaid),Alcohol Disorders; Cannabis Disorders; Stimulant Disorders,12773.333333333334,3.8333333333333335
441,3,6,83114,26,Private (Commercial),Alcohol Disorders; Opioid Disorders; Stimulant Disorders; Other Psychoactive Substances,13852.333333333334,4.333333333333333
441,4,12,144809,42,Self-Pay,Alcohol Disorders; Stimulant Disorders; Other Psychoactive Substances; Drug Overdose,12067.416666666666,3.5
441,5,25,334133,97,,Alcohol Disorders; Stimulant Disorders; Other Psychoactive Substances; Drug Overdose,13365.32,3.88
441,6,16,205419,62,,Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Stimulant Disorders; Other Psychoactive Substances,12838.6875,3.875
441,7,9,98238,29,,Alcohol Disorders; Cannabis Disorders,10915.333333333334,3.2222222222222223
441,8,14,149133,45,,Alcohol Disorders; Cannabis Disorders; Stimulant Disorders; Other Psychoactive Substances,10652.357142857143,3.2142857142857144
441,10,1,13474,4,,Other Psychoactive Substances,13474.0,4.0
441,11,9,80848,25,,Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Stimulant Disorders,8983.111111111111,2.7777777777777777
456,1,6,61160,22,Government (Medicare),Alcohol Disorders; Opioid Disorders,10193.333333333334,3.6666666666666665
456,3,1,25020,9,Private (Commercial),Alcohol Disorders,25020.0,9.0
456,4,6,69500,25,Self-Pay,Alcohol Disorders,11583.333333333334,4.166666666666667
456,5,5,61160,22,,Alcohol Disorders,12232.0,4.4
456,6,35,455245,164,,Alcohol Disorders,13007.0,4.685714285714286
456,7,2,33360,12,,Alcohol Disorders,16680.0,6.0
456,8,19,225180,81,,Alcohol Disorders; Opioid Disorders,11851.578947368422,4.2631578947368425
456,11,6,63940,23,,Alcohol Disorders; Cannabis Disorders,10656.666666666666,3.8333333333333335
458,1,11,120600,60,Government (Medicare),Alcohol Disorders; Cannabis Disorders; Stimulant Disorders,10963.636363636364,5.454545454545454
458,2,4,46230,23,Government (Medicaid),Alcohol Disorders,11557.5,5.75
458,4,16,158790,79,Self-Pay,Alcohol Disorders; Cannabis Disorders; Cocaine Disorders; Stimulant Disorders; Other Psychoactive Substances,9924.375,4.9375
458,5,6,58290,29,,Alcohol Disorders; Cannabis Disorders; Stimulant Disorders,9715.0,4.833333333333333
458,6,83,779880,388,,Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Sedative Disorders; Stimulant Disorders; Other Psychoactive Substances,9396.144578313253,4.674698795180723
458,7,5,54270,27,,Alcohol Disorders,10854.0,5.4
458,8,17,154770,77,,Alcohol Disorders; Opioid Disorders; Stimulant Disorders,9104.117647058823,4.529411764705882
458,10,1,10050,5,,Alcohol Disorders,10050.0,5.0
458,11,19,158790,79,,Alcohol Disorders; Opioid Disorders; Stimulant Disorders,8357.368421052632,4.157894736842105
459,2,1,45498,9,Government (Medicaid),Alcohol Disorders,45498.0,9.0
464,1,1,133341,19,Government (Medicare),Opioid Overdose,133341.0,19.0
476,1,6,112473,31,Government (Medicare),Alcohol Disorders; Stimulant Disorders,18745.5,5.166666666666667
476,2,11,149232,35,Government (Medicaid),Alcohol Disorders,13566.545454545454,3.1818181818181817
476,3,8,109798,26,Private (Commercial),Alcohol Disorders; Drug Overdose,13724.75,3.25
476,4,24,441754,105,Self-Pay,Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Stimulant Disorders; Drug Overdose,18406.416666666668,4.375
476,5,41,585399,122,,Alcohol Disorders; Opioid Disorders; Sedative Disorders; Cocaine Disorders; Stimulant Disorders; Other Psychoactive Substances,14278.024390243903,2.975609756097561
476,6,1,11164,2,,Opioid Disorders,11164.0,2.0
476,7,15,161436,38,,Alcohol Disorders; Drug Overdose,10762.4,2.533333333333333
476,8,23,326531,74,,Alcohol Disorders; Stimulant Disorders; Other Psychoactive Substances; Drug Overdose,14197.0,3.217391304347826
476,10,1,27340,7,,Alcohol Disorders,27340.0,7.0
476,11,14,183223,36,,Alcohol Disorders; Stimulant Disorders,13087.357142857143,2.5714285714285716
490,4,1,46386,13,Self-Pay,Alcohol Disorders,46386.0,13.0
490,8,1,2528,1,,Drug Overdose,2528.0,1.0
497,1,1,59143,15,Government (Medicare),Sedative Disorders,59143.0,15.0
497,2,2,90773,21,Government (Medicaid),Alcohol Disorders; Other Substance Related,45386.5,10.5
710,1,1,33865,3,Government (Medicare),Alcohol Disorders,33865.0,3.0
710,2,2,76581,13,Government (Medicaid),Alcohol Disorders; Opioid Overdose,38290.5,6.5
710,7,1,29376,2,,Opioid Overdose,29376.0,2.0
756,1,41,1390963,153,Government (Medicare),Alcohol Disorders; Opioid Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,33925.92682926829,3.731707317073171
756,2,28,1095836,136,Government (Medicaid),Alcohol Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,39137.0,4.857142857142857
756,3,12,320708,52,Private (Commercial),Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Stimulant Disorders; Other Psychoactive Substances; Drug Overdose,26725.666666666668,4.333333333333333
756,4,11,229656,42,Self-Pay,Alcohol Disorders; Sedative Disorders; Stimulant Disorders; Opioid Overdose; Drug Overdose,20877.81818181818,3.8181818181818183
756,5,91,2061661,357,,Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Sedative Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,22655.615384615383,3.923076923076923
756,6,21,579455,84,,Alcohol Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,27593.095238095237,4.0
756,7,53,1252841,181,,Alcohol Disorders; Sedative Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,23638.509433962263,3.4150943396226414
756,8,34,1061101,158,,Alcohol Disorders; Sedative Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,31208.852941176472,4.647058823529412
756,10,5,79728,12,,Alcohol Disorders; Other Substance Related,15945.6,2.4
756,11,25,1015325,129,,Alcohol Disorders; Cannabis Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose,40613.0,5.16
