HOSPITAL_ID,PAYOR1,PATS,TC,TD,PAYER_TYPE,SUBSTANCE_CATEGORY,AVG_CHARGE,AVG_LOS
49,1,12,540889,59,Government (Medicare),Alcohol Disorders; Other Substance Related; Other Drug Overdose; Drug Overdose,45074.083333333336,4.916666666666667
49,2,24,1481639,168,Government (Medicaid),Alcohol Disorders; Cannabis Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,61734.958333333336,7.0
49,3,2,50237,3,Private (Commercial),Alcohol Disorders; Other Substance Related,25118.5,1.5
49,4,11,799485,67,Self-Pay,Alcohol Disorders; Other Substance Related; Opioid Overdose,72680.45454545454,6.090909090909091
49,5,45,1394756,141,,Alcohol Disorders; Opioid Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,30994.577777777777,3.1333333333333333
49,6,2,77635,5,,Alcohol Disorders,38817.5,2.5
49,7,12,668260,59,,Alcohol Disorders; Cannabis Disorders; Sedative Disorders; Other Substance Related; Opioid Overdose,55688.333333333336,4.916666666666667
49,8,9,293665,37,,Alcohol Disorders; Other Substance Related; Drug Overdose,32629.444444444445,4.111111111111111
49,10,8,266175,36,,Alcohol Disorders; Other Substance Related,33271.875,4.5
49,11,10,357479,44,,Alcohol Disorders; Opioid Overdose; Drug Overdose,35747.9,4.4
50,1,7,131960,13,Government (Medicare),Alcohol Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,18851.428571428572,1.8571428571428572
50,2,9,263392,38,Government (Medicaid),Alcohol Disorders; Opioid Overdose; Drug Overdose,29265.777777777777,4.222222222222222
50,5,17,308027,41,,Alcohol Disorders; Other Substance Related; Drug Overdose,18119.235294117647,2.411764705882353
50,7,3,78844,7,,Alcohol Disorders,26281.333333333332,2.3333333333333335
50,8,3,45375,7,,Alcohol Disorders,15125.0,2.3333333333333335
50,10,2,22794,2,,Alcohol Disorders,11397.0,1.0
50,11,8,166750,19,,Alcohol Disorders; Drug Overdose,20843.75,2.375
51,1,27,1197345,94,Government (Medicare),Alcohol Disorders; Sedative Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,44346.11111111111,3.4814814814814814
51,2,45,3762601,322,Government (Medicaid),Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Sedative Disorders; Cocaine Disorders; Other Psychoactive Substances; Opioid Overdose; Drug Overdose,83613.35555555555,7.155555555555556
51,3,58,2425821,221,Private (Commercial),Alcohol Disorders; Opioid Disorders; Stimulant Disorders; Hallucinogen Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,41824.5,3.810344827586207
51,4,24,2200979,136,Self-Pay,Alcohol Disorders; Opioid Disorders; Other Psychoactive Substances; Opioid Overdose; Drug Overdose,91707.45833333333,5.666666666666667
51,5,157,8398832,715,,Alcohol Disorders; Opioid Disorders; Sedative Disorders; Cocaine Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,53495.74522292994,4.554140127388535
51,6,2,248714,22,,Alcohol Disorders; Opioid Overdose,124357.0,11.0
51,7,24,1356954,121,,Alcohol Disorders; Sedative Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,56539.75,5.041666666666667
51,8,31,1678041,124,,Alcohol Disorders; Stimulant Disorders; Hallucinogen Disorders; Other Psychoactive Substances; Opioid Overdose; Drug Overdose,54130.354838709674,4.0
51,9,2,60345,8,,Alcohol Disorders,30172.5,4.0
51,10,5,181226,12,,Alcohol Disorders; Opioid Overdose; Drug Overdose,36245.2,2.4
51,11,30,1218947,85,,Alcohol Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,40631.566666666666,2.8333333333333335
53,1,36,2009127,146,Government (Medicare),Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Sedative Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,55809.083333333336,4.055555555555555
53,2,32,1929445,186,Government (Medicaid),Alcohol Disorders; Opioid Disorders; Cocaine Disorders; Other Substance Related; Opioid Overdose; Other Drug Overdose; Drug Overdose,60295.15625,5.8125
53,3,34,1787458,172,Private (Commercial),Alcohol Disorders; Cannabis Disorders; Cocaine Disorders; Hallucinogen Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,52572.294117647056,5.0588235294117645
53,7,124,9586283,723,,Alcohol Disorders; Opioid Disorders; Sedative Disorders; Cocaine Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,77308.73387096774,5.830645161290323
53,8,125,8168426,640,,Other Substance Related; Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Sedative Disorders; Cocaine Disorders; Stimulant Disorders; Opioid Overdose; Drug Overdose,65347.408,5.12
53,11,26,1994209,132,,Alcohol Disorders; Cocaine Disorders; Hallucinogen Disorders; Other Psychoactive Substances; Opioid Overdose; Drug Overdose,76700.34615384616,5.076923076923077
54,1,1,5601,2,Government (Medicare),Opioid Disorders,5601.0,2.0
54,4,1,12754,3,Self-Pay,Alcohol Disorders,12754.0,3.0
54,7,1,29582,3,,Opioid Overdose,29582.0,3.0
55,1,51,3294635,283,Government (Medicare),Alcohol Disorders; Opioid Disorders; Sedative Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,64600.686274509804,5.549019607843137
55,2,71,7428852,403,Government (Medicaid),Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,104631.71830985915,5.676056338028169
55,4,37,1902796,135,Self-Pay,Alcohol Disorders; Cocaine Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,51426.91891891892,3.6486486486486487
55,5,137,6803470,602,,Alcohol Disorders; Opioid Disorders; Sedative Disorders; Cocaine Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,49660.36496350365,4.394160583941606
55,6,95,2122564,171,,Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Stimulant Disorders; Hallucinogen Disorders; Other Substance Related; Opioid Overdose; Other Drug Overdose; Drug Overdose,22342.77894736842,1.8
55,7,53,2830393,237,,Alcohol Disorders; Cocaine Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,53403.64150943396,4.471698113207547
55,8,92,4359566,345,,Alcohol Disorders; Opioid Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,47386.586956521736,3.75
55,11,50,1884556,154,,Alcohol Disorders; Opioid Disorders; Cannabis Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,37691.12,3.08
57,1,82,3223718,312,Government (Medicare),Alcohol Disorders; Sedative Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,39313.634146341465,3.8048780487804876
57,3,197,5501679,781,Private (Commercial),Alcohol Disorders; Opioid Disorders; Sedative Disorders; Cocaine Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Opioid Overdose; Drug Overdose,27927.304568527918,3.964467005076142
57,5,1,59350,6,,Opioid Overdose,59350.0,6.0
57,7,37,961532,115,,Alcohol Disorders; Cannabis Disorders; Stimulant Disorders; Other Psychoactive Substances; Other Substance Related; Drug Overdose,25987.35135135135,3.108108108108108
57,8,21,530914,71,,Alcohol Disorders; Sedative Disorders; Stimulant Disorders; Other Psychoactive Substances; Opioid Overdose; Drug Overdose,25281.619047619046,3.380952380952381
57,10,15,256243,43,,Alcohol Disorders; Stimulant Disorders; Other Substance Related; Drug Overdose,17082.866666666665,2.8666666666666667
57,11,37,716517,107,,Alcohol Disorders; Opioid Disorders; Sedative Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,19365.324324324323,2.891891891891892
58,1,3,43689,6,Government (Medicare),Alcohol Disorders; Drug Overdose,14563.0,2.0
58,2,11,187987,24,Government (Medicaid),Alcohol Disorders; Other Substance Related; Opioid Overdose,17089.727272727272,2.1818181818181817
58,3,2,36124,6,Private (Commercial),Alcohol Disorders,18062.0,3.0
58,4,5,133018,19,Self-Pay,Alcohol Disorders; Drug Overdose,26603.6,3.8
58,5,16,301844,35,,Alcohol Disorders; Other Substance Related; Drug Overdose,18865.25,2.1875
58,7,2,32329,5,,Alcohol Disorders,16164.5,2.5
58,8,14,232447,25,,Alcohol Disorders; Other Substance Related; Drug Overdose,16603.35714285714,1.7857142857142858
58,11,11,153275,25,,Alcohol Disorders; Cannabis Disorders,13934.09090909091,2.272727272727273
59,1,8,235501,36,Government (Medicare),Alcohol Disorders; Other Substance Related; Drug Overdose,29437.625,4.5
59,2,16,415282,57,Government (Medicaid),Alcohol Disorders; Opioid Disorders; Sedative Disorders; Other Substance Related,25955.125,3.5625
59,4,10,249652,33,Self-Pay,Alcohol Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,24965.2,3.3
59,5,69,1413229,230,,Alcohol Disorders; Opioid Disorders; Stimulant Disorders; Other Substance Related; Opioid Overdose; Drug Overdose,20481.579710144928,3.3333333333333335
