"fips","year","state","st","fips_state","county","population","estimated_age_adjusted_death_rate_11_categories_in_ranges"
"18051","2004","Indiana","IN","18","Gibson County, IN","33198","4.1-6"
"18005","2001","Indiana","IN","18","Bartholomew County, IN","72110","6.1-8"
"18155","2001","Indiana","IN","18","Switzerland County, IN","9465","4.1-6"
"18081","2009","Indiana","IN","18","Johnson County, IN","138584","8.1-10"
"18065","2001","Indiana","IN","18","Henry County, IN","48397","12.1-14"
"18087","2000","Indiana","IN","18","Lagrange County, IN","34892","0-2"
"18179","2009","Indiana","IN","18","Wells County, IN","27620","8.1-10"
"18159","2007","Indiana","IN","18","Tipton County, IN","16257","10.1-12"
"18069","2003","Indiana","IN","18","Huntington County, IN","37875","6.1-8"
"18061","2000","Indiana","IN","18","Harrison County, IN","34569","4.1-6"
"18179","2005","Indiana","IN","18","Wells County, IN","27820","6.1-8"
"18083","2005","Indiana","IN","18","Knox County, IN","38543","6.1-8"
"18033","2008","Indiana","IN","18","De Kalb County, IN","42033","8.1-10"
"18179","2007","Indiana","IN","18","Wells County, IN","27836","6.1-8"
"18067","2008","Indiana","IN","18","Howard County, IN","83472","16.1-18"
"18043","2004","Indiana","IN","18","Floyd County, IN","71465","8.1-10"
"18133","2004","Indiana","IN","18","Putnam County, IN","37516","4.1-6"
"18071","2001","Indiana","IN","18","Jackson County, IN","41343","4.1-6"
"18045","2000","Indiana","IN","18","Fountain County, IN","17929","2.1-4"
"18169","2000","Indiana","IN","18","Wabash County, IN","34993","6.1-8"
"18049","2002","Indiana","IN","18","Fulton County, IN","20464","4.1-6"
"18107","2007","Indiana","IN","18","Montgomery County, IN","38172","10.1-12"
"18127","2003","Indiana","IN","18","Porter County, IN","151731","6.1-8"
"18127","2001","Indiana","IN","18","Porter County, IN","148372","6.1-8"
"18001","2009","Indiana","IN","18","Adams County, IN","34351","6.1-8"
"18023","2004","Indiana","IN","18","Clinton County, IN","33342","6.1-8"
"18069","2006","Indiana","IN","18","Huntington County, IN","37601","6.1-8"
"18153","2005","Indiana","IN","18","Sullivan County, IN","21689","12.1-14"
"18101","2006","Indiana","IN","18","Martin County, IN","10344","4.1-6"
"18019","2005","Indiana","IN","18","Clark County, IN","101781","10.1-12"
"18021","2005","Indiana","IN","18","Clay County, IN","27097","6.1-8"
"18147","2003","Indiana","IN","18","Spencer County, IN","20529","4.1-6"
"18149","2002","Indiana","IN","18","Starke County, IN","23361","14.1-16"
"18073","2008","Indiana","IN","18","Jasper County, IN","33155","8.1-10"
"18133","2000","Indiana","IN","18","Putnam County, IN","36180","2.1-4"
"18055","2004","Indiana","IN","18","Greene County, IN","33384","8.1-10"
"18027","2000","Indiana","IN","18","Daviess County, IN","29882","4.1-6"
"18175","2001","Indiana","IN","18","Washington County, IN","27484","4.1-6"
"18123","2002","Indiana","IN","18","Perry County, IN","18903","2.1-4"
"18101","2003","Indiana","IN","18","Martin County, IN","10309","2.1-4"
"18029","2002","Indiana","IN","18","Dearborn County, IN","47052","8.1-10"
"18009","2007","Indiana","IN","18","Blackford County, IN","13078","12.1-14"
"18057","1999","Indiana","IN","18","Hamilton County, IN","175348","2.1-4"
"18099","2004","Indiana","IN","18","Marshall County, IN","46288","4.1-6"
"18139","2002","Indiana","IN","18","Rush County, IN","18034","4.1-6"
"18109","2003","Indiana","IN","18","Morgan County, IN","67729","8.1-10"
"18017","2001","Indiana","IN","18","Cass County, IN","40859","2.1-4"
"18083","2000","Indiana","IN","18","Knox County, IN","39195","4.1-6"
"18089","2009","Indiana","IN","18","Lake County, IN","495789","4.1-6"
"18085","2006","Indiana","IN","18","Kosciusko County, IN","76358","6.1-8"
"18167","2002","Indiana","IN","18","Vigo County, IN","105221","6.1-8"
"18093","2002","Indiana","IN","18","Lawrence County, IN","46039","6.1-8"
"18103","2003","Indiana","IN","18","Miami County, IN","37251","4.1-6"
"18137","2003","Indiana","IN","18","Ripley County, IN","27615","6.1-8"
"18125","1999","Indiana","IN","18","Pike County, IN","12896","2.1-4"
"18079","2002","Indiana","IN","18","Jennings County, IN","28131","6.1-8"
"18001","2004","Indiana","IN","18","Adams County, IN","33822","4.1-6"
"18183","1999","Indiana","IN","18","Whitley County, IN","30607","2.1-4"
"18135","2001","Indiana","IN","18","Randolph County, IN","27166","4.1-6"
"18047","2007","Indiana","IN","18","Franklin County, IN","23276","10.1-12"
"18145","1999","Indiana","IN","18","Shelby County, IN","43159","6.1-8"
"18163","2009","Indiana","IN","18","Vanderburgh County, IN","178995","16.1-18"
"18165","2000","Indiana","IN","18","Vermillion County, IN","16772","4.1-6"
"18055","1999","Indiana","IN","18","Greene County, IN","33035","6.1-8"
"18121","2001","Indiana","IN","18","Parke County, IN","17202","4.1-6"
"18171","2011","Indiana","IN","18","Warren County, IN","8474","10.1-12"
"18071","2008","Indiana","IN","18","Jackson County, IN","41705","10.1-12"
"18161","2008","Indiana","IN","18","Union County, IN","7428","12.1-14"
"18103","2007","Indiana","IN","18","Miami County, IN","37580","6.1-8"
"18079","2000","Indiana","IN","18","Jennings County, IN","27747","6.1-8"
"18147","2002","Indiana","IN","18","Spencer County, IN","20422","4.1-6"
"18181","2008","Indiana","IN","18","White County, IN","24871","8.1-10"
"18087","2005","Indiana","IN","18","Lagrange County, IN","36283","2.1-4"
"18111","2003","Indiana","IN","18","Newton County, IN","14446","4.1-6"
"18169","2001","Indiana","IN","18","Wabash County, IN","34700","6.1-8"
"18045","2007","Indiana","IN","18","Fountain County, IN","17396","6.1-8"
"18127","2005","Indiana","IN","18","Porter County, IN","156024","8.1-10"
"18031","1999","Indiana","IN","18","Decatur County, IN","24627","4.1-6"
"18127","2006","Indiana","IN","18","Porter County, IN","158595","8.1-10"
"18077","2005","Indiana","IN","18","Jefferson County, IN","31998","6.1-8"
"18175","2002","Indiana","IN","18","Washington County, IN","27674","6.1-8"
"18105","2006","Indiana","IN","18","Monroe County, IN","130677","8.1-10"
"18171","2006","Indiana","IN","18","Warren County, IN","8625","4.1-6"
"18103","2000","Indiana","IN","18","Miami County, IN","36184","2.1-4"
"18103","1999","Indiana","IN","18","Miami County, IN","35559","2.1-4"
"18119","2005","Indiana","IN","18","Owen County, IN","21975","6.1-8"
"18163","1999","Indiana","IN","18","Vanderburgh County, IN","171966","8.1-10"
"18071","2004","Indiana","IN","18","Jackson County, IN","41417","6.1-8"
"18087","2004","Indiana","IN","18","Lagrange County, IN","36017","0-2"
"18019","2001","Indiana","IN","18","Clark County, IN","97228","8.1-10"
"18133","2007","Indiana","IN","18","Putnam County, IN","38189","6.1-8"
"18107","2001","Indiana","IN","18","Montgomery County, IN","37793","6.1-8"
"18179","2008","Indiana","IN","18","Wells County, IN","27751","8.1-10"
"18119","2003","Indiana","IN","18","Owen County, IN","22321","6.1-8"
"18007","2004","Indiana","IN","18","Benton County, IN","9016","6.1-8"
"18079","2004","Indiana","IN","18","Jennings County, IN","28202","8.1-10"
"18135","1999","Indiana","IN","18","Randolph County, IN","27427","4.1-6"
"18081","2000","Indiana","IN","18","Johnson County, IN","115756","4.1-6"
"18081","2004","Indiana","IN","18","Johnson County, IN","124192","6.1-8"
"18093","2001","Indiana","IN","18","Lawrence County, IN","45965","6.1-8"
"18055","2001","Indiana","IN","18","Greene County, IN","33195","6.1-8"
"18147","2006","Indiana","IN","18","Spencer County, IN","20977","6.1-8"
"18109","2005","Indiana","IN","18","Morgan County, IN","68037","8.1-10"
"18027","2009","Indiana","IN","18","Daviess County, IN","31389","8.1-10"
"18053","2001","Indiana","IN","18","Grant County, IN","72905","8.1-10"
"18131","2002","Indiana","IN","18","Pulaski County, IN","13606","6.1-8"
"18135","2000","Indiana","IN","18","Randolph County, IN","27363","4.1-6"
"18153","1999","Indiana","IN","18","Sullivan County, IN","21758","8.1-10"
"18073","2005","Indiana","IN","18","Jasper County, IN","31763","6.1-8"
"18049","2007","Indiana","IN","18","Fulton County, IN","20571","6.1-8"
"18153","2004","Indiana","IN","18","Sullivan County, IN","21809","10.1-12"
"18119","2000","Indiana","IN","18","Owen County, IN","21837","4.1-6"
"18003","2006","Indiana","IN","18","Allen County, IN","346314","6.1-8"
"18161","2005","Indiana","IN","18","Union County, IN","7378","8.1-10"
"18181","1999","Indiana","IN","18","White County, IN","25332","4.1-6"
"18141","2008","Indiana","IN","18","St. Joseph County, IN","267282","8.1-10"
"18021","2003","Indiana","IN","18","Clay County, IN","26788","6.1-8"
"18081","1999","Indiana","IN","18","Johnson County, IN","113173","4.1-6"
"18021","2006","Indiana","IN","18","Clay County, IN","27096","8.1-10"
"18019","2009","Indiana","IN","18","Clark County, IN","109067","12.1-14"
"18161","2000","Indiana","IN","18","Union County, IN","7343","4.1-6"
"18027","2001","Indiana","IN","18","Daviess County, IN","29755","4.1-6"
"18149","2001","Indiana","IN","18","Starke County, IN","23217","14.1-16"
"18045","2002","Indiana","IN","18","Fountain County, IN","17825","4.1-6"
"18019","2003","Indiana","IN","18","Clark County, IN","99349","8.1-10"
"18069","2005","Indiana","IN","18","Huntington County, IN","37650","6.1-8"
"18171","2002","Indiana","IN","18","Warren County, IN","8598","2.1-4"
"18063","2000","Indiana","IN","18","Hendricks County, IN","105378","4.1-6"
"18047","1999","Indiana","IN","18","Franklin County, IN","21981","4.1-6"
"18025","2002","Indiana","IN","18","Crawford County, IN","10976","6.1-8"
"18041","2009","Indiana","IN","18","Fayette County, IN","24247","16.1-18"
"18073","1999","Indiana","IN","18","Jasper County, IN","29607","4.1-6"
"18139","2008","Indiana","IN","18","Rush County, IN","17543","8.1-10"
"18139","2010","Indiana","IN","18","Rush County, IN","17367","10.1-12"
"18111","2004","Indiana","IN","18","Newton County, IN","14386","4.1-6"
"18131","2008","Indiana","IN","18","Pulaski County, IN","13646","10.1-12"
"18081","2007","Indiana","IN","18","Johnson County, IN","133933","8.1-10"
"18057","2008","Indiana","IN","18","Hamilton County, IN","261974","4.1-6"
"18003","2005","Indiana","IN","18","Allen County, IN","343238","6.1-8"
"18133","1999","Indiana","IN","18","Putnam County, IN","35657","2.1-4"
"18065","2002","Indiana","IN","18","Henry County, IN","48258","12.1-14"
"18141","2005","Indiana","IN","18","St. Joseph County, IN","264863","6.1-8"
"18059","2000","Indiana","IN","18","Hancock County, IN","55710","4.1-6"
"18105","2004","Indiana","IN","18","Monroe County, IN","126359","8.1-10"
"18157","2003","Indiana","IN","18","Tippecanoe County, IN","154040","6.1-8"
"18075","2004","Indiana","IN","18","Jay County, IN","21651","8.1-10"
"18135","2007","Indiana","IN","18","Randolph County, IN","26223","8.1-10"
"18175","2009","Indiana","IN","18","Washington County, IN","28144","10.1-12"
"18171","2000","Indiana","IN","18","Warren County, IN","8435","2.1-4"
"18171","2007","Indiana","IN","18","Warren County, IN","8554","6.1-8"
"18015","2000","Indiana","IN","18","Carroll County, IN","20150","2.1-4"
"18095","2000","Indiana","IN","18","Madison County, IN","133213","10.1-12"
"18101","2001","Indiana","IN","18","Martin County, IN","10311","2.1-4"
"18037","1999","Indiana","IN","18","Dubois County, IN","39592","2.1-4"
"18161","2003","Indiana","IN","18","Union County, IN","7293","6.1-8"
"18183","2006","Indiana","IN","18","Whitley County, IN","32597","4.1-6"
"18091","2004","Indiana","IN","18","La Porte County, IN","108914","6.1-8"
"18053","2006","Indiana","IN","18","Grant County, IN","70448","12.1-14"
"18045","2008","Indiana","IN","18","Fountain County, IN","17356","6.1-8"
"18037","2006","Indiana","IN","18","Dubois County, IN","41589","4.1-6"
"18145","2009","Indiana","IN","18","Shelby County, IN","44551","10.1-12"
"18001","2008","Indiana","IN","18","Adams County, IN","34214","6.1-8"
"18107","2000","Indiana","IN","18","Montgomery County, IN","37601","6.1-8"
"18095","2002","Indiana","IN","18","Madison County, IN","132433","12.1-14"
"18119","2004","Indiana","IN","18","Owen County, IN","22190","6.1-8"
"18145","2001","Indiana","IN","18","Shelby County, IN","43746","6.1-8"
"18153","2007","Indiana","IN","18","Sullivan County, IN","21558","14.1-16"
"18111","2006","Indiana","IN","18","Newton County, IN","14326","6.1-8"
"18017","1999","Indiana","IN","18","Cass County, IN","40729","2.1-4"
"18111","2007","Indiana","IN","18","Newton County, IN","14374","6.1-8"
"18083","2004","Indiana","IN","18","Knox County, IN","38712","6.1-8"
"18067","2003","Indiana","IN","18","Howard County, IN","84538","12.1-14"
"18169","2007","Indiana","IN","18","Wabash County, IN","33361","12.1-14"
"18165","2005","Indiana","IN","18","Vermillion County, IN","16603","6.1-8"
"18061","2004","Indiana","IN","18","Harrison County, IN","36736","4.1-6"
"18163","2005","Indiana","IN","18","Vanderburgh County, IN","175769","12.1-14"
"18097","2002","Indiana","IN","18","Marion County, IN","866210","8.1-10"
"18141","2000","Indiana","IN","18","St. Joseph County, IN","265845","4.1-6"
"18001","1999","Indiana","IN","18","Adams County, IN","33544","2.1-4"
"18043","2003","Indiana","IN","18","Floyd County, IN","71219","6.1-8"
"18069","2001","Indiana","IN","18","Huntington County, IN","37877","4.1-6"
"18133","2001","Indiana","IN","18","Putnam County, IN","36382","2.1-4"
"18029","2007","Indiana","IN","18","Dearborn County, IN","49348","10.1-12"
"18095","2004","Indiana","IN","18","Madison County, IN","131366","14.1-16"
"18103","2009","Indiana","IN","18","Miami County, IN","37127","6.1-8"
"18135","2008","Indiana","IN","18","Randolph County, IN","26300","8.1-10"
"18165","2002","Indiana","IN","18","Vermillion County, IN","16556","4.1-6"
"18167","2009","Indiana","IN","18","Vigo County, IN","107429","10.1-12"
"18027","1999","Indiana","IN","18","Daviess County, IN","29840","4.1-6"
"18129","2002","Indiana","IN","18","Posey County, IN","26908","4.1-6"
"18107","2009","Indiana","IN","18","Montgomery County, IN","38180","12.1-14"
"18103","2002","Indiana","IN","18","Miami County, IN","37019","4.1-6"
"18117","2002","Indiana","IN","18","Orange County, IN","19439","4.1-6"
"18017","2005","Indiana","IN","18","Cass County, IN","39637","2.1-4"
"18085","2003","Indiana","IN","18","Kosciusko County, IN","75176","4.1-6"
"18165","2001","Indiana","IN","18","Vermillion County, IN","16639","4.1-6"
"18047","2002","Indiana","IN","18","Franklin County, IN","22475","6.1-8"
"18175","2004","Indiana","IN","18","Washington County, IN","27854","6.1-8"
"18167","2005","Indiana","IN","18","Vigo County, IN","105245","8.1-10"
"18159","2003","Indiana","IN","18","Tipton County, IN","16511","8.1-10"
"18009","2001","Indiana","IN","18","Blackford County, IN","13735","6.1-8"
"18001","2007","Indiana","IN","18","Adams County, IN","33962","6.1-8"
"18183","2008","Indiana","IN","18","Whitley County, IN","33047","6.1-8"
"18023","2002","Indiana","IN","18","Clinton County, IN","33610","4.1-6"
"18183","2000","Indiana","IN","18","Whitley County, IN","30634","2.1-4"
"18159","2005","Indiana","IN","18","Tipton County, IN","16411","10.1-12"
"18031","2008","Indiana","IN","18","Decatur County, IN","25600","10.1-12"
"18127","2008","Indiana","IN","18","Porter County, IN","162538","10.1-12"
"18065","1999","Indiana","IN","18","Henry County, IN","48529","10.1-12"
"18001","2003","Indiana","IN","18","Adams County, IN","33746","4.1-6"
"18013","2006","Indiana","IN","18","Brown County, IN","15329","8.1-10"
"18099","2008","Indiana","IN","18","Marshall County, IN","47012","6.1-8"
"18075","2002","Indiana","IN","18","Jay County, IN","21713","6.1-8"
"18051","2000","Indiana","IN","18","Gibson County, IN","32491","4.1-6"
"18049","2003","Indiana","IN","18","Fulton County, IN","20379","4.1-6"
"18055","2000","Indiana","IN","18","Greene County, IN","33191","6.1-8"
"18013","2000","Indiana","IN","18","Brown County, IN","14998","4.1-6"
"18101","2007","Indiana","IN","18","Martin County, IN","10334","4.1-6"
"18071","2007","Indiana","IN","18","Jackson County, IN","41693","8.1-10"
"18141","2003","Indiana","IN","18","St. Joseph County, IN","264762","6.1-8"
"18143","2004","Indiana","IN","18","Scott County, IN","23626","16.1-18"
"18035","2007","Indiana","IN","18","Delaware County, IN","117229","12.1-14"
"18167","2000","Indiana","IN","18","Vigo County, IN","105762","6.1-8"
"18089","2006","Indiana","IN","18","Lake County, IN","491432","4.1-6"
"18071","2002","Indiana","IN","18","Jackson County, IN","41335","6.1-8"
"18099","2003","Indiana","IN","18","Marshall County, IN","45923","4.1-6"
"18129","1999","Indiana","IN","18","Posey County, IN","26924","2.1-4"
"18113","2008","Indiana","IN","18","Noble County, IN","47561","6.1-8"
"18099","1999","Indiana","IN","18","Marshall County, IN","44922","2.1-4"
"18029","2003","Indiana","IN","18","Dearborn County, IN","47631","8.1-10"
"18181","2001","Indiana","IN","18","White County, IN","25351","4.1-6"
"18115","2000","Indiana","IN","18","Ohio County, IN","5582","2.1-4"
"18007","2009","Indiana","IN","18","Benton County, IN","8735","12.1-14"
"18013","1999","Indiana","IN","18","Brown County, IN","14857","4.1-6"
"18159","1999","Indiana","IN","18","Tipton County, IN","16559","4.1-6"
"18113","2005","Indiana","IN","18","Noble County, IN","47292","4.1-6"
"18119","1999","Indiana","IN","18","Owen County, IN","21445","4.1-6"
"18113","2002","Indiana","IN","18","Noble County, IN","46884","4.1-6"
"18161","2006","Indiana","IN","18","Union County, IN","7432","8.1-10"
"18037","2002","Indiana","IN","18","Dubois County, IN","40244","2.1-4"
"18027","2002","Indiana","IN","18","Daviess County, IN","29860","4.1-6"
"18061","2003","Indiana","IN","18","Harrison County, IN","35934","4.1-6"
"18139","2005","Indiana","IN","18","Rush County, IN","17826","6.1-8"
"18145","2002","Indiana","IN","18","Shelby County, IN","43577","6.1-8"
"18029","2006","Indiana","IN","18","Dearborn County, IN","48879","10.1-12"
"18183","2007","Indiana","IN","18","Whitley County, IN","32853","6.1-8"
"18017","2004","Indiana","IN","18","Cass County, IN","39921","2.1-4"
"18157","1999","Indiana","IN","18","Tippecanoe County, IN","147779","4.1-6"
"18097","2003","Indiana","IN","18","Marion County, IN","868576","8.1-10"
"18119","2008","Indiana","IN","18","Owen County, IN","21763","8.1-10"
"18075","2005","Indiana","IN","18","Jay County, IN","21595","8.1-10"
"18011","1999","Indiana","IN","18","Boone County, IN","45163","4.1-6"
"18001","2002","Indiana","IN","18","Adams County, IN","33523","2.1-4"
"18101","2004","Indiana","IN","18","Martin County, IN","10361","2.1-4"
"18151","2003","Indiana","IN","18","Steuben County, IN","33789","2.1-4"
"18125","2009","Indiana","IN","18","Pike County, IN","12836","6.1-8"
"18113","2009","Indiana","IN","18","Noble County, IN","47574","6.1-8"
"18017","2003","Indiana","IN","18","Cass County, IN","40218","2.1-4"
"18051","2007","Indiana","IN","18","Gibson County, IN","33290","6.1-8"
"18033","2005","Indiana","IN","18","De Kalb County, IN","41494","6.1-8"
"18105","2000","Indiana","IN","18","Monroe County, IN","120872","6.1-8"
"18043","2000","Indiana","IN","18","Floyd County, IN","70879","6.1-8"
"18035","2002","Indiana","IN","18","Delaware County, IN","119949","8.1-10"
"18061","2001","Indiana","IN","18","Harrison County, IN","34863","4.1-6"
"18043","2009","Indiana","IN","18","Floyd County, IN","74284","10.1-12"
"18047","2000","Indiana","IN","18","Franklin County, IN","22252","6.1-8"
"18183","2003","Indiana","IN","18","Whitley County, IN","31621","4.1-6"
"18083","2001","Indiana","IN","18","Knox County, IN","38840","4.1-6"
"18095","2005","Indiana","IN","18","Madison County, IN","130871","14.1-16"
"18087","2006","Indiana","IN","18","Lagrange County, IN","36613","2.1-4"
"18109","2008","Indiana","IN","18","Morgan County, IN","68964","10.1-12"
"18063","2007","Indiana","IN","18","Hendricks County, IN","137267","6.1-8"
"18121","2005","Indiana","IN","18","Parke County, IN","17396","6.1-8"
"18133","2003","Indiana","IN","18","Putnam County, IN","37145","4.1-6"
"18105","2001","Indiana","IN","18","Monroe County, IN","121696","6.1-8"
"18147","1999","Indiana","IN","18","Spencer County, IN","20378","2.1-4"
"18171","2005","Indiana","IN","18","Warren County, IN","8626","4.1-6"
"18037","2001","Indiana","IN","18","Dubois County, IN","40142","2.1-4"
"18123","2003","Indiana","IN","18","Perry County, IN","18963","4.1-6"
"18047","2006","Indiana","IN","18","Franklin County, IN","23122","10.1-12"
"18041","2007","Indiana","IN","18","Fayette County, IN","24413","14.1-16"
"18011","2006","Indiana","IN","18","Boone County, IN","52750","6.1-8"
"18007","2001","Indiana","IN","18","Benton County, IN","9313","4.1-6"
"18133","2005","Indiana","IN","18","Putnam County, IN","37780","4.1-6"
"18069","2007","Indiana","IN","18","Huntington County, IN","37447","8.1-10"
"18079","2001","Indiana","IN","18","Jennings County, IN","27932","6.1-8"
"18121","2003","Indiana","IN","18","Parke County, IN","17515","4.1-6"
"18137","2006","Indiana","IN","18","Ripley County, IN","28352","8.1-10"
"18153","2006","Indiana","IN","18","Sullivan County, IN","21540","12.1-14"
"18177","2009","Indiana","IN","18","Wayne County, IN","68984","14.1-16"
"18119","2001","Indiana","IN","18","Owen County, IN","21954","4.1-6"
"18033","2009","Indiana","IN","18","De Kalb County, IN","42053","8.1-10"
"18059","2005","Indiana","IN","18","Hancock County, IN","63045","8.1-10"
"18057","2009","Indiana","IN","18","Hamilton County, IN","269394","4.1-6"
"18145","2006","Indiana","IN","18","Shelby County, IN","43812","8.1-10"
"18111","2001","Indiana","IN","18","Newton County, IN","14358","2.1-4"
"18081","2003","Indiana","IN","18","Johnson County, IN","122202","6.1-8"
"18163","2004","Indiana","IN","18","Vanderburgh County, IN","175113","12.1-14"
"18049","2001","Indiana","IN","18","Fulton County, IN","20509","4.1-6"
"18101","2005","Indiana","IN","18","Martin County, IN","10323","4.1-6"
"18021","2001","Indiana","IN","18","Clay County, IN","26605","4.1-6"
"18037","2004","Indiana","IN","18","Dubois County, IN","40950","4.1-6"
"18059","2003","Indiana","IN","18","Hancock County, IN","59606","6.1-8"
"18019","2008","Indiana","IN","18","Clark County, IN","107406","12.1-14"
"18033","2002","Indiana","IN","18","De Kalb County, IN","40732","4.1-6"
"18005","2006","Indiana","IN","18","Bartholomew County, IN","74508","8.1-10"
"18089","2008","Indiana","IN","18","Lake County, IN","495479","4.1-6"
"18145","2003","Indiana","IN","18","Shelby County, IN","43385","6.1-8"
"18051","1999","Indiana","IN","18","Gibson County, IN","32294","2.1-4"
"18121","2004","Indiana","IN","18","Parke County, IN","17460","6.1-8"
"18147","2004","Indiana","IN","18","Spencer County, IN","20605","4.1-6"
"18167","1999","Indiana","IN","18","Vigo County, IN","106231","6.1-8"
"18137","2004","Indiana","IN","18","Ripley County, IN","27849","6.1-8"
"18001","2005","Indiana","IN","18","Adams County, IN","33867","4.1-6"
"18111","2005","Indiana","IN","18","Newton County, IN","14485","4.1-6"
"18063","2002","Indiana","IN","18","Hendricks County, IN","115206","4.1-6"
"18165","2007","Indiana","IN","18","Vermillion County, IN","16561","8.1-10"
"18153","2000","Indiana","IN","18","Sullivan County, IN","21756","8.1-10"
"18023","2005","Indiana","IN","18","Clinton County, IN","33237","6.1-8"
"18131","2006","Indiana","IN","18","Pulaski County, IN","13713","8.1-10"
"18015","2004","Indiana","IN","18","Carroll County, IN","20148","4.1-6"
"18045","2001","Indiana","IN","18","Fountain County, IN","17752","2.1-4"
"18063","2008","Indiana","IN","18","Hendricks County, IN","140710","6.1-8"
"18137","2009","Indiana","IN","18","Ripley County, IN","28716","10.1-12"
"18027","2013","Indiana","IN","18","Daviess County, IN","32303","12.1-14"
"18003","2004","Indiana","IN","18","Allen County, IN","340916","6.1-8"
"18115","1999","Indiana","IN","18","Ohio County, IN","5579","2.1-4"
"18085","2000","Indiana","IN","18","Kosciusko County, IN","74211","4.1-6"
"18067","2001","Indiana","IN","18","Howard County, IN","84909","10.1-12"
"18095","1999","Indiana","IN","18","Madison County, IN","133334","10.1-12"
"18181","2003","Indiana","IN","18","White County, IN","25060","6.1-8"
"18039","1999","Indiana","IN","18","Elkhart County, IN","180645","2.1-4"
"18099","2000","Indiana","IN","18","Marshall County, IN","45243","2.1-4"
"18055","2009","Indiana","IN","18","Greene County, IN","32995","12.1-14"
"18065","2003","Indiana","IN","18","Henry County, IN","48145","14.1-16"
"18083","2003","Indiana","IN","18","Knox County, IN","38580","6.1-8"
"18071","2000","Indiana","IN","18","Jackson County, IN","41428","4.1-6"
"18143","2003","Indiana","IN","18","Scott County, IN","23638","14.1-16"
"18033","2000","Indiana","IN","18","De Kalb County, IN","40537","4.1-6"
"18131","1999","Indiana","IN","18","Pulaski County, IN","13754","4.1-6"
"18169","2008","Indiana","IN","18","Wabash County, IN","33238","12.1-14"
"18119","2006","Indiana","IN","18","Owen County, IN","21871","8.1-10"
"18067","2002","Indiana","IN","18","Howard County, IN","84563","10.1-12"
"18119","2007","Indiana","IN","18","Owen County, IN","21838","8.1-10"
"18125","2004","Indiana","IN","18","Pike County, IN","13047","4.1-6"
"18085","2007","Indiana","IN","18","Kosciusko County, IN","76832","6.1-8"
"18141","2006","Indiana","IN","18","St. Joseph County, IN","265496","6.1-8"
"18179","2002","Indiana","IN","18","Wells County, IN","27745","4.1-6"
"18083","2009","Indiana","IN","18","Knox County, IN","38499","10.1-12"
"18027","2006","Indiana","IN","18","Daviess County, IN","30469","6.1-8"
"18043","2002","Indiana","IN","18","Floyd County, IN","71407","6.1-8"
"18073","2003","Indiana","IN","18","Jasper County, IN","31133","4.1-6"
"18037","2005","Indiana","IN","18","Dubois County, IN","41265","4.1-6"
"18093","2009","Indiana","IN","18","Lawrence County, IN","46138","10.1-12"
"18095","2007","Indiana","IN","18","Madison County, IN","131203","16.1-18"
"18057","2006","Indiana","IN","18","Hamilton County, IN","244738","4.1-6"
"18117","2009","Indiana","IN","18","Orange County, IN","19931","8.1-10"
"18151","2000","Indiana","IN","18","Steuben County, IN","33339","2.1-4"
"18021","1999","Indiana","IN","18","Clay County, IN","26496","4.1-6"
"18057","2004","Indiana","IN","18","Hamilton County, IN","225319","4.1-6"
"18059","2006","Indiana","IN","18","Hancock County, IN","65402","8.1-10"
"18113","2003","Indiana","IN","18","Noble County, IN","46917","4.1-6"
"18091","2007","Indiana","IN","18","La Porte County, IN","110846","8.1-10"
"18097","2000","Indiana","IN","18","Marion County, IN","860832","6.1-8"
"18077","2009","Indiana","IN","18","Jefferson County, IN","32558","8.1-10"
"18039","2006","Indiana","IN","18","Elkhart County, IN","195047","4.1-6"
"18093","2005","Indiana","IN","18","Lawrence County, IN","46233","8.1-10"
"18041","2000","Indiana","IN","18","Fayette County, IN","25556","8.1-10"
"18051","2001","Indiana","IN","18","Gibson County, IN","32647","4.1-6"
"18091","2000","Indiana","IN","18","La Porte County, IN","110121","4.1-6"
"18091","2009","Indiana","IN","18","La Porte County, IN","111465","8.1-10"
"18067","2004","Indiana","IN","18","Howard County, IN","84291","12.1-14"
"18043","2007","Indiana","IN","18","Floyd County, IN","72876","8.1-10"
"18075","2003","Indiana","IN","18","Jay County, IN","21681","6.1-8"
"18107","1999","Indiana","IN","18","Montgomery County, IN","37545","6.1-8"
"18151","1999","Indiana","IN","18","Steuben County, IN","32867","2.1-4"
"18063","2009","Indiana","IN","18","Hendricks County, IN","143944","6.1-8"
"18115","2003","Indiana","IN","18","Ohio County, IN","5779","4.1-6"
"18025","2008","Indiana","IN","18","Crawford County, IN","10792","12.1-14"
"18183","2002","Indiana","IN","18","Whitley County, IN","31278","2.1-4"
"18005","1999","Indiana","IN","18","Bartholomew County, IN","70639","6.1-8"
"18181","2007","Indiana","IN","18","White County, IN","24762","8.1-10"
"18023","2001","Indiana","IN","18","Clinton County, IN","33809","4.1-6"
"18131","2009","Indiana","IN","18","Pulaski County, IN","13548","12.1-14"
"18017","2007","Indiana","IN","18","Cass County, IN","39033","4.1-6"
"18143","2006","Indiana","IN","18","Scott County, IN","23982","18.1-20"
"18041","2003","Indiana","IN","18","Fayette County, IN","24953","10.1-12"
"18113","2004","Indiana","IN","18","Noble County, IN","46996","4.1-6"
"18051","2008","Indiana","IN","18","Gibson County, IN","33331","6.1-8"
