"state","year","month","period","indicator","data_value","percent_complete","percent_pending_investigation","state_name","footnote","footnote_symbol","predicted_value"
"IN","2015","January","12 month-ending","Cocaine (T40.5)",,"100","0.033776177","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","February","12 month-ending","Cocaine (T40.5)",,"100","0.033666255","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","March","12 month-ending","Cocaine (T40.5)",,"100","0.030213402","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","April","12 month-ending","Cocaine (T40.5)",,"100","0.029990214","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","May","12 month-ending","Cocaine (T40.5)",,"100","0.031500528","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","June","12 month-ending","Cocaine (T40.5)",,"100","0.033062015","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","July","12 month-ending","Cocaine (T40.5)",,"100","0.03303445","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","August","12 month-ending","Cocaine (T40.5)",,"100","0.028260119","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","September","12 month-ending","Cocaine (T40.5)",,"100","0.025063834","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","October","12 month-ending","Cocaine (T40.5)",,"100","0.02350029","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","November","12 month-ending","Cocaine (T40.5)",,"100","0.025135496","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","December","12 month-ending","Cocaine (T40.5)",,"100","0.01738993","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","January","12 month-ending","Cocaine (T40.5)",,"100","0.017569078","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","February","12 month-ending","Cocaine (T40.5)",,"100","0.015907609","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","March","12 month-ending","Cocaine (T40.5)",,"100","0.015881082","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","April","12 month-ending","Cocaine (T40.5)",,"100","0.0143287","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","May","12 month-ending","Cocaine (T40.5)",,"100","0.012773023","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","June","12 month-ending","Cocaine (T40.5)",,"100","0.009577321","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","July","12 month-ending","Cocaine (T40.5)",,"100","0.009554901","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","August","12 month-ending","Cocaine (T40.5)",,"100","0.009533949","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","September","12 month-ending","Cocaine (T40.5)",,"100","0.009540316","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","October","12 month-ending","Cocaine (T40.5)",,"100","0.004747962","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","November","12 month-ending","Cocaine (T40.5)",,"100","0.004718465","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","December","12 month-ending","Cocaine (T40.5)",,"100","0.006245023","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","January","12 month-ending","Cocaine (T40.5)",,"100","0.006200974","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","February","12 month-ending","Cocaine (T40.5)",,"100","0.007718074","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","March","12 month-ending","Cocaine (T40.5)",,"100","0.00768238","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","April","12 month-ending","Cocaine (T40.5)",,"100","0.010716309","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","May","12 month-ending","Cocaine (T40.5)",,"100","0.016779035","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","June","12 month-ending","Cocaine (T40.5)",,"100","0.01670032","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","July","12 month-ending","Cocaine (T40.5)",,"100","0.019723567","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","August","12 month-ending","Cocaine (T40.5)",,"100","0.021241409","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","September","12 month-ending","Cocaine (T40.5)",,"100","0.019679973","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","October","12 month-ending","Cocaine (T40.5)",,"100","0.02423508","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","November","12 month-ending","Cocaine (T40.5)",,"100","0.025756015","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","December","12 month-ending","Cocaine (T40.5)",,"100","0.030278716","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","January","12 month-ending","Cocaine (T40.5)",,"100","0.030018762","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","February","12 month-ending","Cocaine (T40.5)",,"100","0.028570999","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","March","12 month-ending","Cocaine (T40.5)",,"100","0.028701773","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","April","12 month-ending","Cocaine (T40.5)",,"100","0.028706544","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","May","12 month-ending","Cocaine (T40.5)",,"100","0.022651083","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","June","12 month-ending","Cocaine (T40.5)",,"100","0.02420758","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","July","12 month-ending","Cocaine (T40.5)",,"100","0.021173944","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","August","12 month-ending","Cocaine (T40.5)",,"100","0.019629753","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","September","12 month-ending","Cocaine (T40.5)",,"100","0.019621457","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","October","12 month-ending","Cocaine (T40.5)",,"100","0.016586248","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","November","12 month-ending","Cocaine (T40.5)",,"100","0.013569135","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","December","12 month-ending","Cocaine (T40.5)",,"100","0.007549905","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2019","January","12 month-ending","Cocaine (T40.5)",,"100","0.007657554","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2019","February","12 month-ending","Cocaine (T40.5)",,"100","0.007661544","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2019","March","12 month-ending","Cocaine (T40.5)","242","100","0.007645961","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","242"
"IN","2019","April","12 month-ending","Cocaine (T40.5)","239","100","0.004586455","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","239"
"IN","2019","May","12 month-ending","Cocaine (T40.5)","243","100","0.004567392","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","243"
"IN","2019","June","12 month-ending","Cocaine (T40.5)","252","100","0.003035132","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","252"
"IN","2019","July","12 month-ending","Cocaine (T40.5)","256","100","0.003031773","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","256"
"IN","2019","August","12 month-ending","Cocaine (T40.5)","261","100","0.003033428","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","261"
"IN","2019","September","12 month-ending","Cocaine (T40.5)","253","100","0.003029339","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","253"
"IN","2019","October","12 month-ending","Cocaine (T40.5)","261","100","0.00302092","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","261"
"IN","2019","November","12 month-ending","Cocaine (T40.5)","260","100","0.003011141","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","260"
"IN","2019","December","12 month-ending","Cocaine (T40.5)","269","100","0.001503398","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","269"
"IN","2020","January","12 month-ending","Cocaine (T40.5)","279","100","0.002989581","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","279"
"IN","2020","February","12 month-ending","Cocaine (T40.5)","277","100","0.002971327","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","277"
"IN","2020","March","12 month-ending","Cocaine (T40.5)","278","100","0.005911476","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","278"
"IN","2020","April","12 month-ending","Cocaine (T40.5)","297","100","0.007253841","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","297"
"IN","2020","May","12 month-ending","Cocaine (T40.5)","305","100","0.010008293","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","305"
"IN","2020","June","12 month-ending","Cocaine (T40.5)","297","100","0.011324868","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","297"
"IN","2020","July","12 month-ending","Cocaine (T40.5)","288","100","0.015414798","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","288"
"IN","2020","August","12 month-ending","Cocaine (T40.5)","286","100","0.019416668","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","286"
"IN","2020","September","12 month-ending","Cocaine (T40.5)","286","100","0.023364807","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","286"
"IN","2020","October","12 month-ending","Cocaine (T40.5)","286","100","0.029802222","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","286"
"IN","2020","November","12 month-ending","Cocaine (T40.5)","293","100","0.038118272","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","293"
"IN","2020","December","12 month-ending","Cocaine (T40.5)","294","100","0.055594163","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","294"
"IN","2021","January","12 month-ending","Cocaine (T40.5)","300","100","0.053076591","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","300"
"IN","2021","February","12 month-ending","Cocaine (T40.5)","311","100","0.052964145","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","311"
"IN","2021","March","12 month-ending","Cocaine (T40.5)","326","100","0.050717467","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","326"
"IN","2021","April","12 month-ending","Cocaine (T40.5)","325","100","0.050071978","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","325"
"IN","2021","May","12 month-ending","Cocaine (T40.5)","336","100","0.04801314","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","336"
"IN","2021","June","12 month-ending","Cocaine (T40.5)","338","100","0.046865698","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","338"
"IN","2021","July","12 month-ending","Cocaine (T40.5)","359","100","0.044439366","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","359"
"IN","2021","August","12 month-ending","Cocaine (T40.5)","384","100","0.040359706","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","384"
"IN","2021","September","12 month-ending","Cocaine (T40.5)","403","100","0.035967654","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","403"
"IN","2021","October","12 month-ending","Cocaine (T40.5)","408","100","0.028377195","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","408"
"IN","2021","November","12 month-ending","Cocaine (T40.5)","415","100","0.021171665","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","415"
"IN","2021","December","12 month-ending","Cocaine (T40.5)","423","100","0.002520415","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","423"
"IN","2022","January","12 month-ending","Cocaine (T40.5)","428","100","0.002500344","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","428"
"IN","2022","February","12 month-ending","Cocaine (T40.5)","446","100","0.003716275","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","446"
"IN","2022","March","12 month-ending","Cocaine (T40.5)","439","100","0.004942177","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","439"
"IN","2022","April","12 month-ending","Cocaine (T40.5)","441","100","0.004952579","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","441"
"IN","2022","May","12 month-ending","Cocaine (T40.5)","440","100","0.004963949","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","440"
"IN","2022","June","12 month-ending","Cocaine (T40.5)","458","100","0.004968142","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","458"
"IN","2022","July","12 month-ending","Cocaine (T40.5)","460","100","0.003715078","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","460"
"IN","2022","August","12 month-ending","Cocaine (T40.5)","452","100","0.004978902","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","452"
"IN","2022","September","12 month-ending","Cocaine (T40.5)","445","100","0.005068359","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","445"
"IN","2022","October","12 month-ending","Cocaine (T40.5)","454","100","0.005120131","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","454"
"IN","2022","November","12 month-ending","Cocaine (T40.5)","465","100","0.005188875","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","465"
"IN","2022","December","12 month-ending","Cocaine (T40.5)","472","100","0.006571079","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","472"
"IN","2023","January","12 month-ending","Cocaine (T40.5)","486","100","0.006779385","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","486"
"IN","2023","February","12 month-ending","Cocaine (T40.5)","472","100","0.005517926","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","472"
"IN","2023","March","12 month-ending","Cocaine (T40.5)","480","100","0.004141873","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","480"
"IN","2023","April","12 month-ending","Cocaine (T40.5)","479","100","0.004131435","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","479"
"IN","2023","May","12 month-ending","Cocaine (T40.5)","472","100","0.004124845","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","472"
"IN","2023","June","12 month-ending","Cocaine (T40.5)","473","100","0.00413098","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","473"
"IN","2023","July","12 month-ending","Cocaine (T40.5)","468","100","0.004159445","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","468"
"IN","2023","August","12 month-ending","Cocaine (T40.5)","472","100","0.00278905","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","472"
"IN","2023","September","12 month-ending","Cocaine (T40.5)","476","100","0.002797203","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","476"
"IN","2023","October","12 month-ending","Cocaine (T40.5)","473","100","0.002812148","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","473"
"IN","2023","November","12 month-ending","Cocaine (T40.5)","462","100","0.001408689","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","462"
"IN","2023","December","12 month-ending","Cocaine (T40.5)","462","100","0.001420515","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","462"
"IN","2024","January","12 month-ending","Cocaine (T40.5)","447","100","0.001415028","Indiana","Underreported due to incomplete data.","*","447"
"IN","2024","February","12 month-ending","Cocaine (T40.5)","440","100","0.001408768","Indiana","Underreported due to incomplete data.","*","440"
"IN","2024","March","12 month-ending","Cocaine (T40.5)","441","100","0.001408193","Indiana","Underreported due to incomplete data.","*","441"
"IN","2024","April","12 month-ending","Cocaine (T40.5)","436","100","0.001412689","Indiana","Underreported due to incomplete data.","*","436"
"IN","2024","May","12 month-ending","Cocaine (T40.5)","432","100","0.001415749","Indiana","Underreported due to incomplete data.","*","432"
"IN","2024","June","12 month-ending","Cocaine (T40.5)","427","100","0.001416691","Indiana","Underreported due to incomplete data.","*","427"
"IN","2024","July","12 month-ending","Cocaine (T40.5)","428","100","0.001417635","Indiana","Underreported due to incomplete data.","*","428"
"IN","2024","August","12 month-ending","Cocaine (T40.5)","408","100","0.001416511","Indiana","Underreported due to incomplete data.","*","408"
"IN","2024","September","12 month-ending","Cocaine (T40.5)","403","100","0.001417856","Indiana","Underreported due to incomplete data.","*","403"
"IN","2024","October","12 month-ending","Cocaine (T40.5)","392","100","0.001418399","Indiana","Underreported due to incomplete data.","*","392"
"IN","2024","November","12 month-ending","Cocaine (T40.5)","383","100","0.001424015","Indiana","Underreported due to incomplete data.","*","383"
"IN","2024","December","12 month-ending","Cocaine (T40.5)","358","100","0","Indiana","Underreported due to incomplete data.","*","358"
"IN","2025","January","12 month-ending","Cocaine (T40.5)","346","100","0","Indiana","Underreported due to incomplete data.","*","346"
"IN","2025","February","12 month-ending","Cocaine (T40.5)","357","100","0","Indiana","Underreported due to incomplete data.","*","357"
"IN","2025","March","12 month-ending","Cocaine (T40.5)","354","100","0","Indiana","Underreported due to incomplete data.","*","354"
"IN","2025","April","12 month-ending","Cocaine (T40.5)","353","100","0","Indiana","Underreported due to incomplete data.","*","353"
"IN","2025","May","12 month-ending","Cocaine (T40.5)","350","100","0","Indiana","Underreported due to incomplete data.","*","350"
"IN","2025","June","12 month-ending","Cocaine (T40.5)","351","100","0","Indiana","Underreported due to incomplete data.","*","351"
"IN","2025","July","12 month-ending","Cocaine (T40.5)","334","100","0.001395634","Indiana","Underreported due to incomplete data.","*","334"
"IN","2025","August","12 month-ending","Cocaine (T40.5)","335","100","0.005591199","Indiana","Underreported due to incomplete data.","*","335"
"IN","2025","September","12 month-ending","Cocaine (T40.5)","338","100","0.00840089","Indiana","Underreported due to incomplete data.","*","338"
"IN","2025","October","12 month-ending","Cocaine (T40.5)","336","100","0.026690266","Indiana","Underreported due to incomplete data.","*","336"
"IN","2015","January","12 month-ending","Heroin (T40.1)",,"100","0.033776177","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","February","12 month-ending","Heroin (T40.1)",,"100","0.033666255","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","March","12 month-ending","Heroin (T40.1)",,"100","0.030213402","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","April","12 month-ending","Heroin (T40.1)",,"100","0.029990214","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","May","12 month-ending","Heroin (T40.1)",,"100","0.031500528","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","June","12 month-ending","Heroin (T40.1)",,"100","0.033062015","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","July","12 month-ending","Heroin (T40.1)",,"100","0.03303445","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","August","12 month-ending","Heroin (T40.1)",,"100","0.028260119","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","September","12 month-ending","Heroin (T40.1)",,"100","0.025063834","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","October","12 month-ending","Heroin (T40.1)",,"100","0.02350029","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","November","12 month-ending","Heroin (T40.1)",,"100","0.025135496","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2015","December","12 month-ending","Heroin (T40.1)",,"100","0.01738993","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","January","12 month-ending","Heroin (T40.1)",,"100","0.017569078","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","February","12 month-ending","Heroin (T40.1)",,"100","0.015907609","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","March","12 month-ending","Heroin (T40.1)",,"100","0.015881082","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","April","12 month-ending","Heroin (T40.1)",,"100","0.0143287","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","May","12 month-ending","Heroin (T40.1)",,"100","0.012773023","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","June","12 month-ending","Heroin (T40.1)",,"100","0.009577321","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","July","12 month-ending","Heroin (T40.1)",,"100","0.009554901","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","August","12 month-ending","Heroin (T40.1)",,"100","0.009533949","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","September","12 month-ending","Heroin (T40.1)",,"100","0.009540316","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","October","12 month-ending","Heroin (T40.1)",,"100","0.004747962","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","November","12 month-ending","Heroin (T40.1)",,"100","0.004718465","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2016","December","12 month-ending","Heroin (T40.1)",,"100","0.006245023","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","January","12 month-ending","Heroin (T40.1)",,"100","0.006200974","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","February","12 month-ending","Heroin (T40.1)",,"100","0.007718074","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","March","12 month-ending","Heroin (T40.1)",,"100","0.00768238","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","April","12 month-ending","Heroin (T40.1)",,"100","0.010716309","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","May","12 month-ending","Heroin (T40.1)",,"100","0.016779035","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","June","12 month-ending","Heroin (T40.1)",,"100","0.01670032","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","July","12 month-ending","Heroin (T40.1)",,"100","0.019723567","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","August","12 month-ending","Heroin (T40.1)",,"100","0.021241409","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","September","12 month-ending","Heroin (T40.1)",,"100","0.019679973","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","October","12 month-ending","Heroin (T40.1)",,"100","0.02423508","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","November","12 month-ending","Heroin (T40.1)",,"100","0.025756015","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2017","December","12 month-ending","Heroin (T40.1)",,"100","0.030278716","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","January","12 month-ending","Heroin (T40.1)",,"100","0.030018762","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","February","12 month-ending","Heroin (T40.1)",,"100","0.028570999","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","March","12 month-ending","Heroin (T40.1)",,"100","0.028701773","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","April","12 month-ending","Heroin (T40.1)",,"100","0.028706544","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","May","12 month-ending","Heroin (T40.1)",,"100","0.022651083","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","June","12 month-ending","Heroin (T40.1)",,"100","0.02420758","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","July","12 month-ending","Heroin (T40.1)",,"100","0.021173944","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","August","12 month-ending","Heroin (T40.1)",,"100","0.019629753","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","September","12 month-ending","Heroin (T40.1)",,"100","0.019621457","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","October","12 month-ending","Heroin (T40.1)",,"100","0.016586248","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","November","12 month-ending","Heroin (T40.1)",,"100","0.013569135","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2018","December","12 month-ending","Heroin (T40.1)",,"100","0.007549905","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2019","January","12 month-ending","Heroin (T40.1)",,"100","0.007657554","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2019","February","12 month-ending","Heroin (T40.1)",,"100","0.007661544","Indiana","Numbers may differ from published reports using final data. See Technical Notes. Data not shown due to low data quality.","**",
"IN","2019","March","12 month-ending","Heroin (T40.1)","302","100","0.007645961","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","302"
"IN","2019","April","12 month-ending","Heroin (T40.1)","311","100","0.004586455","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","311"
"IN","2019","May","12 month-ending","Heroin (T40.1)","301","100","0.004567392","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","301"
"IN","2019","June","12 month-ending","Heroin (T40.1)","290","100","0.003035132","Indiana","Numbers may differ from published reports using final data. See Technical Notes.","**","290"
