county_fips,county_short_raw,year,mh_events_total,self_harm_events,homicide_harm_events,county_name,total_pop,mh_events_per_100k,self_harm_per_100k
18169,WABASH,2020,2121.0,278.0,861.0,Wabash County,30901,6863.9,899.6
18169,WABASH,2021,2587.0,346.0,994.0,Wabash County,30901,8371.9,1119.7
18169,WABASH,2022,2519.0,321.0,976.0,Wabash County,30901,8151.8,1038.8
18169,WABASH,2023,2560.0,420.0,1079.0,Wabash County,30901,8284.5,1359.2
18169,WABASH,2024,2441.0,269.0,842.0,Wabash County,30901,7899.4,870.5
18171,WARREN,2017,829.0,90.0,229.0,Warren County,8469,9788.6,1062.7
18171,WARREN,2018,727.0,102.0,257.0,Warren County,8469,8584.2,1204.4
18171,WARREN,2019,760.0,71.0,294.0,Warren County,8469,8973.9,838.4
18171,WARREN,2020,744.0,75.0,347.0,Warren County,8469,8785.0,885.6
18171,WARREN,2021,1253.0,131.0,930.0,Warren County,8469,14795.1,1546.8
18171,WARREN,2022,1150.0,141.0,831.0,Warren County,8469,13578.9,1664.9
18171,WARREN,2023,1113.0,119.0,677.0,Warren County,8469,13142.0,1405.1
18171,WARREN,2024,1137.0,137.0,667.0,Warren County,8469,13425.4,1617.7
18173,WARRICK,2017,5688.0,959.0,2359.0,Warrick County,64650,8798.1,1483.4
18173,WARRICK,2018,7326.0,1159.0,2696.0,Warrick County,64650,11331.8,1792.7
18173,WARRICK,2019,7846.0,1141.0,2564.0,Warrick County,64650,12136.1,1764.9
18173,WARRICK,2020,7478.0,1137.0,2584.0,Warrick County,64650,11566.9,1758.7
18173,WARRICK,2021,9634.0,1772.0,3427.0,Warrick County,64650,14901.8,2740.9
18173,WARRICK,2022,9903.0,1760.0,3497.0,Warrick County,64650,15317.9,2722.4
18173,WARRICK,2023,10024.0,1277.0,3695.0,Warrick County,64650,15505.0,1975.3
18173,WARRICK,2024,9819.0,1001.0,3752.0,Warrick County,64650,15187.9,1548.3
18175,WASHINGTON,2017,992.0,217.0,549.0,Washington County,28167,3521.9,770.4
18175,WASHINGTON,2018,1110.0,175.0,555.0,Washington County,28167,3940.8,621.3
18175,WASHINGTON,2019,1046.0,160.0,485.0,Washington County,28167,3713.6,568.0
18175,WASHINGTON,2020,1021.0,179.0,536.0,Washington County,28167,3624.8,635.5
18175,WASHINGTON,2021,1574.0,233.0,1023.0,Washington County,28167,5588.1,827.2
18175,WASHINGTON,2022,1689.0,273.0,1015.0,Washington County,28167,5996.4,969.2
18175,WASHINGTON,2023,1765.0,212.0,902.0,Washington County,28167,6266.2,752.7
18175,WASHINGTON,2024,1644.0,216.0,855.0,Washington County,28167,5836.6,766.9
18177,WAYNE,2017,1585.0,264.0,682.0,Wayne County,66377,2387.9,397.7
18177,WAYNE,2018,5250.0,1221.0,1826.0,Wayne County,66377,7909.4,1839.5
18177,WAYNE,2019,6542.0,1558.0,2264.0,Wayne County,66377,9855.8,2347.2
18177,WAYNE,2020,6400.0,1695.0,2467.0,Wayne County,66377,9641.9,2553.6
18177,WAYNE,2021,7407.0,1563.0,2816.0,Wayne County,66377,11159.0,2354.7
18177,WAYNE,2022,7275.0,1577.0,2839.0,Wayne County,66377,10960.1,2375.8
18177,WAYNE,2023,6391.0,1436.0,2386.0,Wayne County,66377,9628.3,2163.4
18177,WAYNE,2024,6264.0,1157.0,2234.0,Wayne County,66377,9437.0,1743.1
18179,WELLS,2017,208.0,33.0,142.0,Wells County,28261,736.0,116.8
18179,WELLS,2018,470.0,55.0,283.0,Wells County,28261,1663.1,194.6
18179,WELLS,2019,295.0,47.0,174.0,Wells County,28261,1043.8,166.3
18179,WELLS,2020,350.0,38.0,264.0,Wells County,28261,1238.5,134.5
18179,WELLS,2021,370.0,42.0,250.0,Wells County,28261,1309.2,148.6
18179,WELLS,2022,880.0,102.0,465.0,Wells County,28261,3113.8,360.9
18179,WELLS,2023,927.0,112.0,477.0,Wells County,28261,3280.1,396.3
18179,WELLS,2024,1004.0,113.0,610.0,Wells County,28261,3552.6,399.8
18181,WHITE,2017,746.0,79.0,313.0,White County,24709,3019.1,319.7
18181,WHITE,2018,1078.0,158.0,612.0,White County,24709,4362.8,639.4
18181,WHITE,2019,918.0,125.0,563.0,White County,24709,3715.2,505.9
18181,WHITE,2020,843.0,106.0,531.0,White County,24709,3411.7,429.0
18181,WHITE,2021,849.0,77.0,449.0,White County,24709,3436.0,311.6
18181,WHITE,2022,834.0,75.0,474.0,White County,24709,3375.3,303.5
18181,WHITE,2023,1010.0,99.0,484.0,White County,24709,4087.6,400.7
18181,WHITE,2024,1220.0,152.0,524.0,White County,24709,4937.5,615.2
18183,WHITLEY,2017,856.0,102.0,461.0,Whitley County,34388,2489.2,296.6
18183,WHITLEY,2018,518.0,70.0,385.0,Whitley County,34388,1506.3,203.6
18183,WHITLEY,2019,1990.0,273.0,935.0,Whitley County,34388,5786.9,793.9
18183,WHITLEY,2020,1993.0,294.0,931.0,Whitley County,34388,5795.6,854.9
18183,WHITLEY,2021,2597.0,402.0,1210.0,Whitley County,34388,7552.1,1169.0
18183,WHITLEY,2022,2415.0,298.0,1113.0,Whitley County,34388,7022.8,866.6
18183,WHITLEY,2023,2560.0,323.0,1010.0,Whitley County,34388,7444.5,939.3
18183,WHITLEY,2024,2589.0,253.0,985.0,Whitley County,34388,7528.8,735.7
