county_fips,county_name,cdc_year,rate_range,overdose_rate_midpoint,overdose_rate_midpoint
18149,"Starke County, Indiana",2011,28.1-30,29.05,29.05
18151,"Steuben County, Indiana",2011,6.1-8,7.05,7.05
18153,"Sullivan County, Indiana",2011,18.1-20,19.05,19.05
18155,"Switzerland County, Indiana",2011,16.1-18,17.05,17.05
18157,"Tippecanoe County, Indiana",2011,10.1-12,11.05,11.05
18159,"Tipton County, Indiana",2011,16.1-18,17.05,17.05
18161,"Union County, Indiana",2011,16.1-18,17.05,17.05
18163,"Vanderburgh County, Indiana",2011,18.1-20,19.05,19.05
18165,"Vermillion County, Indiana",2011,12.1-14,13.05,13.05
18167,"Vigo County, Indiana",2011,12.1-14,13.05,13.05
18169,"Wabash County, Indiana",2011,14.1-16,15.05,15.05
18171,"Warren County, Indiana",2011,10.1-12,11.05,11.05
18173,"Warrick County, Indiana",2011,6.1-8,7.05,7.05
18175,"Washington County, Indiana",2011,12.1-14,13.05,13.05
18177,"Wayne County, Indiana",2011,16.1-18,17.05,17.05
18179,"Wells County, Indiana",2011,10.1-12,11.05,11.05
18181,"White County, Indiana",2011,10.1-12,11.05,11.05
18183,"Whitley County, Indiana",2011,8.1-10,9.05,9.05
18001,"Adams County, Indiana",2010,6.1-8,7.05,7.05
18003,"Allen County, Indiana",2010,8.1-10,9.05,9.05
18005,"Bartholomew County, Indiana",2010,10.1-12,11.05,11.05
18007,"Benton County, Indiana",2010,12.1-14,13.05,13.05
18009,"Blackford County, Indiana",2010,16.1-18,17.05,17.05
18011,"Boone County, Indiana",2010,8.1-10,9.05,9.05
18013,"Brown County, Indiana",2010,12.1-14,13.05,13.05
18015,"Carroll County, Indiana",2010,8.1-10,9.05,9.05
18017,"Cass County, Indiana",2010,4.1-6,5.05,5.05
18019,"Clark County, Indiana",2010,14.1-16,15.05,15.05
18021,"Clay County, Indiana",2010,10.1-12,11.05,11.05
18023,"Clinton County, Indiana",2010,10.1-12,11.05,11.05
18025,"Crawford County, Indiana",2010,14.1-16,15.05,15.05
18027,"Daviess County, Indiana",2010,8.1-10,9.05,9.05
18033,"DeKalb County, Indiana",2010,8.1-10,9.05,9.05
18029,"Dearborn County, Indiana",2010,12.1-14,13.05,13.05
18031,"Decatur County, Indiana",2010,12.1-14,13.05,13.05
18035,"Delaware County, Indiana",2010,14.1-16,15.05,15.05
18037,"Dubois County, Indiana",2010,6.1-8,7.05,7.05
18039,"Elkhart County, Indiana",2010,6.1-8,7.05,7.05
18041,"Fayette County, Indiana",2010,18.1-20,19.05,19.05
18043,"Floyd County, Indiana",2010,10.1-12,11.05,11.05
18045,"Fountain County, Indiana",2010,8.1-10,9.05,9.05
18047,"Franklin County, Indiana",2010,14.1-16,15.05,15.05
18049,"Fulton County, Indiana",2010,8.1-10,9.05,9.05
18051,"Gibson County, Indiana",2010,8.1-10,9.05,9.05
18053,"Grant County, Indiana",2010,16.1-18,17.05,17.05
18055,"Greene County, Indiana",2010,14.1-16,15.05,15.05
18057,"Hamilton County, Indiana",2010,6.1-8,7.05,7.05
18059,"Hancock County, Indiana",2010,10.1-12,11.05,11.05
18061,"Harrison County, Indiana",2010,8.1-10,9.05,9.05
18063,"Hendricks County, Indiana",2010,6.1-8,7.05,7.05
18065,"Henry County, Indiana",2010,20.1-22,21.05,21.05
18067,"Howard County, Indiana",2010,18.1-20,19.05,19.05
18069,"Huntington County, Indiana",2010,10.1-12,11.05,11.05
18071,"Jackson County, Indiana",2010,12.1-14,13.05,13.05
18073,"Jasper County, Indiana",2010,8.1-10,9.05,9.05
18075,"Jay County, Indiana",2010,12.1-14,13.05,13.05
18077,"Jefferson County, Indiana",2010,10.1-12,11.05,11.05
18079,"Jennings County, Indiana",2010,12.1-14,13.05,13.05
18081,"Johnson County, Indiana",2010,10.1-12,11.05,11.05
18083,"Knox County, Indiana",2010,10.1-12,11.05,11.05
18085,"Kosciusko County, Indiana",2010,8.1-10,9.05,9.05
18087,"LaGrange County, Indiana",2010,2.1-4,3.05,3.05
18091,"LaPorte County, Indiana",2010,8.1-10,9.05,9.05
18089,"Lake County, Indiana",2010,4.1-6,5.05,5.05
18093,"Lawrence County, Indiana",2010,10.1-12,11.05,11.05
18095,"Madison County, Indiana",2010,20.1-22,21.05,21.05
18097,"Marion County, Indiana",2010,12.1-14,13.05,13.05
18099,"Marshall County, Indiana",2010,6.1-8,7.05,7.05
18101,"Martin County, Indiana",2010,8.1-10,9.05,9.05
18103,"Miami County, Indiana",2010,8.1-10,9.05,9.05
18105,"Monroe County, Indiana",2010,12.1-14,13.05,13.05
18107,"Montgomery County, Indiana",2010,12.1-14,13.05,13.05
18109,"Morgan County, Indiana",2010,12.1-14,13.05,13.05
18111,"Newton County, Indiana",2010,8.1-10,9.05,9.05
18113,"Noble County, Indiana",2010,8.1-10,9.05,9.05
18115,"Ohio County, Indiana",2010,14.1-16,15.05,15.05
18117,"Orange County, Indiana",2010,8.1-10,9.05,9.05
18119,"Owen County, Indiana",2010,10.1-12,11.05,11.05
18121,"Parke County, Indiana",2010,8.1-10,9.05,9.05
18123,"Perry County, Indiana",2010,8.1-10,9.05,9.05
18125,"Pike County, Indiana",2010,6.1-8,7.05,7.05
18127,"Porter County, Indiana",2010,10.1-12,11.05,11.05
18129,"Posey County, Indiana",2010,8.1-10,9.05,9.05
18131,"Pulaski County, Indiana",2010,14.1-16,15.05,15.05
18133,"Putnam County, Indiana",2010,8.1-10,9.05,9.05
18135,"Randolph County, Indiana",2010,10.1-12,11.05,11.05
18137,"Ripley County, Indiana",2010,10.1-12,11.05,11.05
18139,"Rush County, Indiana",2010,10.1-12,11.05,11.05
18143,"Scott County, Indiana",2010,24.1-26,25.05,25.05
18145,"Shelby County, Indiana",2010,12.1-14,13.05,13.05
18147,"Spencer County, Indiana",2010,8.1-10,9.05,9.05
18141,"St. Joseph County, Indiana",2010,8.1-10,9.05,9.05
18149,"Starke County, Indiana",2010,26.1-28,27.05,27.05
18151,"Steuben County, Indiana",2010,6.1-8,7.05,7.05
18153,"Sullivan County, Indiana",2010,16.1-18,17.05,17.05
18155,"Switzerland County, Indiana",2010,14.1-16,15.05,15.05
18157,"Tippecanoe County, Indiana",2010,10.1-12,11.05,11.05
18159,"Tipton County, Indiana",2010,14.1-16,15.05,15.05
18161,"Union County, Indiana",2010,14.1-16,15.05,15.05
18163,"Vanderburgh County, Indiana",2010,16.1-18,17.05,17.05
18165,"Vermillion County, Indiana",2010,10.1-12,11.05,11.05
18167,"Vigo County, Indiana",2010,12.1-14,13.05,13.05
18169,"Wabash County, Indiana",2010,14.1-16,15.05,15.05
18171,"Warren County, Indiana",2010,8.1-10,9.05,9.05
18173,"Warrick County, Indiana",2010,4.1-6,5.05,5.05
18175,"Washington County, Indiana",2010,10.1-12,11.05,11.05
18177,"Wayne County, Indiana",2010,16.1-18,17.05,17.05
18179,"Wells County, Indiana",2010,8.1-10,9.05,9.05
18181,"White County, Indiana",2010,10.1-12,11.05,11.05
18183,"Whitley County, Indiana",2010,6.1-8,7.05,7.05
18001,"Adams County, Indiana",2009,6.1-8,7.05,7.05
18003,"Allen County, Indiana",2009,8.1-10,9.05,9.05
18005,"Bartholomew County, Indiana",2009,10.1-12,11.05,11.05
18007,"Benton County, Indiana",2009,12.1-14,13.05,13.05
18009,"Blackford County, Indiana",2009,16.1-18,17.05,17.05
18011,"Boone County, Indiana",2009,6.1-8,7.05,7.05
18013,"Brown County, Indiana",2009,12.1-14,13.05,13.05
18015,"Carroll County, Indiana",2009,8.1-10,9.05,9.05
18017,"Cass County, Indiana",2009,4.1-6,5.05,5.05
18019,"Clark County, Indiana",2009,12.1-14,13.05,13.05
18021,"Clay County, Indiana",2009,8.1-10,9.05,9.05
18023,"Clinton County, Indiana",2009,10.1-12,11.05,11.05
18025,"Crawford County, Indiana",2009,12.1-14,13.05,13.05
18027,"Daviess County, Indiana",2009,8.1-10,9.05,9.05
18033,"DeKalb County, Indiana",2009,8.1-10,9.05,9.05
18029,"Dearborn County, Indiana",2009,12.1-14,13.05,13.05
18031,"Decatur County, Indiana",2009,10.1-12,11.05,11.05
18035,"Delaware County, Indiana",2009,14.1-16,15.05,15.05
18037,"Dubois County, Indiana",2009,6.1-8,7.05,7.05
18039,"Elkhart County, Indiana",2009,6.1-8,7.05,7.05
18041,"Fayette County, Indiana",2009,16.1-18,17.05,17.05
18043,"Floyd County, Indiana",2009,10.1-12,11.05,11.05
18045,"Fountain County, Indiana",2009,8.1-10,9.05,9.05
18047,"Franklin County, Indiana",2009,12.1-14,13.05,13.05
18049,"Fulton County, Indiana",2009,8.1-10,9.05,9.05
18051,"Gibson County, Indiana",2009,6.1-8,7.05,7.05
18053,"Grant County, Indiana",2009,14.1-16,15.05,15.05
18055,"Greene County, Indiana",2009,12.1-14,13.05,13.05
18057,"Hamilton County, Indiana",2009,4.1-6,5.05,5.05
18059,"Hancock County, Indiana",2009,10.1-12,11.05,11.05
18061,"Harrison County, Indiana",2009,6.1-8,7.05,7.05
18063,"Hendricks County, Indiana",2009,6.1-8,7.05,7.05
18065,"Henry County, Indiana",2009,20.1-22,21.05,21.05
18067,"Howard County, Indiana",2009,18.1-20,19.05,19.05
18069,"Huntington County, Indiana",2009,8.1-10,9.05,9.05
18071,"Jackson County, Indiana",2009,10.1-12,11.05,11.05
18073,"Jasper County, Indiana",2009,8.1-10,9.05,9.05
18075,"Jay County, Indiana",2009,10.1-12,11.05,11.05
18077,"Jefferson County, Indiana",2009,8.1-10,9.05,9.05
18079,"Jennings County, Indiana",2009,12.1-14,13.05,13.05
18081,"Johnson County, Indiana",2009,8.1-10,9.05,9.05
18083,"Knox County, Indiana",2009,10.1-12,11.05,11.05
18085,"Kosciusko County, Indiana",2009,6.1-8,7.05,7.05
18087,"LaGrange County, Indiana",2009,2.1-4,3.05,3.05
18091,"LaPorte County, Indiana",2009,8.1-10,9.05,9.05
18089,"Lake County, Indiana",2009,4.1-6,5.05,5.05
18093,"Lawrence County, Indiana",2009,10.1-12,11.05,11.05
18095,"Madison County, Indiana",2009,20.1-22,21.05,21.05
18097,"Marion County, Indiana",2009,12.1-14,13.05,13.05
18099,"Marshall County, Indiana",2009,6.1-8,7.05,7.05
18101,"Martin County, Indiana",2009,6.1-8,7.05,7.05
18103,"Miami County, Indiana",2009,6.1-8,7.05,7.05
18105,"Monroe County, Indiana",2009,10.1-12,11.05,11.05
18107,"Montgomery County, Indiana",2009,12.1-14,13.05,13.05
18109,"Morgan County, Indiana",2009,12.1-14,13.05,13.05
18111,"Newton County, Indiana",2009,8.1-10,9.05,9.05
18113,"Noble County, Indiana",2009,6.1-8,7.05,7.05
18115,"Ohio County, Indiana",2009,12.1-14,13.05,13.05
18117,"Orange County, Indiana",2009,8.1-10,9.05,9.05
18119,"Owen County, Indiana",2009,10.1-12,11.05,11.05
18121,"Parke County, Indiana",2009,8.1-10,9.05,9.05
18123,"Perry County, Indiana",2009,8.1-10,9.05,9.05
18125,"Pike County, Indiana",2009,6.1-8,7.05,7.05
18127,"Porter County, Indiana",2009,10.1-12,11.05,11.05
18129,"Posey County, Indiana",2009,6.1-8,7.05,7.05
18131,"Pulaski County, Indiana",2009,12.1-14,13.05,13.05
18133,"Putnam County, Indiana",2009,6.1-8,7.05,7.05
18135,"Randolph County, Indiana",2009,8.1-10,9.05,9.05
18137,"Ripley County, Indiana",2009,10.1-12,11.05,11.05
18139,"Rush County, Indiana",2009,8.1-10,9.05,9.05
18143,"Scott County, Indiana",2009,22.1-24,23.05,23.05
18145,"Shelby County, Indiana",2009,10.1-12,11.05,11.05
18147,"Spencer County, Indiana",2009,6.1-8,7.05,7.05
18141,"St. Joseph County, Indiana",2009,8.1-10,9.05,9.05
18149,"Starke County, Indiana",2009,24.1-26,25.05,25.05
18151,"Steuben County, Indiana",2009,4.1-6,5.05,5.05
18153,"Sullivan County, Indiana",2009,16.1-18,17.05,17.05
18155,"Switzerland County, Indiana",2009,12.1-14,13.05,13.05
18157,"Tippecanoe County, Indiana",2009,10.1-12,11.05,11.05
18159,"Tipton County, Indiana",2009,12.1-14,13.05,13.05
18161,"Union County, Indiana",2009,14.1-16,15.05,15.05
18163,"Vanderburgh County, Indiana",2009,16.1-18,17.05,17.05
18165,"Vermillion County, Indiana",2009,10.1-12,11.05,11.05
18167,"Vigo County, Indiana",2009,10.1-12,11.05,11.05
18169,"Wabash County, Indiana",2009,12.1-14,13.05,13.05
18171,"Warren County, Indiana",2009,6.1-8,7.05,7.05
18173,"Warrick County, Indiana",2009,4.1-6,5.05,5.05
18175,"Washington County, Indiana",2009,10.1-12,11.05,11.05
18177,"Wayne County, Indiana",2009,14.1-16,15.05,15.05
18179,"Wells County, Indiana",2009,8.1-10,9.05,9.05
18181,"White County, Indiana",2009,8.1-10,9.05,9.05
18183,"Whitley County, Indiana",2009,6.1-8,7.05,7.05
18001,"Adams County, Indiana",2008,6.1-8,7.05,7.05
18003,"Allen County, Indiana",2008,6.1-8,7.05,7.05
18005,"Bartholomew County, Indiana",2008,10.1-12,11.05,11.05
18007,"Benton County, Indiana",2008,10.1-12,11.05,11.05
18009,"Blackford County, Indiana",2008,14.1-16,15.05,15.05
18011,"Boone County, Indiana",2008,6.1-8,7.05,7.05
18013,"Brown County, Indiana",2008,10.1-12,11.05,11.05
18015,"Carroll County, Indiana",2008,6.1-8,7.05,7.05
18017,"Cass County, Indiana",2008,4.1-6,5.05,5.05
18019,"Clark County, Indiana",2008,12.1-14,13.05,13.05
18021,"Clay County, Indiana",2008,8.1-10,9.05,9.05
18023,"Clinton County, Indiana",2008,8.1-10,9.05,9.05
18025,"Crawford County, Indiana",2008,12.1-14,13.05,13.05
18027,"Daviess County, Indiana",2008,8.1-10,9.05,9.05
18033,"DeKalb County, Indiana",2008,8.1-10,9.05,9.05
18029,"Dearborn County, Indiana",2008,12.1-14,13.05,13.05
18031,"Decatur County, Indiana",2008,10.1-12,11.05,11.05
18035,"Delaware County, Indiana",2008,12.1-14,13.05,13.05
18037,"Dubois County, Indiana",2008,4.1-6,5.05,5.05
18039,"Elkhart County, Indiana",2008,6.1-8,7.05,7.05
18041,"Fayette County, Indiana",2008,16.1-18,17.05,17.05
18043,"Floyd County, Indiana",2008,10.1-12,11.05,11.05
18045,"Fountain County, Indiana",2008,6.1-8,7.05,7.05
18047,"Franklin County, Indiana",2008,12.1-14,13.05,13.05
18049,"Fulton County, Indiana",2008,8.1-10,9.05,9.05
18051,"Gibson County, Indiana",2008,6.1-8,7.05,7.05
18053,"Grant County, Indiana",2008,14.1-16,15.05,15.05
18055,"Greene County, Indiana",2008,12.1-14,13.05,13.05
18057,"Hamilton County, Indiana",2008,4.1-6,5.05,5.05
18059,"Hancock County, Indiana",2008,10.1-12,11.05,11.05
18061,"Harrison County, Indiana",2008,6.1-8,7.05,7.05
18063,"Hendricks County, Indiana",2008,6.1-8,7.05,7.05
18065,"Henry County, Indiana",2008,18.1-20,19.05,19.05
18067,"Howard County, Indiana",2008,16.1-18,17.05,17.05
18069,"Huntington County, Indiana",2008,8.1-10,9.05,9.05
18071,"Jackson County, Indiana",2008,10.1-12,11.05,11.05
18073,"Jasper County, Indiana",2008,8.1-10,9.05,9.05
18075,"Jay County, Indiana",2008,10.1-12,11.05,11.05
18077,"Jefferson County, Indiana",2008,8.1-10,9.05,9.05
18079,"Jennings County, Indiana",2008,10.1-12,11.05,11.05
18081,"Johnson County, Indiana",2008,8.1-10,9.05,9.05
18083,"Knox County, Indiana",2008,8.1-10,9.05,9.05
18085,"Kosciusko County, Indiana",2008,6.1-8,7.05,7.05
18087,"LaGrange County, Indiana",2008,2.1-4,3.05,3.05
18091,"LaPorte County, Indiana",2008,8.1-10,9.05,9.05
18089,"Lake County, Indiana",2008,4.1-6,5.05,5.05
18093,"Lawrence County, Indiana",2008,10.1-12,11.05,11.05
18095,"Madison County, Indiana",2008,18.1-20,19.05,19.05
18097,"Marion County, Indiana",2008,12.1-14,13.05,13.05
18099,"Marshall County, Indiana",2008,6.1-8,7.05,7.05
18101,"Martin County, Indiana",2008,6.1-8,7.05,7.05
18103,"Miami County, Indiana",2008,6.1-8,7.05,7.05
18105,"Monroe County, Indiana",2008,10.1-12,11.05,11.05
18107,"Montgomery County, Indiana",2008,10.1-12,11.05,11.05
18109,"Morgan County, Indiana",2008,10.1-12,11.05,11.05
18111,"Newton County, Indiana",2008,8.1-10,9.05,9.05
18113,"Noble County, Indiana",2008,6.1-8,7.05,7.05
18115,"Ohio County, Indiana",2008,10.1-12,11.05,11.05
18117,"Orange County, Indiana",2008,6.1-8,7.05,7.05
18119,"Owen County, Indiana",2008,8.1-10,9.05,9.05
18121,"Parke County, Indiana",2008,8.1-10,9.05,9.05
18123,"Perry County, Indiana",2008,6.1-8,7.05,7.05
18125,"Pike County, Indiana",2008,6.1-8,7.05,7.05
18127,"Porter County, Indiana",2008,10.1-12,11.05,11.05
18129,"Posey County, Indiana",2008,6.1-8,7.05,7.05
18131,"Pulaski County, Indiana",2008,10.1-12,11.05,11.05
18133,"Putnam County, Indiana",2008,6.1-8,7.05,7.05
18135,"Randolph County, Indiana",2008,8.1-10,9.05,9.05
18137,"Ripley County, Indiana",2008,10.1-12,11.05,11.05
18139,"Rush County, Indiana",2008,8.1-10,9.05,9.05
18143,"Scott County, Indiana",2008,20.1-22,21.05,21.05
18145,"Shelby County, Indiana",2008,10.1-12,11.05,11.05
18147,"Spencer County, Indiana",2008,6.1-8,7.05,7.05
18141,"St. Joseph County, Indiana",2008,8.1-10,9.05,9.05
18149,"Starke County, Indiana",2008,22.1-24,23.05,23.05
18151,"Steuben County, Indiana",2008,4.1-6,5.05,5.05
18153,"Sullivan County, Indiana",2008,14.1-16,15.05,15.05
18155,"Switzerland County, Indiana",2008,10.1-12,11.05,11.05
18157,"Tippecanoe County, Indiana",2008,8.1-10,9.05,9.05
18159,"Tipton County, Indiana",2008,12.1-14,13.05,13.05
18161,"Union County, Indiana",2008,12.1-14,13.05,13.05
18163,"Vanderburgh County, Indiana",2008,14.1-16,15.05,15.05
18165,"Vermillion County, Indiana",2008,10.1-12,11.05,11.05
18167,"Vigo County, Indiana",2008,10.1-12,11.05,11.05
18169,"Wabash County, Indiana",2008,12.1-14,13.05,13.05
18171,"Warren County, Indiana",2008,6.1-8,7.05,7.05
18173,"Warrick County, Indiana",2008,4.1-6,5.05,5.05
18175,"Washington County, Indiana",2008,10.1-12,11.05,11.05
18177,"Wayne County, Indiana",2008,14.1-16,15.05,15.05
18179,"Wells County, Indiana",2008,8.1-10,9.05,9.05
18181,"White County, Indiana",2008,8.1-10,9.05,9.05
18183,"Whitley County, Indiana",2008,6.1-8,7.05,7.05
18001,"Adams County, Indiana",2007,6.1-8,7.05,7.05
18003,"Allen County, Indiana",2007,6.1-8,7.05,7.05
18005,"Bartholomew County, Indiana",2007,8.1-10,9.05,9.05
18007,"Benton County, Indiana",2007,10.1-12,11.05,11.05
18009,"Blackford County, Indiana",2007,12.1-14,13.05,13.05
18011,"Boone County, Indiana",2007,6.1-8,7.05,7.05
18013,"Brown County, Indiana",2007,10.1-12,11.05,11.05
18015,"Carroll County, Indiana",2007,6.1-8,7.05,7.05
18017,"Cass County, Indiana",2007,4.1-6,5.05,5.05
18019,"Clark County, Indiana",2007,12.1-14,13.05,13.05
18021,"Clay County, Indiana",2007,8.1-10,9.05,9.05
18023,"Clinton County, Indiana",2007,8.1-10,9.05,9.05
18025,"Crawford County, Indiana",2007,10.1-12,11.05,11.05
18027,"Daviess County, Indiana",2007,6.1-8,7.05,7.05
18033,"DeKalb County, Indiana",2007,8.1-10,9.05,9.05
18029,"Dearborn County, Indiana",2007,10.1-12,11.05,11.05
18031,"Decatur County, Indiana",2007,10.1-12,11.05,11.05
18035,"Delaware County, Indiana",2007,12.1-14,13.05,13.05
18037,"Dubois County, Indiana",2007,4.1-6,5.05,5.05
18039,"Elkhart County, Indiana",2007,6.1-8,7.05,7.05
18041,"Fayette County, Indiana",2007,14.1-16,15.05,15.05
18043,"Floyd County, Indiana",2007,8.1-10,9.05,9.05
18045,"Fountain County, Indiana",2007,6.1-8,7.05,7.05
18047,"Franklin County, Indiana",2007,10.1-12,11.05,11.05
18049,"Fulton County, Indiana",2007,6.1-8,7.05,7.05
18051,"Gibson County, Indiana",2007,6.1-8,7.05,7.05
18053,"Grant County, Indiana",2007,12.1-14,13.05,13.05
18055,"Greene County, Indiana",2007,10.1-12,11.05,11.05
18057,"Hamilton County, Indiana",2007,4.1-6,5.05,5.05
18059,"Hancock County, Indiana",2007,8.1-10,9.05,9.05
18061,"Harrison County, Indiana",2007,6.1-8,7.05,7.05
18063,"Hendricks County, Indiana",2007,6.1-8,7.05,7.05
18065,"Henry County, Indiana",2007,18.1-20,19.05,19.05
18067,"Howard County, Indiana",2007,16.1-18,17.05,17.05
18069,"Huntington County, Indiana",2007,8.1-10,9.05,9.05
18071,"Jackson County, Indiana",2007,8.1-10,9.05,9.05
18073,"Jasper County, Indiana",2007,6.1-8,7.05,7.05
18075,"Jay County, Indiana",2007,10.1-12,11.05,11.05
18077,"Jefferson County, Indiana",2007,8.1-10,9.05,9.05
18079,"Jennings County, Indiana",2007,10.1-12,11.05,11.05
18081,"Johnson County, Indiana",2007,8.1-10,9.05,9.05
18083,"Knox County, Indiana",2007,8.1-10,9.05,9.05
18085,"Kosciusko County, Indiana",2007,6.1-8,7.05,7.05
18087,"LaGrange County, Indiana",2007,2.1-4,3.05,3.05
18091,"LaPorte County, Indiana",2007,8.1-10,9.05,9.05
18089,"Lake County, Indiana",2007,4.1-6,5.05,5.05
18093,"Lawrence County, Indiana",2007,8.1-10,9.05,9.05
18095,"Madison County, Indiana",2007,16.1-18,17.05,17.05
18097,"Marion County, Indiana",2007,10.1-12,11.05,11.05
18099,"Marshall County, Indiana",2007,6.1-8,7.05,7.05
18101,"Martin County, Indiana",2007,4.1-6,5.05,5.05
18103,"Miami County, Indiana",2007,6.1-8,7.05,7.05
18105,"Monroe County, Indiana",2007,10.1-12,11.05,11.05
18107,"Montgomery County, Indiana",2007,10.1-12,11.05,11.05
18109,"Morgan County, Indiana",2007,10.1-12,11.05,11.05
18111,"Newton County, Indiana",2007,6.1-8,7.05,7.05
18113,"Noble County, Indiana",2007,6.1-8,7.05,7.05
18115,"Ohio County, Indiana",2007,8.1-10,9.05,9.05
18117,"Orange County, Indiana",2007,6.1-8,7.05,7.05
18119,"Owen County, Indiana",2007,8.1-10,9.05,9.05
18121,"Parke County, Indiana",2007,6.1-8,7.05,7.05
18123,"Perry County, Indiana",2007,6.1-8,7.05,7.05
18125,"Pike County, Indiana",2007,4.1-6,5.05,5.05
18127,"Porter County, Indiana",2007,8.1-10,9.05,9.05
18129,"Posey County, Indiana",2007,6.1-8,7.05,7.05
18131,"Pulaski County, Indiana",2007,10.1-12,11.05,11.05
18133,"Putnam County, Indiana",2007,6.1-8,7.05,7.05
18135,"Randolph County, Indiana",2007,8.1-10,9.05,9.05
18137,"Ripley County, Indiana",2007,8.1-10,9.05,9.05
18139,"Rush County, Indiana",2007,6.1-8,7.05,7.05
18143,"Scott County, Indiana",2007,20.1-22,21.05,21.05
18145,"Shelby County, Indiana",2007,8.1-10,9.05,9.05
18147,"Spencer County, Indiana",2007,6.1-8,7.05,7.05
18141,"St. Joseph County, Indiana",2007,6.1-8,7.05,7.05
18149,"Starke County, Indiana",2007,22.1-24,23.05,23.05
18151,"Steuben County, Indiana",2007,4.1-6,5.05,5.05
18153,"Sullivan County, Indiana",2007,14.1-16,15.05,15.05
18155,"Switzerland County, Indiana",2007,10.1-12,11.05,11.05
18157,"Tippecanoe County, Indiana",2007,8.1-10,9.05,9.05
18159,"Tipton County, Indiana",2007,10.1-12,11.05,11.05
18161,"Union County, Indiana",2007,10.1-12,11.05,11.05
18163,"Vanderburgh County, Indiana",2007,14.1-16,15.05,15.05
18165,"Vermillion County, Indiana",2007,8.1-10,9.05,9.05
18167,"Vigo County, Indiana",2007,10.1-12,11.05,11.05
18169,"Wabash County, Indiana",2007,12.1-14,13.05,13.05
18171,"Warren County, Indiana",2007,6.1-8,7.05,7.05
18173,"Warrick County, Indiana",2007,4.1-6,5.05,5.05
18175,"Washington County, Indiana",2007,8.1-10,9.05,9.05
18177,"Wayne County, Indiana",2007,12.1-14,13.05,13.05
18179,"Wells County, Indiana",2007,6.1-8,7.05,7.05
18181,"White County, Indiana",2007,8.1-10,9.05,9.05
18183,"Whitley County, Indiana",2007,6.1-8,7.05,7.05
18001,"Adams County, Indiana",2006,4.1-6,5.05,5.05
18003,"Allen County, Indiana",2006,6.1-8,7.05,7.05
18005,"Bartholomew County, Indiana",2006,8.1-10,9.05,9.05
18007,"Benton County, Indiana",2006,8.1-10,9.05,9.05
18009,"Blackford County, Indiana",2006,12.1-14,13.05,13.05
18011,"Boone County, Indiana",2006,6.1-8,7.05,7.05
18013,"Brown County, Indiana",2006,8.1-10,9.05,9.05
18015,"Carroll County, Indiana",2006,6.1-8,7.05,7.05
18017,"Cass County, Indiana",2006,4.1-6,5.05,5.05
18019,"Clark County, Indiana",2006,10.1-12,11.05,11.05
18021,"Clay County, Indiana",2006,8.1-10,9.05,9.05
18023,"Clinton County, Indiana",2006,6.1-8,7.05,7.05
18025,"Crawford County, Indiana",2006,8.1-10,9.05,9.05
18027,"Daviess County, Indiana",2006,6.1-8,7.05,7.05
18033,"DeKalb County, Indiana",2006,6.1-8,7.05,7.05
18029,"Dearborn County, Indiana",2006,10.1-12,11.05,11.05
18031,"Decatur County, Indiana",2006,8.1-10,9.05,9.05
18035,"Delaware County, Indiana",2006,12.1-14,13.05,13.05
18037,"Dubois County, Indiana",2006,4.1-6,5.05,5.05
18039,"Elkhart County, Indiana",2006,4.1-6,5.05,5.05
18041,"Fayette County, Indiana",2006,14.1-16,15.05,15.05
18043,"Floyd County, Indiana",2006,8.1-10,9.05,9.05
18045,"Fountain County, Indiana",2006,6.1-8,7.05,7.05
18047,"Franklin County, Indiana",2006,10.1-12,11.05,11.05
18049,"Fulton County, Indiana",2006,6.1-8,7.05,7.05
18051,"Gibson County, Indiana",2006,6.1-8,7.05,7.05
18053,"Grant County, Indiana",2006,12.1-14,13.05,13.05
18055,"Greene County, Indiana",2006,10.1-12,11.05,11.05
18057,"Hamilton County, Indiana",2006,4.1-6,5.05,5.05
18059,"Hancock County, Indiana",2006,8.1-10,9.05,9.05
18061,"Harrison County, Indiana",2006,6.1-8,7.05,7.05
18063,"Hendricks County, Indiana",2006,4.1-6,5.05,5.05
18065,"Henry County, Indiana",2006,16.1-18,17.05,17.05
18067,"Howard County, Indiana",2006,14.1-16,15.05,15.05
18069,"Huntington County, Indiana",2006,6.1-8,7.05,7.05
18071,"Jackson County, Indiana",2006,8.1-10,9.05,9.05
18073,"Jasper County, Indiana",2006,6.1-8,7.05,7.05
18075,"Jay County, Indiana",2006,8.1-10,9.05,9.05
18077,"Jefferson County, Indiana",2006,6.1-8,7.05,7.05
18079,"Jennings County, Indiana",2006,10.1-12,11.05,11.05
18081,"Johnson County, Indiana",2006,8.1-10,9.05,9.05
18083,"Knox County, Indiana",2006,8.1-10,9.05,9.05
18085,"Kosciusko County, Indiana",2006,6.1-8,7.05,7.05
18087,"LaGrange County, Indiana",2006,2.1-4,3.05,3.05
18091,"LaPorte County, Indiana",2006,6.1-8,7.05,7.05
18089,"Lake County, Indiana",2006,4.1-6,5.05,5.05
18093,"Lawrence County, Indiana",2006,8.1-10,9.05,9.05
18095,"Madison County, Indiana",2006,16.1-18,17.05,17.05
18097,"Marion County, Indiana",2006,10.1-12,11.05,11.05
18099,"Marshall County, Indiana",2006,4.1-6,5.05,5.05
18101,"Martin County, Indiana",2006,4.1-6,5.05,5.05
