EVENT_EMS_DISTRICT,EVENT_EMS_DISTRICT_POP,EVENT_YR,PATIENT_GENDER,PATIENT_RACE,PATIENT_AGE_GROUP,EVENT_FLAG_TYPE,DISTRICT_EVENT_FLAG_TYPE_CNT,ETL_RUN_TIMESTAMP
7,276810,2019,Male,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
10,488761,2019,Male,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,659030,2019,Male,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
1,814375,2019,Male,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
3,745751,2019,Male,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
8,384625,2019,Male,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,380922,2019,Male,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,624326,2019,Male,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
5,1891288,2019,Male,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,465122,2019,Male,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,465122,2019,Female,Black or African American,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,276810,2019,Female,Black or African American,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,624326,2019,Female,Hispanic or Latino or Spanish Origin,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,465122,2019,Female,Hispanic or Latino or Spanish Origin,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,276810,2019,Female,Hispanic or Latino or Spanish Origin,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,465122,2019,Female,Hispanic or Latino or Spanish Origin,18 to 24,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,276810,2019,Female,Hispanic or Latino or Spanish Origin,18 to 24,Harm-to-Others Violence Events,0,7/24/2025 9:12
3,745751,2019,Female,Hispanic or Latino or Spanish Origin,35 to 44,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,380922,2019,Female,Hispanic or Latino or Spanish Origin,35 to 44,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,624326,2019,Female,Hispanic or Latino or Spanish Origin,35 to 44,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,465122,2019,Female,Hispanic or Latino or Spanish Origin,35 to 44,Harm-to-Others Violence Events,0,7/24/2025 9:12
8,384625,2019,Female,Hispanic or Latino or Spanish Origin,45 to 54,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,380922,2019,Female,Hispanic or Latino or Spanish Origin,45 to 54,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,276810,2019,Female,Hispanic or Latino or Spanish Origin,45 to 54,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,380922,2019,Female,Hispanic or Latino or Spanish Origin,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,624326,2019,Female,Hispanic or Latino or Spanish Origin,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,465122,2019,Female,Hispanic or Latino or Spanish Origin,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,276810,2019,Female,Hispanic or Latino or Spanish Origin,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,659030,2019,Female,Hispanic or Latino or Spanish Origin,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
3,745751,2019,Female,Hispanic or Latino or Spanish Origin,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,624326,2019,Female,Hispanic or Latino or Spanish Origin,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
5,1891288,2019,Female,Hispanic or Latino or Spanish Origin,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,465122,2019,Female,Hispanic or Latino or Spanish Origin,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,276810,2019,Female,Hispanic or Latino or Spanish Origin,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,659030,2019,Female,Hispanic or Latino or Spanish Origin,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
3,745751,2019,Female,Hispanic or Latino or Spanish Origin,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
8,384625,2019,Female,Hispanic or Latino or Spanish Origin,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,380922,2019,Female,Hispanic or Latino or Spanish Origin,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
5,1891288,2019,Female,Hispanic or Latino or Spanish Origin,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,465122,2019,Female,Hispanic or Latino or Spanish Origin,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,276810,2019,Female,Hispanic or Latino or Spanish Origin,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
10,488761,2019,Female,Hispanic or Latino or Spanish Origin,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,659030,2019,Female,Hispanic or Latino or Spanish Origin,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
3,745751,2019,Female,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
8,384625,2019,Female,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,380922,2019,Female,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,624326,2019,Female,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
5,1891288,2019,Female,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,465122,2019,Female,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,276810,2019,Female,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
10,488761,2019,Female,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,659030,2019,Female,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
1,814375,2019,Female,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
8,384625,2019,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,380922,2019,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,624326,2019,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
5,1891288,2019,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,465122,2019,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,276810,2019,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
10,488761,2019,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,659030,2019,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
1,814375,2019,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
3,745751,2019,Female,Unknown,18 to 24,Harm-to-Others Violence Events,0,7/24/2025 9:12
8,384625,2019,Female,Unknown,18 to 24,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,380922,2019,Female,Unknown,18 to 24,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,624326,2019,Female,Unknown,18 to 24,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,465122,2019,Female,Unknown,18 to 24,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,276810,2019,Female,Unknown,18 to 24,Harm-to-Others Violence Events,0,7/24/2025 9:12
10,488761,2019,Female,Unknown,18 to 24,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,659030,2019,Female,Unknown,18 to 24,Harm-to-Others Violence Events,0,7/24/2025 9:12
1,814375,2019,Female,Unknown,18 to 24,Harm-to-Others Violence Events,0,7/24/2025 9:12
3,745751,2019,Female,Unknown,25 to 34,Harm-to-Others Violence Events,0,7/24/2025 9:12
8,384625,2019,Female,Unknown,25 to 34,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,380922,2019,Female,Unknown,25 to 34,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,624326,2019,Female,Unknown,25 to 34,Harm-to-Others Violence Events,0,7/24/2025 9:12
5,1891288,2019,Female,Unknown,25 to 34,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,465122,2019,Female,Unknown,25 to 34,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,276810,2019,Female,Unknown,25 to 34,Harm-to-Others Violence Events,0,7/24/2025 9:12
10,488761,2019,Female,Unknown,25 to 34,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,659030,2019,Female,Unknown,25 to 34,Harm-to-Others Violence Events,0,7/24/2025 9:12
1,814375,2019,Female,Unknown,25 to 34,Harm-to-Others Violence Events,0,7/24/2025 9:12
3,745751,2019,Female,Unknown,35 to 44,Harm-to-Others Violence Events,0,7/24/2025 9:12
8,384625,2019,Female,Unknown,35 to 44,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,380922,2019,Female,Unknown,35 to 44,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,624326,2019,Female,Unknown,35 to 44,Harm-to-Others Violence Events,0,7/24/2025 9:12
5,1891288,2019,Female,Unknown,35 to 44,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,465122,2019,Female,Unknown,35 to 44,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,276810,2019,Female,Unknown,35 to 44,Harm-to-Others Violence Events,0,7/24/2025 9:12
10,488761,2019,Female,Unknown,35 to 44,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,659030,2019,Female,Unknown,35 to 44,Harm-to-Others Violence Events,0,7/24/2025 9:12
1,814375,2019,Female,Unknown,35 to 44,Harm-to-Others Violence Events,0,7/24/2025 9:12
3,745751,2019,Female,Unknown,45 to 54,Harm-to-Others Violence Events,0,7/24/2025 9:12
8,384625,2019,Female,Unknown,45 to 54,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,380922,2019,Female,Unknown,45 to 54,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,624326,2019,Female,Unknown,45 to 54,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,465122,2019,Female,Unknown,45 to 54,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,276810,2019,Female,Unknown,45 to 54,Harm-to-Others Violence Events,0,7/24/2025 9:12
10,488761,2019,Female,Unknown,45 to 54,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,659030,2019,Female,Unknown,45 to 54,Harm-to-Others Violence Events,0,7/24/2025 9:12
1,814375,2019,Female,Unknown,45 to 54,Harm-to-Others Violence Events,0,7/24/2025 9:12
3,745751,2019,Female,Unknown,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
8,384625,2019,Female,Unknown,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,380922,2019,Female,Unknown,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,624326,2019,Female,Unknown,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
5,1891288,2019,Female,Unknown,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,465122,2019,Female,Unknown,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,276810,2019,Female,Unknown,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
10,488761,2019,Female,Unknown,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,659030,2019,Female,Unknown,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
1,814375,2019,Female,Unknown,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
3,745751,2019,Female,Unknown,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
8,384625,2019,Female,Unknown,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,380922,2019,Female,Unknown,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,624326,2019,Female,Unknown,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
5,1891288,2019,Female,Unknown,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,465122,2019,Female,Unknown,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,276810,2019,Female,Unknown,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
10,488761,2019,Female,Unknown,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,659030,2019,Female,Unknown,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
1,814375,2019,Female,Unknown,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
3,745751,2019,Female,Unknown,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
8,384625,2019,Female,Unknown,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,380922,2019,Female,Unknown,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,624326,2019,Female,Unknown,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
5,1891288,2019,Female,Unknown,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,465122,2019,Female,Unknown,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,276810,2019,Female,Unknown,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
10,488761,2019,Female,Unknown,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,659030,2019,Female,Unknown,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
1,814375,2019,Female,Unknown,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
3,745751,2019,Female,Unknown,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
8,384625,2019,Female,Unknown,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,380922,2019,Female,Unknown,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,624326,2019,Female,Unknown,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
5,1891288,2019,Female,Unknown,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,465122,2019,Female,Unknown,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,276810,2019,Female,Unknown,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
10,488761,2019,Female,Unknown,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,659030,2019,Female,Unknown,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
1,814375,2019,Female,Unknown,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
8,376871,2020,Female,Black or African American,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,373928,2020,Female,Black or African American,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,627025,2020,Female,Hispanic or Latino or Spanish Origin,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,471280,2020,Female,Hispanic or Latino or Spanish Origin,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,273728,2020,Female,Hispanic or Latino or Spanish Origin,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
10,487391,2020,Female,Hispanic or Latino or Spanish Origin,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,627025,2020,Female,Hispanic or Latino or Spanish Origin,18 to 24,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,471280,2020,Female,Hispanic or Latino or Spanish Origin,18 to 24,Harm-to-Others Violence Events,0,7/24/2025 9:12
10,487391,2020,Female,Hispanic or Latino or Spanish Origin,18 to 24,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,471280,2020,Female,Hispanic or Latino or Spanish Origin,25 to 34,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,273728,2020,Female,Hispanic or Latino or Spanish Origin,25 to 34,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,662265,2020,Female,Hispanic or Latino or Spanish Origin,25 to 34,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,627025,2020,Female,Hispanic or Latino or Spanish Origin,35 to 44,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,273728,2020,Female,Hispanic or Latino or Spanish Origin,35 to 44,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,373928,2020,Female,Hispanic or Latino or Spanish Origin,45 to 54,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,627025,2020,Female,Hispanic or Latino or Spanish Origin,45 to 54,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,471280,2020,Female,Hispanic or Latino or Spanish Origin,45 to 54,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,273728,2020,Female,Hispanic or Latino or Spanish Origin,45 to 54,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,662265,2020,Female,Hispanic or Latino or Spanish Origin,45 to 54,Harm-to-Others Violence Events,0,7/24/2025 9:12
1,831252,2020,Female,Hispanic or Latino or Spanish Origin,45 to 54,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,627025,2020,Female,Hispanic or Latino or Spanish Origin,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,471280,2020,Female,Hispanic or Latino or Spanish Origin,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,273728,2020,Female,Hispanic or Latino or Spanish Origin,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
10,487391,2020,Female,Hispanic or Latino or Spanish Origin,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,662265,2020,Female,Hispanic or Latino or Spanish Origin,55 to 64,Harm-to-Others Violence Events,0,7/24/2025 9:12
3,753657,2020,Female,Hispanic or Latino or Spanish Origin,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
8,376871,2020,Female,Hispanic or Latino or Spanish Origin,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,627025,2020,Female,Hispanic or Latino or Spanish Origin,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,471280,2020,Female,Hispanic or Latino or Spanish Origin,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,273728,2020,Female,Hispanic or Latino or Spanish Origin,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
10,487391,2020,Female,Hispanic or Latino or Spanish Origin,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
1,831252,2020,Female,Hispanic or Latino or Spanish Origin,65 to 74,Harm-to-Others Violence Events,0,7/24/2025 9:12
3,753657,2020,Female,Hispanic or Latino or Spanish Origin,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
8,376871,2020,Female,Hispanic or Latino or Spanish Origin,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,373928,2020,Female,Hispanic or Latino or Spanish Origin,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,627025,2020,Female,Hispanic or Latino or Spanish Origin,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,471280,2020,Female,Hispanic or Latino or Spanish Origin,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,273728,2020,Female,Hispanic or Latino or Spanish Origin,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
10,487391,2020,Female,Hispanic or Latino or Spanish Origin,75 to 84,Harm-to-Others Violence Events,0,7/24/2025 9:12
3,753657,2020,Female,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
8,376871,2020,Female,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,373928,2020,Female,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,627025,2020,Female,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,471280,2020,Female,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,273728,2020,Female,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,662265,2020,Female,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
1,831252,2020,Female,Hispanic or Latino or Spanish Origin,85+,Harm-to-Others Violence Events,0,7/24/2025 9:12
3,753657,2020,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
8,376871,2020,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
4,373928,2020,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
6,627025,2020,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
5,1931701,2020,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
9,471280,2020,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
7,273728,2020,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
10,487391,2020,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
2,662265,2020,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
1,831252,2020,Female,Unknown,0 to 17,Harm-to-Others Violence Events,0,7/24/2025 9:12
3,753657,2020,Female,Unknown,18 to 24,Harm-to-Others Violence Events,0,7/24/2025 9:12
